subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_130	 2	 1	 before	 1	 2125.jpg	 20	 0	 2.158287	 4.025290	
MRI_faces_130	 2	 1	 before	 1	 2110.jpg	 54	 0	 6.025574	 8.025988	
MRI_faces_130	 2	 1	 before	 1	 1080.jpg	 43	 1	 11.026515	 13.026898	
MRI_faces_130	 2	 1	 before	 1	 2015.jpg	 16	 0	 15.027207	 17.024660	
MRI_faces_130	 2	 1	 before	 1	 1262.jpg	 52	 1	 20.024610	 22.024734	
MRI_faces_130	 2	 1	 before	 1	 2063.jpg	 11	 0	 24.024743	 26.024736	
MRI_faces_130	 2	 1	 before	 1	 1127.jpg	 41	 1	 27.024714	 29.024798	
MRI_faces_130	 2	 1	 before	 1	 2181.jpg	 5	 0	 31.024768	 33.024821	
MRI_faces_130	 2	 1	 before	 1	 2039.jpg	 58	 0	 35.024920	 37.024908	
MRI_faces_130	 2	 1	 before	 1	 1146.jpg	 46	 1	 41.025023	 43.024992	
MRI_faces_130	 2	 1	 before	 1	 1073.jpg	 57	 1	 44.025017	 46.024977	
MRI_faces_130	 2	 1	 before	 1	 2053.jpg	 14	 0	 47.025070	 49.025063	
MRI_faces_130	 2	 1	 before	 1	 2149.jpg	 40	 0	 52.025134	 54.025105	
MRI_faces_130	 2	 1	 before	 1	 2164.jpg	 47	 0	 60.025224	 62.025193	
MRI_faces_130	 2	 1	 before	 1	 1204.jpg	 17	 1	 63.025256	 65.025306	
MRI_faces_130	 2	 1	 before	 1	 1191.jpg	 7	 1	 66.025391	 68.025393	
MRI_faces_130	 2	 1	 before	 1	 2118.jpg	 22	 0	 69.025364	 71.025384	
MRI_faces_130	 2	 1	 before	 1	 1192.jpg	 53	 1	 72.025363	 74.025428	
MRI_faces_130	 2	 1	 before	 1	 2010.jpg	 39	 0	 75.025423	 77.025504	
MRI_faces_130	 2	 1	 before	 1	 1150.jpg	 51	 1	 79.025512	 81.025512	
MRI_faces_130	 2	 1	 before	 1	 1114.jpg	 8	 1	 82.025534	 84.025517	
MRI_faces_130	 2	 1	 before	 1	 2112.jpg	 21	 0	 85.025588	 87.025603	
MRI_faces_130	 2	 1	 before	 1	 1210.jpg	 10	 1	 90.025808	 92.026778	
MRI_faces_130	 2	 1	 before	 1	 2229.jpg	 50	 0	 95.025715	 97.025808	
MRI_faces_130	 2	 1	 before	 1	 2043.jpg	 13	 0	 102.025804	 104.026155	
MRI_faces_130	 2	 1	 before	 1	 1173.jpg	 55	 1	 105.026289	 107.026646	
MRI_faces_130	 2	 1	 before	 1	 1019.jpg	 18	 1	 108.026871	 110.027136	
MRI_faces_130	 2	 1	 before	 1	 2248.jpg	 19	 0	 111.025934	 113.025998	
MRI_faces_130	 2	 1	 before	 1	 2045.jpg	 45	 0	 116.026041	 118.026004	
MRI_faces_130	 2	 1	 before	 1	 2212.jpg	 9	 0	 119.026038	 121.026078	
MRI_faces_130	 2	 1	 before	 1	 2218.jpg	 42	 0	 122.026093	 124.026129	
MRI_faces_130	 2	 1	 before	 1	 1226.jpg	 56	 1	 125.026067	 127.026060	
MRI_faces_130	 2	 1	 before	 1	 1202.jpg	 15	 1	 130.026166	 132.026131	
MRI_faces_130	 2	 1	 before	 1	 2089.jpg	 12	 0	 135.026189	 137.026295	
MRI_faces_130	 2	 1	 before	 1	 2041.jpg	 49	 0	 139.026308	 141.026302	
MRI_faces_130	 2	 1	 before	 1	 1216.jpg	 4	 1	 145.026343	 147.026400	
MRI_faces_130	 2	 1	 before	 1	 1183.jpg	 48	 1	 148.026386	 150.026484	
MRI_faces_130	 2	 1	 before	 1	 1060.jpg	 44	 1	 152.026413	 154.026434	
MRI_faces_130	 2	 1	 before	 1	 1031.jpg	 6	 1	 157.026520	 159.026615	
MRI_faces_130	 2	 1	 before	 1	 1035.jpg	 3	 1	 161.026612	 163.026587	
