subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_109	 1	 1	 before	 1	 2006.jpg	 8	 0	 2.158919	 4.026046	
MRI_faces_109	 1	 1	 before	 1	 2094.jpg	 4	 0	 8.026552	 10.027071	
MRI_faces_109	 1	 1	 before	 1	 2041.jpg	 56	 0	 11.027101	 13.023109	
MRI_faces_109	 1	 1	 before	 1	 2128.jpg	 49	 0	 15.023087	 17.023150	
MRI_faces_109	 1	 1	 before	 1	 2053.jpg	 21	 0	 19.023176	 21.023265	
MRI_faces_109	 1	 1	 before	 1	 1013.jpg	 12	 1	 27.023212	 29.023300	
MRI_faces_109	 1	 1	 before	 1	 2110.jpg	 53	 0	 30.023278	 32.023373	
MRI_faces_109	 1	 1	 before	 1	 1052.jpg	 57	 1	 35.023338	 37.023431	
MRI_faces_109	 1	 1	 before	 1	 1060.jpg	 51	 1	 38.023393	 40.023462	
MRI_faces_109	 1	 1	 before	 1	 1130.jpg	 47	 1	 44.023472	 46.023524	
MRI_faces_109	 1	 1	 before	 1	 1183.jpg	 55	 1	 49.023589	 51.023571	
MRI_faces_109	 1	 1	 before	 1	 1127.jpg	 58	 1	 52.023710	 54.023697	
MRI_faces_109	 1	 1	 before	 1	 2112.jpg	 13	 0	 56.023635	 58.023662	
MRI_faces_109	 1	 1	 before	 1	 1226.jpg	 52	 1	 60.023737	 62.023710	
MRI_faces_109	 1	 1	 before	 1	 2010.jpg	 9	 0	 65.023834	 67.023819	
MRI_faces_109	 1	 1	 before	 1	 2229.jpg	 20	 0	 70.023969	 72.023919	
MRI_faces_109	 1	 1	 before	 1	 2024.jpg	 42	 0	 75.023979	 77.024012	
MRI_faces_109	 1	 1	 before	 1	 1202.jpg	 17	 1	 79.024046	 81.024069	
MRI_faces_109	 1	 1	 before	 1	 1027.jpg	 39	 1	 83.024048	 85.024032	
MRI_faces_109	 1	 1	 before	 1	 2058.jpg	 46	 0	 87.024033	 89.024104	
MRI_faces_109	 1	 1	 before	 1	 2240.jpg	 50	 0	 90.024259	 92.028120	
MRI_faces_109	 1	 1	 before	 1	 2212.jpg	 16	 0	 94.024982	 96.028250	
MRI_faces_109	 1	 1	 before	 1	 2149.jpg	 43	 0	 97.025435	 99.025822	
MRI_faces_109	 1	 1	 before	 1	 1031.jpg	 7	 1	 100.027508	 102.028816	
MRI_faces_109	 1	 1	 before	 1	 2153.jpg	 19	 0	 103.026483	 105.026856	
MRI_faces_109	 1	 1	 before	 1	 1210.jpg	 3	 1	 107.027214	 109.027551	
MRI_faces_109	 1	 1	 before	 1	 2125.jpg	 10	 0	 112.028045	 114.024511	
MRI_faces_109	 1	 1	 before	 1	 1204.jpg	 54	 1	 115.024454	 117.024465	
MRI_faces_109	 1	 1	 before	 1	 1050.jpg	 6	 1	 118.024514	 120.024483	
MRI_faces_109	 1	 1	 before	 1	 1216.jpg	 15	 1	 123.024574	 125.024565	
MRI_faces_109	 1	 1	 before	 1	 1150.jpg	 40	 1	 126.024600	 128.024598	
MRI_faces_109	 1	 1	 before	 1	 1246.jpg	 44	 1	 129.024574	 131.024720	
MRI_faces_109	 1	 1	 before	 1	 2155.jpg	 41	 0	 134.024725	 136.024705	
MRI_faces_109	 1	 1	 before	 1	 2194.jpg	 48	 0	 139.024794	 141.024836	
MRI_faces_109	 1	 1	 before	 1	 2248.jpg	 18	 0	 142.024837	 144.024887	
MRI_faces_109	 1	 1	 before	 1	 1262.jpg	 14	 1	 145.024870	 147.024834	
MRI_faces_109	 1	 1	 before	 1	 2063.jpg	 11	 0	 148.024859	 150.024870	
MRI_faces_109	 1	 1	 before	 1	 2043.jpg	 45	 0	 151.024987	 153.024888	
MRI_faces_109	 1	 1	 before	 1	 2181.jpg	 22	 0	 158.025045	 160.025005	
MRI_faces_109	 1	 1	 before	 1	 2118.jpg	 5	 0	 161.025024	 163.025091	
