subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_117	 1	 1	 before	 1	 2063.jpg	 46	 0	 2.155798	 4.031074	
MRI_faces_117	 1	 1	 before	 1	 2058.jpg	 54	 0	 8.031722	 10.032110	
MRI_faces_117	 1	 1	 before	 1	 2240.jpg	 42	 0	 11.032295	 13.032576	
MRI_faces_117	 1	 1	 before	 1	 1145.jpg	 19	 1	 15.032921	 17.022544	
MRI_faces_117	 1	 1	 before	 1	 1060.jpg	 21	 1	 19.022677	 21.022680	
MRI_faces_117	 1	 1	 before	 1	 1191.jpg	 14	 1	 27.022749	 29.022795	
MRI_faces_117	 1	 1	 before	 1	 2164.jpg	 8	 0	 30.022768	 32.022791	
MRI_faces_117	 1	 1	 before	 1	 1262.jpg	 44	 1	 35.022894	 37.022929	
MRI_faces_117	 1	 1	 before	 1	 1013.jpg	 16	 1	 38.022919	 40.022956	
MRI_faces_117	 1	 1	 before	 1	 1019.jpg	 13	 1	 44.022974	 46.023032	
MRI_faces_117	 1	 1	 before	 1	 1035.jpg	 5	 1	 49.023035	 51.023153	
MRI_faces_117	 1	 1	 before	 1	 1052.jpg	 48	 1	 52.023128	 54.023239	
MRI_faces_117	 1	 1	 before	 1	 2149.jpg	 51	 0	 56.023533	 58.026565	
MRI_faces_117	 1	 1	 before	 1	 1031.jpg	 3	 1	 60.025838	 62.025972	
MRI_faces_117	 1	 1	 before	 1	 2043.jpg	 50	 0	 65.025050	 67.025364	
MRI_faces_117	 1	 1	 before	 1	 2015.jpg	 41	 0	 70.025948	 72.026374	
MRI_faces_117	 1	 1	 before	 1	 1080.jpg	 58	 1	 75.026756	 77.027158	
MRI_faces_117	 1	 1	 before	 1	 2125.jpg	 18	 0	 79.027537	 81.027761	
MRI_faces_117	 1	 1	 before	 1	 2041.jpg	 9	 0	 83.028151	 85.028537	
MRI_faces_117	 1	 1	 before	 1	 2094.jpg	 52	 0	 87.028913	 89.029271	
MRI_faces_117	 1	 1	 before	 1	 2209.jpg	 57	 0	 90.029410	 92.029731	
MRI_faces_117	 1	 1	 before	 1	 1204.jpg	 45	 1	 94.030101	 96.030503	
MRI_faces_117	 1	 1	 before	 1	 2024.jpg	 56	 0	 97.030644	 99.030984	
MRI_faces_117	 1	 1	 before	 1	 1183.jpg	 15	 1	 100.031140	 102.031425	
MRI_faces_117	 1	 1	 before	 1	 1210.jpg	 11	 1	 103.031595	 105.032082	
MRI_faces_117	 1	 1	 before	 1	 2248.jpg	 53	 0	 107.032357	 109.032750	
MRI_faces_117	 1	 1	 before	 1	 2128.jpg	 55	 0	 112.023836	 114.023928	
MRI_faces_117	 1	 1	 before	 1	 1226.jpg	 6	 1	 115.023858	 117.023956	
MRI_faces_117	 1	 1	 before	 1	 1255.jpg	 22	 1	 118.024005	 120.023958	
MRI_faces_117	 1	 1	 before	 1	 2089.jpg	 39	 0	 123.023986	 125.024075	
MRI_faces_117	 1	 1	 before	 1	 2112.jpg	 47	 0	 126.024107	 128.024092	
MRI_faces_117	 1	 1	 before	 1	 2118.jpg	 20	 0	 129.024157	 131.024132	
MRI_faces_117	 1	 1	 before	 1	 2212.jpg	 4	 0	 134.024122	 136.024250	
MRI_faces_117	 1	 1	 before	 1	 1114.jpg	 10	 1	 139.024181	 141.024270	
MRI_faces_117	 1	 1	 before	 1	 1246.jpg	 43	 1	 142.024252	 144.024304	
MRI_faces_117	 1	 1	 before	 1	 2155.jpg	 49	 0	 145.024306	 147.024339	
MRI_faces_117	 1	 1	 before	 1	 2053.jpg	 12	 0	 148.024282	 150.024341	
MRI_faces_117	 1	 1	 before	 1	 1127.jpg	 17	 1	 151.024359	 153.024415	
MRI_faces_117	 1	 1	 before	 1	 1050.jpg	 7	 1	 158.024469	 160.024928	
MRI_faces_117	 1	 1	 before	 1	 1027.jpg	 40	 1	 161.024962	 163.025399	
