subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_125	 1	 1	 after	 1	 1031.jpg	 18	 1	 2.156041	 4.023140	
MRI_faces_125	 1	 1	 after	 1	 2041.jpg	 13	 0	 5.023282	 7.023594	
MRI_faces_125	 1	 1	 after	 1	 1246.jpg	 41	 1	 9.023938	 11.024374	
MRI_faces_125	 1	 1	 after	 1	 2212.jpg	 4	 0	 13.024685	 15.025083	
MRI_faces_125	 1	 1	 after	 1	 2164.jpg	 44	 0	 16.025270	 18.025621	
MRI_faces_125	 1	 1	 after	 1	 1007.jpg	 21	 1	 21.026150	 23.026420	
MRI_faces_125	 1	 1	 after	 1	 2125.jpg	 40	 0	 27.019057	 29.019203	
MRI_faces_125	 1	 1	 after	 1	 1150.jpg	 58	 1	 30.019108	 32.019182	
MRI_faces_125	 1	 1	 after	 1	 2089.jpg	 11	 0	 34.019164	 36.019227	
MRI_faces_125	 1	 1	 after	 1	 1202.jpg	 10	 1	 37.019232	 39.019277	
MRI_faces_125	 1	 1	 after	 1	 1073.jpg	 43	 1	 44.019424	 46.019462	
MRI_faces_125	 1	 1	 after	 1	 2155.jpg	 6	 0	 48.019367	 50.019450	
MRI_faces_125	 1	 1	 after	 1	 1173.jpg	 53	 1	 54.019523	 56.019557	
MRI_faces_125	 1	 1	 after	 1	 1216.jpg	 39	 1	 57.019589	 59.019540	
MRI_faces_125	 1	 1	 after	 1	 2110.jpg	 48	 0	 60.019608	 62.019588	
MRI_faces_125	 1	 1	 after	 1	 1027.jpg	 52	 1	 65.019638	 67.019638	
MRI_faces_125	 1	 1	 after	 1	 1226.jpg	 56	 1	 68.019684	 70.019789	
MRI_faces_125	 1	 1	 after	 1	 1192.jpg	 55	 1	 72.019737	 74.019765	
MRI_faces_125	 1	 1	 after	 1	 2045.jpg	 51	 0	 76.019830	 78.019866	
MRI_faces_125	 1	 1	 after	 1	 2153.jpg	 8	 0	 80.019877	 82.020125	
MRI_faces_125	 1	 1	 after	 1	 2024.jpg	 46	 0	 83.020261	 85.020610	
MRI_faces_125	 1	 1	 after	 1	 2006.jpg	 3	 0	 88.023259	 90.024395	
MRI_faces_125	 1	 1	 after	 1	 2118.jpg	 9	 0	 91.021703	 93.022086	
MRI_faces_125	 1	 1	 after	 1	 2010.jpg	 19	 0	 94.024043	 96.023583	
MRI_faces_125	 1	 1	 after	 1	 1114.jpg	 14	 1	 97.022800	 99.023094	
MRI_faces_125	 1	 1	 after	 1	 1146.jpg	 49	 1	 100.023203	 102.023622	
MRI_faces_125	 1	 1	 after	 1	 2039.jpg	 45	 0	 105.024108	 107.024505	
MRI_faces_125	 1	 1	 after	 1	 1060.jpg	 50	 1	 110.025014	 112.025330	
MRI_faces_125	 1	 1	 after	 1	 2094.jpg	 15	 0	 115.025852	 117.026173	
MRI_faces_125	 1	 1	 after	 1	 1204.jpg	 57	 1	 119.026557	 121.020384	
MRI_faces_125	 1	 1	 after	 1	 2248.jpg	 12	 0	 122.027098	 124.027420	
MRI_faces_125	 1	 1	 after	 1	 2015.jpg	 5	 0	 125.020541	 127.020497	
MRI_faces_125	 1	 1	 after	 1	 2229.jpg	 20	 0	 128.028170	 130.021070	
MRI_faces_125	 1	 1	 after	 1	 1017.jpg	 22	 1	 131.020587	 133.020610	
MRI_faces_125	 1	 1	 after	 1	 2240.jpg	 17	 0	 136.021334	 138.029922	
MRI_faces_125	 1	 1	 after	 1	 1019.jpg	 42	 1	 139.020711	 141.020781	
MRI_faces_125	 1	 1	 after	 1	 2112.jpg	 16	 0	 147.020762	 149.020842	
MRI_faces_125	 1	 1	 after	 1	 2043.jpg	 47	 0	 152.021055	 154.022143	
MRI_faces_125	 1	 1	 after	 1	 1145.jpg	 54	 1	 156.021797	 158.022694	
MRI_faces_125	 1	 1	 after	 1	 1035.jpg	 7	 1	 161.021029	 163.021030	
