subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_108	 2	 1	 after	 1	 2043.jpg	 48	 0	 2.153946	 4.020940	
MRI_faces_108	 2	 1	 after	 1	 2039.jpg	 19	 0	 7.021585	 9.021928	
MRI_faces_108	 2	 1	 after	 1	 2063.jpg	 5	 0	 10.022025	 12.022382	
MRI_faces_108	 2	 1	 after	 1	 1114.jpg	 17	 1	 16.023134	 18.023523	
MRI_faces_108	 2	 1	 after	 1	 2229.jpg	 13	 0	 19.023688	 21.023962	
MRI_faces_108	 2	 1	 after	 1	 2153.jpg	 10	 0	 22.024157	 24.024474	
MRI_faces_108	 2	 1	 after	 1	 1007.jpg	 16	 1	 27.012277	 29.012312	
MRI_faces_108	 2	 1	 after	 1	 2094.jpg	 12	 0	 30.025511	 32.025911	
MRI_faces_108	 2	 1	 after	 1	 1060.jpg	 41	 1	 33.012351	 35.012374	
MRI_faces_108	 2	 1	 after	 1	 2212.jpg	 6	 0	 37.012496	 39.012554	
MRI_faces_108	 2	 1	 after	 1	 1202.jpg	 42	 1	 40.012521	 42.012531	
MRI_faces_108	 2	 1	 after	 1	 1019.jpg	 9	 1	 45.012601	 47.012578	
MRI_faces_108	 2	 1	 after	 1	 2149.jpg	 54	 0	 52.012714	 54.013118	
MRI_faces_108	 2	 1	 after	 1	 1246.jpg	 45	 1	 56.013504	 58.013729	
MRI_faces_108	 2	 1	 after	 1	 1183.jpg	 52	 1	 59.013932	 61.014275	
MRI_faces_108	 2	 1	 after	 1	 2128.jpg	 44	 0	 62.014479	 64.014923	
MRI_faces_108	 2	 1	 after	 1	 1130.jpg	 40	 1	 65.014960	 67.015295	
MRI_faces_108	 2	 1	 after	 1	 1080.jpg	 58	 1	 68.015525	 70.015909	
MRI_faces_108	 2	 1	 after	 1	 2181.jpg	 4	 0	 72.016225	 74.016514	
MRI_faces_108	 2	 1	 after	 1	 1027.jpg	 11	 1	 77.017089	 79.017435	
MRI_faces_108	 2	 1	 after	 1	 2058.jpg	 53	 0	 81.017735	 83.018134	
MRI_faces_108	 2	 1	 after	 1	 2006.jpg	 3	 0	 86.018692	 88.019000	
MRI_faces_108	 2	 1	 after	 1	 2155.jpg	 47	 0	 92.019672	 94.019984	
MRI_faces_108	 2	 1	 after	 1	 1035.jpg	 55	 1	 97.020533	 99.020823	
MRI_faces_108	 2	 1	 after	 1	 2053.jpg	 51	 0	 101.021188	 103.021624	
MRI_faces_108	 2	 1	 after	 1	 1013.jpg	 7	 1	 104.021704	 106.022140	
MRI_faces_108	 2	 1	 after	 1	 2110.jpg	 57	 0	 107.022224	 109.022552	
MRI_faces_108	 2	 1	 after	 1	 1146.jpg	 50	 1	 115.023627	 117.024041	
MRI_faces_108	 2	 1	 after	 1	 1052.jpg	 56	 1	 119.013537	 121.013582	
MRI_faces_108	 2	 1	 after	 1	 2194.jpg	 49	 0	 122.024909	 124.025188	
MRI_faces_108	 2	 1	 after	 1	 1226.jpg	 21	 1	 127.013653	 129.013677	
MRI_faces_108	 2	 1	 after	 1	 1216.jpg	 43	 1	 130.026247	 132.026560	
MRI_faces_108	 2	 1	 after	 1	 1173.jpg	 46	 1	 134.013789	 136.027307	
MRI_faces_108	 2	 1	 after	 1	 2024.jpg	 20	 0	 137.013776	 139.013783	
MRI_faces_108	 2	 1	 after	 1	 1031.jpg	 22	 1	 142.013771	 144.014381	
MRI_faces_108	 2	 1	 after	 1	 2125.jpg	 8	 0	 145.013827	 147.013890	
MRI_faces_108	 2	 1	 after	 1	 2164.jpg	 39	 0	 150.014028	 152.015680	
MRI_faces_108	 2	 1	 after	 1	 1073.jpg	 15	 1	 154.013964	 156.014136	
MRI_faces_108	 2	 1	 after	 1	 2118.jpg	 14	 0	 157.014275	 159.014591	
MRI_faces_108	 2	 1	 after	 1	 1017.jpg	 18	 1	 161.014948	 163.015259	
