subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue	onset	duration
MRI_faces_126	2	13	1191.jpg	2.408856	24	999000	240	999000	999	3.426007	883.33	816.66	50	21	0.25	2.408856	1
MRI_faces_126	2	13	2181.jpg	6.397195	12	999000	120	999000	999	7.41392	883.33	816.66	3	53	0.88	6.397195	1
MRI_faces_126	2	13	2209.jpg	8.397485	12	999000	120	999000	999	9.414355	883.33	816.66	10	55	0.72	8.397485	1
MRI_faces_126	2	13	1127.jpg	13.39833	24	999000	240	999000	999	14.41518	883.33	816.66	52	14	0.2	13.39833	1
MRI_faces_126	2	13	1226.jpg	15.39874	24	999000	240	999000	999	16.41557	883.33	816.66	56	27	0.16	15.39874	1
MRI_faces_126	2	13	1013.jpg	17.3991	24	999000	240	999000	999	18.41592	883.33	816.66	42	2	0.42	17.3991	1
MRI_faces_126	2	13	2089.jpg	21.39979	12	999000	120	999000	999	22.4167	883.33	816.66	21	42	0.57	21.39979	1
MRI_faces_126	2	13	1255.jpg	23.40018	24	999000	240	999000	999	24.41703	883.33	816.66	47	29	0.39	23.40018	1
MRI_faces_126	2	13	2058.jpg	25.40054	24	999000	240	999000	999	26.41725	883.33	816.66	53	40	0.19	25.40054	1
MRI_faces_126	2	13	2063.jpg	28.40099	12	999000	120	999000	999	29.41784	883.33	816.66	5	41	0.81	28.40099	1
MRI_faces_126	2	13	2110.jpg	30.40133	22	925.5604	220	818.6022	98	31.41833	883.33	833.33	54	44	0.18	30.40133	1
MRI_faces_126	2	13	1027.jpg	34.4021	11	1024.934	1100	885.043	98	35.47582	833.33	833.33	16	5	0.65	34.4021	1
MRI_faces_126	2	13	1150.jpg	40.40314	22	963.7501	220	833.5918	98	41.42602	833.33	849.99	51	18	0.2	40.40314	1
MRI_faces_126	2	13	1183.jpg	43.4037	22	993.1716	220	850.2464	98	44.45386	833.33	866.66	48	20	0.36	43.4037	1
MRI_faces_126	2	13	2155.jpg	45.404	24	999000	240	999000	999	46.4208	833.33	866.66	39	51	0.44	45.404	1
MRI_faces_126	2	13	2015.jpg	47.40438	12	999000	120	999000	999	48.42119	833.33	866.66	22	33	0.57	47.40438	1
MRI_faces_126	2	13	1031.jpg	49.40474	11	843.1341	110	833.6585	98	50.42598	850	866.66	14	6	0.7	49.40474	1
MRI_faces_126	2	13	1035.jpg	51.4051	11	989.8109	110	850.2798	98	52.44275	866.66	866.66	9	7	0.72	51.4051	1
