subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue	onset	duration
MRI_faces_128	2	15	1019.jpg	2.424671	12	999000	120	999000	999	3.441866	750	749.99	4	4	0.82	2.424671	1
MRI_faces_128	2	15	1246.jpg	4.412356	24	999000	240	999000	999	5.429036	750	749.99	42	28	0.35	4.412356	1
MRI_faces_128	2	15	1027.jpg	7.412572	11	956.7453	110	751.876	98	8.429235	766.67	749.99	11	5	0.74	7.412572	1
MRI_faces_128	2	15	1007.jpg	10.41261	24	999000	240	999000	999	11.42912	766.67	749.99	55	1	0.23	10.41261	1
MRI_faces_128	2	15	2043.jpg	12.41262	22	958.7041	220	751.7224	98	13.42909	766.67	766.66	54	37	0.23	12.41262	1
MRI_faces_128	2	15	1080.jpg	16.41277	24	999000	240	999000	999	17.42916	766.67	766.66	58	12	0.17	16.41277	1
MRI_faces_128	2	15	2153.jpg	21.41277	11	946.5472	110	766.9242	98	22.42949	783.33	766.66	8	50	0.76	21.41277	1
MRI_faces_128	2	15	2181.jpg	23.4129	12	999000	120	999000	999	24.42925	783.33	766.66	3	53	0.83	23.4129	1
MRI_faces_128	2	15	2045.jpg	26.41294	24	999000	240	999000	999	27.42954	783.33	766.66	40	38	0.36	26.41294	1
MRI_faces_128	2	15	1262.jpg	28.4129	11	1063.419	1100	783.6175	98	29.42953	733.33	766.66	9	30	0.75	28.4129	1
MRI_faces_128	2	15	1035.jpg	34.41341	12	999000	120	999000	999	35.43025	733.33	766.66	6	7	0.78	34.41341	1
MRI_faces_128	2	15	1031.jpg	37.41398	12	999000	120	999000	999	38.43083	733.33	766.66	7	6	0.76	37.41398	1
MRI_faces_128	2	15	2094.jpg	42.41486	24	999000	240	999000	999	43.43169	733.33	766.66	39	43	0.38	42.41486	1
MRI_faces_128	2	15	1255.jpg	44.41523	12	999000	120	999000	999	45.43197	733.33	766.66	18	29	0.67	44.41523	1
MRI_faces_128	2	15	1204.jpg	46.41561	24	999000	240	999000	999	47.43241	733.33	766.66	47	24	0.31	46.41561	1
MRI_faces_128	2	15	2125.jpg	50.4163	24	999000	240	999000	999	51.43301	733.33	766.66	50	47	0.29	50.4163	1
MRI_faces_128	2	15	2118.jpg	52.41663	12	999000	120	999000	999	53.43341	733.33	766.66	21	46	0.63	52.41663	1
MRI_faces_128	2	15	1145.jpg	55.41712	12	999000	120	999000	999	56.43391	733.33	766.66	22	16	0.62	55.41712	1
MRI_faces_128	2	15	1192.jpg	58.41762	24	999000	240	999000	999	59.43445	733.33	766.66	57	22	0.2	58.41762	1
MRI_faces_128	2	15	1073.jpg	61.41814	11	953.1711	110	733.6135	98	62.43501	750	766.66	16	11	0.68	61.41814	1
