subjectID	order	run	before_or_after	session	itemName	bidInd	isMale	onsettime	fixationTime	onset	duration
"MRI_faces_125	"	1	1	"before	"	1	"2118.jpg	"	9	0	2.151666	4.018328	2.151666	2
"MRI_faces_125	"	1	1	"before	"	1	"2043.jpg	"	47	0	8.018395	10.018498	8.018395	2
"MRI_faces_125	"	1	1	"before	"	1	"1150.jpg	"	58	1	11.018511	13.018705	11.018511	2
"MRI_faces_125	"	1	1	"before	"	1	"2153.jpg	"	8	0	15.019022	17.019444	15.019022	2
"MRI_faces_125	"	1	1	"before	"	1	"2240.jpg	"	17	0	19.019764	21.02006	19.019764	2
"MRI_faces_125	"	1	1	"before	"	1	"2094.jpg	"	15	0	27.021089	29.021501	27.021089	2
"MRI_faces_125	"	1	1	"before	"	1	"1216.jpg	"	39	1	30.022215	32.022524	30.022215	2
"MRI_faces_125	"	1	1	"before	"	1	"1060.jpg	"	50	1	35.02256	37.022908	35.02256	2
"MRI_faces_125	"	1	1	"before	"	1	"2006.jpg	"	3	0	38.023065	40.023476	38.023065	2
"MRI_faces_125	"	1	1	"before	"	1	"2110.jpg	"	48	0	44.024215	46.024581	44.024215	2
"MRI_faces_125	"	1	1	"before	"	1	"2089.jpg	"	11	0	49.019085	51.019095	49.019085	2
"MRI_faces_125	"	1	1	"before	"	1	"2229.jpg	"	20	0	52.019031	54.019102	52.019031	2
"MRI_faces_125	"	1	1	"before	"	1	"1114.jpg	"	14	1	56.019204	58.019227	56.019204	2
"MRI_faces_125	"	1	1	"before	"	1	"1019.jpg	"	42	1	60.019209	62.019192	60.019209	2
"MRI_faces_125	"	1	1	"before	"	1	"1204.jpg	"	57	1	65.019321	67.01928	65.019321	2
"MRI_faces_125	"	1	1	"before	"	1	"2164.jpg	"	44	0	70.019356	72.019347	70.019356	2
"MRI_faces_125	"	1	1	"before	"	1	"1031.jpg	"	18	1	75.019514	77.019488	75.019514	2
"MRI_faces_125	"	1	1	"before	"	1	"1146.jpg	"	49	1	79.019519	81.01948	79.019519	2
"MRI_faces_125	"	1	1	"before	"	1	"2039.jpg	"	45	0	83.019477	85.019586	83.019477	2
"MRI_faces_125	"	1	1	"before	"	1	"2212.jpg	"	4	0	87.019592	89.019549	87.019592	2
"MRI_faces_125	"	1	1	"before	"	1	"2112.jpg	"	16	0	90.019656	92.019685	90.019656	2
"MRI_faces_125	"	1	1	"before	"	1	"1202.jpg	"	10	1	94.019701	96.019664	94.019701	2
"MRI_faces_125	"	1	1	"before	"	1	"1192.jpg	"	55	1	97.019791	99.019736	97.019791	2
"MRI_faces_125	"	1	1	"before	"	1	"1073.jpg	"	43	1	100.019745	102.019829	100.019745	2
"MRI_faces_125	"	1	1	"before	"	1	"1246.jpg	"	41	1	103.019846	105.019814	103.019846	2
"MRI_faces_125	"	1	1	"before	"	1	"1145.jpg	"	54	1	107.019836	109.019931	107.019836	2
"MRI_faces_125	"	1	1	"before	"	1	"2125.jpg	"	40	0	112.01994	114.020004	112.01994	2
"MRI_faces_125	"	1	1	"before	"	1	"1173.jpg	"	53	1	115.020014	117.020172	115.020014	2
"MRI_faces_125	"	1	1	"before	"	1	"1007.jpg	"	21	1	118.020369	120.020726	118.020369	2
"MRI_faces_125	"	1	1	"before	"	1	"2010.jpg	"	19	0	123.021338	125.021589	123.021338	2
"MRI_faces_125	"	1	1	"before	"	1	"2041.jpg	"	13	0	126.023983	128.024723	126.023983	2
"MRI_faces_125	"	1	1	"before	"	1	"1027.jpg	"	52	1	129.022254	131.022769	129.022254	2
"MRI_faces_125	"	1	1	"before	"	1	"2015.jpg	"	5	0	134.023395	136.023477	134.023395	2
"MRI_faces_125	"	1	1	"before	"	1	"2045.jpg	"	51	0	139.020223	141.020309	139.020223	2
"MRI_faces_125	"	1	1	"before	"	1	"2024.jpg	"	46	0	142.024546	144.024957	142.024546	2
"MRI_faces_125	"	1	1	"before	"	1	"1035.jpg	"	7	1	145.020392	147.020471	145.020392	2
"MRI_faces_125	"	1	1	"before	"	1	"1017.jpg	"	22	1	148.020489	150.020476	148.020489	2
"MRI_faces_125	"	1	1	"before	"	1	"2248.jpg	"	12	0	151.020393	153.020424	151.020393	2
"MRI_faces_125	"	1	1	"before	"	1	"1226.jpg	"	56	1	158.020494	160.020501	158.020494	2
"MRI_faces_125	"	1	1	"before	"	1	"2155.jpg	"	6	0	161.020618	163.020685	161.020618	2
