subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	onset	duration
MRI_faces_127	1	1	1	1	1	2.01542	2053.jpg	1050.jpg	12	17	1	y	1	0	921.83	0.72	0.65	3.449817	2.01542	0.92183
MRI_faces_127	1	1	1	1	2	6.015367	1173.jpg	1246.jpg	50	54	1	y	2	0	912.88	0.24	0.19	7.432183	6.015367	0.91288
MRI_faces_127	1	1	1	1	3	13.01537	1145.jpg	2015.jpg	45	46	1	b	2	1	978.88	0.31	0.28	14.49885	13.01537	0.97888
MRI_faces_127	1	1	1	1	4	16.01544	1050.jpg	2118.jpg	17	10	0	b	1	0	770.82	0.65	0.75	17.29894	16.01544	0.77082
MRI_faces_127	1	1	1	1	5	21.01603	2212.jpg	1031.jpg	11	13	0	y	1	1	886.24	0.75	0.71	22.41568	21.01603	0.88624
MRI_faces_127	1	1	1	1	6	31.01772	1007.jpg	1050.jpg	7	17	1	y	1	0	1080.52	0.8	0.65	32.60144	31.01772	1.08052
MRI_faces_127	1	1	1	1	7	34.01861	2128.jpg	2015.jpg	52	46	1	y	2	0	986.64	0.22	0.28	35.51611	34.01861	0.98664
MRI_faces_127	1	1	1	1	8	37.01873	2125.jpg	1204.jpg	5	55	1	b	4	1	1045.52	0.83	0.19	38.56919	37.01873	1.04552
MRI_faces_127	1	1	1	1	9	46.02039	1013.jpg	2015.jpg	44	46	1	b	2	1	828.84	0.31	0.28	47.35401	46.02039	0.82884
MRI_faces_127	1	1	1	1	10	49.0209	2155.jpg	1262.jpg	6	56	1	b	4	1	1160.34	0.81	0.17	50.68798	49.0209	1.16034
MRI_faces_127	1	1	1	1	11	59.02261	1150.jpg	2128.jpg	49	52	0	y	2	1	1331.62	0.25	0.22	60.85642	59.02261	1.33162
MRI_faces_127	1	1	1	1	12	64.02356	1226.jpg	1013.jpg	48	44	0	y	2	1	1021.68	0.26	0.31	65.54964	64.02356	1.02168
MRI_faces_127	1	1	1	1	13	69.02438	1114.jpg	2089.jpg	16	15	0	b	1	0	814.85	0.65	0.67	70.34137	69.02438	0.81485
MRI_faces_127	1	1	1	1	14	77.02581	1007.jpg	1114.jpg	7	16	1	y	1	0	976.43	0.8	0.65	78.49984	77.02581	0.97643
MRI_faces_127	1	1	1	1	15	84.02708	1114.jpg	2118.jpg	16	10	0	y	1	1	1052.17	0.65	0.75	85.57745	84.02708	1.05217
MRI_faces_127	1	1	1	1	16	88.0277	1073.jpg	1050.jpg	18	17	1	x	1	999	999000	0.65	0.65	90.02827	88.0277	999
MRI_faces_127	1	1	1	1	17	91.01654	2015.jpg	1052.jpg	46	53	0	y	2	1	970.7	0.28	0.21	92.5001	91.01654	0.9707
MRI_faces_127	1	1	1	1	18	96.01663	1246.jpg	2043.jpg	54	47	0	y	2	1	743.6	0.19	0.28	97.26679	96.01663	0.7436
MRI_faces_127	1	1	1	1	19	99.01678	2053.jpg	2112.jpg	12	14	1	y	1	0	789.45	0.72	0.7	100.3169	99.01678	0.78945
MRI_faces_127	1	1	1	1	20	107.0168	2058.jpg	2128.jpg	51	52	0	y	2	1	805.41	0.22	0.22	108.3336	107.0168	0.80541
MRI_faces_127	1	1	1	1	21	113.0169	1052.jpg	1246.jpg	53	54	1	b	2	1	861.29	0.21	0.19	114.3837	113.0169	0.86129
MRI_faces_127	1	1	1	1	22	118.017	2053.jpg	2212.jpg	12	11	1	y	1	0	1001.27	0.72	0.75	119.5172	118.017	1.00127
MRI_faces_127	1	1	1	1	23	123.0172	2053.jpg	1114.jpg	12	16	1	y	1	0	702.06	0.72	0.65	124.2176	123.0172	0.70206
MRI_faces_127	1	1	1	1	24	126.0178	1246.jpg	2128.jpg	54	52	0	y	2	1	806.43	0.19	0.22	127.3347	126.0178	0.80643
MRI_faces_127	1	1	1	1	25	140.0201	2058.jpg	2043.jpg	51	47	0	y	2	1	979.16	0.22	0.28	141.5038	140.0201	0.97916
MRI_faces_127	1	1	1	1	26	143.0208	1145.jpg	1226.jpg	45	48	1	y	2	0	1208.46	0.31	0.26	144.7341	143.0208	1.20846
MRI_faces_127	1	1	1	1	27	147.0214	2240.jpg	2089.jpg	9	15	0	y	1	1	760.88	0.76	0.67	148.2884	147.0214	0.76088
MRI_faces_127	1	1	1	1	28	151.0221	2112.jpg	1031.jpg	14	13	0	y	1	1	702.18	0.7	0.71	152.2224	151.0221	0.70218
MRI_faces_127	1	1	1	1	29	154.0226	2128.jpg	2045.jpg	52	43	1	y	2	0	794.66	0.22	0.35	155.323	154.0226	0.79466
MRI_faces_127	1	1	1	1	30	157.0231	2112.jpg	2118.jpg	14	10	0	b	1	0	672.17	0.7	0.75	158.1901	157.0231	0.67217
MRI_faces_127	1	1	1	1	31	163.0242	2045.jpg	1173.jpg	43	50	0	y	2	1	894.12	0.35	0.24	164.4178	163.0242	0.89412
MRI_faces_127	1	1	1	1	32	169.0253	1013.jpg	2058.jpg	44	51	1	b	2	1	949.97	0.31	0.22	170.4756	169.0253	0.94997
MRI_faces_127	1	1	1	1	33	172.0258	1073.jpg	2112.jpg	18	14	1	y	1	0	801.46	0.65	0.7	173.3262	172.0258	0.80146
MRI_faces_127	1	1	1	1	34	175.0263	1226.jpg	2128.jpg	48	52	0	y	2	1	685.98	0.26	0.22	176.2099	175.0263	0.68598
MRI_faces_127	1	1	1	1	35	179.027	1246.jpg	1145.jpg	54	45	0	y	2	1	683.22	0.19	0.31	180.2107	179.027	0.68322
MRI_faces_127	1	1	1	1	36	182.0275	2112.jpg	1007.jpg	14	7	0	b	1	0	661.78	0.7	0.8	183.1847	182.0275	0.66178
MRI_faces_127	1	1	1	1	37	185.028	1073.jpg	2212.jpg	18	11	1	y	1	0	879.21	0.65	0.75	186.4014	185.028	0.87921
MRI_faces_127	1	1	1	1	38	188.0286	1114.jpg	1073.jpg	16	18	0	y	1	1	718.67	0.65	0.65	189.2456	188.0286	0.71867
