subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	onset	duration
MRI_faces_121	1	1	1	2	1	2.031464	1191.jpg	1145.jpg	9	10	0	b	1	0	705.57	0.77	0.72	3.234002	2.031464	0.70557
MRI_faces_121	1	1	1	2	2	5.031426	1262.jpg	1191.jpg	18	9	1	b	1	1	743.59	0.6	0.77	6.266877	5.031426	0.74359
MRI_faces_121	1	1	1	2	3	8.031506	1052.jpg	1255.jpg	16	13	0	y	1	1	736.52	0.63	0.69	9.267333	8.031506	0.73652
MRI_faces_121	1	1	1	2	4	13.03153	2194.jpg	2112.jpg	49	50	0	y	2	1	801.52	0.32	0.3	14.33172	13.03153	0.80152
MRI_faces_121	1	1	1	2	5	18.03162	1031.jpg	2110.jpg	7	11	1	b	1	1	788.41	0.78	0.71	19.31924	18.03162	0.78841
MRI_faces_121	1	1	1	2	6	25.03181	2164.jpg	1183.jpg	54	45	0	b	2	0	779.23	0.29	0.35	26.30361	25.03181	0.77923
MRI_faces_121	1	1	1	2	7	29.02063	2041.jpg	1183.jpg	51	45	0	b	2	0	841.54	0.3	0.35	30.37098	29.02063	0.84154
MRI_faces_121	1	1	1	2	8	32.02117	2155.jpg	2194.jpg	47	49	1	b	2	1	678.88	0.34	0.32	33.20487	32.02117	0.67888
MRI_faces_121	1	1	1	2	9	39.02239	2043.jpg	1052.jpg	15	16	1	y	1	0	837.63	0.66	0.63	40.36541	39.02239	0.83763
MRI_faces_121	1	1	1	2	10	43.0231	2045.jpg	2155.jpg	46	47	0	b	2	0	653.94	0.34	0.34	44.18222	43.0231	0.65394
MRI_faces_121	1	1	1	2	11	46.0237	1145.jpg	1146.jpg	10	14	1	b	1	1	904.33	0.72	0.68	47.43219	46.0237	0.90433
MRI_faces_121	1	1	1	2	12	50.02443	1031.jpg	1146.jpg	7	14	1	b	1	1	625.61	0.78	0.68	51.14895	50.02443	0.62561
MRI_faces_121	1	1	1	2	13	54.02492	1031.jpg	1052.jpg	7	16	1	b	1	1	615.13	0.78	0.63	55.14206	54.02492	0.61513
MRI_faces_121	1	1	1	2	14	59.02598	1226.jpg	2194.jpg	44	49	1	b	2	1	827.05	0.35	0.32	60.34908	59.02598	0.82705
MRI_faces_121	1	1	1	2	15	63.02663	2089.jpg	1246.jpg	53	43	1	y	2	0	680.4	0.3	0.38	64.21033	63.02663	0.6804
MRI_faces_121	1	1	1	2	16	67.0274	2181.jpg	1255.jpg	8	13	0	y	1	1	769.63	0.77	0.69	68.29923	67.0274	0.76963
MRI_faces_121	1	1	1	2	17	70.02787	2181.jpg	1145.jpg	8	10	0	y	1	1	937.14	0.77	0.72	71.46586	70.02787	0.93714
MRI_faces_121	1	1	1	2	18	80.02959	1146.jpg	2229.jpg	14	12	0	y	1	1	963.44	0.68	0.69	81.48268	80.02959	0.96344
MRI_faces_121	1	1	1	2	19	84.03025	2015.jpg	1183.jpg	48	45	0	b	2	0	997.78	0.33	0.35	85.51603	84.03025	0.99778
MRI_faces_121	1	1	1	2	20	87.03079	1073.jpg	2043.jpg	17	15	0	y	1	1	781.24	0.61	0.66	88.29946	87.03079	0.78124
MRI_faces_121	1	1	1	2	21	90.03132	1255.jpg	1146.jpg	13	14	1	b	1	1	776.7	0.69	0.68	91.2995	90.03132	0.7767
MRI_faces_121	1	1	1	2	22	94.01574	1246.jpg	1226.jpg	43	44	0	b	2	0	946.29	0.38	0.35	95.46617	94.01574	0.94629
MRI_faces_121	1	1	1	2	23	100.0165	2164.jpg	2112.jpg	54	50	0	y	2	1	708.57	0.29	0.3	101.2334	100.0165	0.70857
MRI_faces_121	1	1	1	2	24	103.017	2015.jpg	1226.jpg	48	44	0	y	2	1	640.07	0.33	0.35	104.1673	103.017	0.64007
MRI_faces_121	1	1	1	2	25	106.0174	2155.jpg	2015.jpg	47	48	1	y	2	0	741.63	0.34	0.33	107.2678	106.0174	0.74163
MRI_faces_121	1	1	1	2	26	110.0183	2164.jpg	2155.jpg	54	47	0	y	2	1	904.73	0.29	0.34	111.4352	110.0183	0.90473
MRI_faces_121	1	1	1	2	27	113.0187	1262.jpg	2181.jpg	18	8	1	b	1	1	1062.3	0.6	0.77	114.5857	113.0187	1.0623
MRI_faces_121	1	1	1	2	28	116.0192	2041.jpg	2112.jpg	51	50	0	y	2	1	571.86	0.3	0.3	117.1029	116.0192	0.57186
MRI_faces_121	1	1	1	2	29	130.0217	1183.jpg	2194.jpg	45	49	1	y	2	0	732.38	0.35	0.32	131.2555	130.0217	0.73238
MRI_faces_121	1	1	1	2	30	140.0234	1255.jpg	2110.jpg	13	11	1	y	1	0	935.62	0.69	0.71	141.4669	140.0234	0.93562
MRI_faces_121	1	1	1	2	31	146.0244	1150.jpg	2153.jpg	55	6	0	y	4	1	810.64	0.29	0.82	147.3414	146.0244	0.81064
MRI_faces_121	1	1	1	2	32	150.0252	2112.jpg	2015.jpg	50	48	1	b	2	1	784.86	0.3	0.33	151.3088	150.0252	0.78486
