subjectID	order	run	before_or_after	session	itemName	bidInd	isMale	onsettime	fixationTime	onset	duration
"MRI_faces_123	"	1	1	"after	"	1	"1031.jpg	"	21	1	2.153962	4.020661	2.153962	2
"MRI_faces_123	"	1	1	"after	"	1	"2194.jpg	"	47	0	5.020702	7.020639	5.020702	2
"MRI_faces_123	"	1	1	"after	"	1	"2155.jpg	"	53	0	9.020708	11.020783	9.020708	2
"MRI_faces_123	"	1	1	"after	"	1	"2063.jpg	"	14	0	13.020874	15.020741	13.020874	2
"MRI_faces_123	"	1	1	"after	"	1	"2229.jpg	"	39	0	16.020899	18.02102	16.020899	2
"MRI_faces_123	"	1	1	"after	"	1	"2110.jpg	"	51	0	21.021589	23.022005	21.021589	2
"MRI_faces_123	"	1	1	"after	"	1	"1255.jpg	"	9	1	27.022665	29.022983	27.022665	2
"MRI_faces_123	"	1	1	"after	"	1	"1173.jpg	"	42	1	30.025177	32.025665	30.025177	2
"MRI_faces_123	"	1	1	"after	"	1	"1145.jpg	"	40	1	34.025006	36.025162	34.025006	2
"MRI_faces_123	"	1	1	"after	"	1	"1013.jpg	"	44	1	37.024405	39.024738	37.024405	2
"MRI_faces_123	"	1	1	"after	"	1	"2058.jpg	"	56	0	44.02569	46.026007	44.02569	2
"MRI_faces_123	"	1	1	"after	"	1	"1052.jpg	"	55	1	48.026349	50.026691	48.026349	2
"MRI_faces_123	"	1	1	"after	"	1	"1192.jpg	"	54	1	54.027317	56.027765	54.027317	2
"MRI_faces_123	"	1	1	"after	"	1	"2053.jpg	"	17	0	57.02143	59.021504	57.02143	2
"MRI_faces_123	"	1	1	"after	"	1	"1080.jpg	"	48	1	60.028424	62.028787	60.028424	2
"MRI_faces_123	"	1	1	"after	"	1	"2043.jpg	"	19	0	65.021508	67.021595	65.021508	2
"MRI_faces_123	"	1	1	"after	"	1	"2024.jpg	"	43	0	68.02154	70.021621	68.02154	2
"MRI_faces_123	"	1	1	"after	"	1	"1050.jpg	"	22	1	72.021582	74.021683	72.021582	2
"MRI_faces_123	"	1	1	"after	"	1	"1060.jpg	"	57	1	76.02165	78.02176	76.02165	2
"MRI_faces_123	"	1	1	"after	"	1	"1073.jpg	"	11	1	80.02172	82.02177	80.02172	2
"MRI_faces_123	"	1	1	"after	"	1	"2041.jpg	"	52	0	83.021738	85.021856	83.021738	2
"MRI_faces_123	"	1	1	"after	"	1	"2153.jpg	"	6	0	88.021811	90.021843	88.021811	2
"MRI_faces_123	"	1	1	"after	"	1	"2045.jpg	"	4	0	91.021865	93.021938	91.021865	2
"MRI_faces_123	"	1	1	"after	"	1	"2010.jpg	"	12	0	94.021958	96.021966	94.021958	2
"MRI_faces_123	"	1	1	"after	"	1	"2218.jpg	"	46	0	97.021957	99.022019	97.021957	2
"MRI_faces_123	"	1	1	"after	"	1	"2089.jpg	"	10	0	100.022023	102.022079	100.022023	2
"MRI_faces_123	"	1	1	"after	"	1	"1146.jpg	"	20	1	105.02203	107.022123	105.02203	2
"MRI_faces_123	"	1	1	"after	"	1	"2094.jpg	"	58	0	110.022201	112.022272	110.022201	2
"MRI_faces_123	"	1	1	"after	"	1	"2118.jpg	"	18	0	115.022254	117.022248	115.022254	2
"MRI_faces_123	"	1	1	"after	"	1	"2212.jpg	"	16	0	119.022323	121.022385	119.022323	2
"MRI_faces_123	"	1	1	"after	"	1	"2181.jpg	"	7	0	122.022515	124.022911	122.022515	2
"MRI_faces_123	"	1	1	"after	"	1	"1262.jpg	"	3	1	125.023117	127.023381	125.023117	2
"MRI_faces_123	"	1	1	"after	"	1	"2248.jpg	"	13	0	128.025773	130.026685	128.025773	2
"MRI_faces_123	"	1	1	"after	"	1	"1191.jpg	"	45	1	131.024142	133.024413	131.024142	2
"MRI_faces_123	"	1	1	"after	"	1	"1204.jpg	"	41	1	136.02635	138.02672	136.02635	2
"MRI_faces_123	"	1	1	"after	"	1	"2125.jpg	"	15	0	139.025622	141.02586	139.025622	2
"MRI_faces_123	"	1	1	"after	"	1	"1246.jpg	"	49	1	147.026938	149.027248	147.026938	2
"MRI_faces_123	"	1	1	"after	"	1	"1202.jpg	"	5	1	152.027721	154.028097	152.027721	2
"MRI_faces_123	"	1	1	"after	"	1	"1127.jpg	"	50	1	156.02846	158.028835	156.02846	2
"MRI_faces_123	"	1	1	"after	"	1	"1114.jpg	"	8	1	161.022844	163.022787	161.022844	2
