subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	onset	duration
MRI_faces_145	1	1	1	1	1	2.029555	1216.jpg	2125.jpg	17	10	0	y	1	1	962.25	0.63	0.74	3.483111	2.029555	0.96225
MRI_faces_145	1	1	1	1	2	6.029702	1255.jpg	2053.jpg	16	13	0	y	1	1	883.1	0.63	0.71	7.413093	6.029702	0.8831
MRI_faces_145	1	1	1	1	3	9.029707	2024.jpg	1127.jpg	53	49	1	y	2	0	1079.09	0.24	0.28	10.60106	9.029707	1.07909
MRI_faces_145	1	1	1	1	4	14.02974	2043.jpg	1202.jpg	15	9	1	b	1	1	831.07	0.63	0.75	15.35187	14.02974	0.83107
MRI_faces_145	1	1	1	1	5	17.02974	2153.jpg	2125.jpg	8	10	0	y	1	1	697.07	0.76	0.74	18.21896	17.02974	0.69707
MRI_faces_145	1	1	1	1	6	20.02984	1216.jpg	2043.jpg	17	15	0	b	1	0	851.97	0.63	0.63	21.38014	20.02984	0.85197
MRI_faces_145	1	1	1	1	7	34.03002	1073.jpg	1080.jpg	45	54	1	b	2	1	927.78	0.35	0.23	35.45539	34.03002	0.92778
MRI_faces_145	1	1	1	1	8	38.0301	2118.jpg	2125.jpg	11	10	0	y	1	1	654.72	0.74	0.74	39.18024	38.0301	0.65472
MRI_faces_145	1	1	1	1	9	42.03013	1073.jpg	1127.jpg	45	49	1	b	2	1	963.68	0.35	0.28	43.49016	42.03013	0.96368
MRI_faces_145	1	1	1	1	10	45.03028	1130.jpg	2164.jpg	43	44	0	b	2	0	1239.51	0.39	0.38	46.76377	45.03028	1.23951
MRI_faces_145	1	1	1	1	11	48.0303	2164.jpg	2110.jpg	44	51	1	x	2	999	999000	0.38	0.26	50.0306	48.0303	999
MRI_faces_145	1	1	1	1	12	53.0304	1255.jpg	1027.jpg	16	12	0	b	1	0	688.41	0.63	0.73	54.21381	53.0304	0.68841
MRI_faces_145	1	1	1	1	13	56.03034	1146.jpg	1050.jpg	56	6	0	y	4	1	960.46	0.2	0.82	57.48054	56.03034	0.96046
MRI_faces_145	1	1	1	1	14	66.03058	1130.jpg	2240.jpg	43	50	0	b	2	0	768.23	0.39	0.28	67.29741	66.03058	0.76823
MRI_faces_145	1	1	1	1	15	72.03061	1226.jpg	1080.jpg	47	54	1	b	2	1	788.19	0.31	0.23	73.31403	72.03061	0.78819
MRI_faces_145	1	1	1	1	16	75.02876	2041.jpg	2155.jpg	52	48	1	b	2	1	850.05	0.26	0.31	76.38086	75.02876	0.85005
MRI_faces_145	1	1	1	1	17	79.02956	2164.jpg	2155.jpg	44	48	1	b	2	1	1013.24	0.38	0.31	80.5308	79.02956	1.01324
MRI_faces_145	1	1	1	1	18	84.03038	1073.jpg	1246.jpg	45	46	1	b	2	1	1161.43	0.35	0.32	85.68107	84.03038	1.16143
MRI_faces_145	1	1	1	1	19	91.01514	2118.jpg	1204.jpg	11	18	0	b	1	0	833.71	0.74	0.61	92.3645	91.01514	0.83371
MRI_faces_145	1	1	1	1	20	96.03095	1226.jpg	2110.jpg	47	51	1	b	2	1	959.86	0.31	0.26	97.48298	96.03095	0.95986
MRI_faces_145	1	1	1	1	21	99.01642	2053.jpg	2128.jpg	13	14	1	b	1	1	1435.4	0.71	0.7	100.9644	99.01642	1.4354
MRI_faces_145	1	1	1	1	22	105.0173	1255.jpg	2043.jpg	16	15	0	b	1	0	839.46	0.63	0.63	106.3678	105.0173	0.83946
MRI_faces_145	1	1	1	1	23	109.0181	2053.jpg	2153.jpg	13	8	1	b	1	1	1003.69	0.71	0.76	110.5313	109.0181	1.00369
MRI_faces_145	1	1	1	1	24	121.0202	1216.jpg	1204.jpg	17	18	0	b	1	0	940.56	0.63	0.61	122.4706	121.0202	0.94056
MRI_faces_145	1	1	1	1	25	124.0207	2181.jpg	2118.jpg	7	11	1	b	1	1	841.1	0.77	0.74	125.3712	124.0207	0.8411
MRI_faces_145	1	1	1	1	26	127.0213	1130.jpg	1073.jpg	43	45	0	x	2	999	999000	0.39	0.35	129.0218	127.0213	999
