subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue	onset	duration
MRI_faces_151	1	1	2006.jpg	2.27684	24	999000	240	999000	999	3.292626	750	750	48	31	0.37	2.27684	1
MRI_faces_151	1	1	2063.jpg	5.276186	12	999000	120	999000	999	6.2929	750	750	16	41	0.6	5.276186	1
MRI_faces_151	1	1	1145.jpg	9.276274	12	999000	120	999000	999	10.29302	750	750	6	16	0.74	9.276274	1
MRI_faces_151	1	1	2118.jpg	12.27637	24	999000	240	999000	999	13.29332	750	750	56	46	0.22	12.27637	1
MRI_faces_151	1	1	1050.jpg	16.27704	12	999000	120	999000	999	17.29383	750	750	5	8	0.74	16.27704	1
MRI_faces_151	1	1	1150.jpg	19.2776	22	1039.66	2200	753.0241	98	20.29437	750	700	50	18	0.35	19.2776	1
MRI_faces_151	1	1	1146.jpg	21.27797	12	999000	120	999000	999	22.29476	750	700	8	17	0.72	21.27797	1
MRI_faces_151	1	1	1191.jpg	24.27853	11	1014.742	1100	756.4479	98	25.29526	700	700	18	21	0.59	24.27853	1
MRI_faces_151	1	1	2010.jpg	27.27903	12	999000	120	999000	999	28.2958	700	700	4	32	0.75	27.27903	1
MRI_faces_151	1	1	1246.jpg	32.27981	11	951.4316	110	700.2751	98	33.29667	716.67	700	7	28	0.73	32.27981	1
MRI_faces_151	1	1	1210.jpg	34.28018	12	999000	120	999000	999	35.29698	716.67	700	3	25	0.76	34.28018	1
MRI_faces_151	1	1	1216.jpg	36.28062	12	999000	120	999000	999	37.29755	716.67	700	11	26	0.7	36.28062	1
MRI_faces_151	1	1	1226.jpg	40.28129	22	923.9542	220	700.2657	98	41.29809	716.67	716.67	47	27	0.39	40.28129	1
MRI_faces_151	1	1	2045.jpg	47.28247	24	999000	240	999000	999	48.29937	716.67	716.67	40	38	0.42	47.28247	1
MRI_faces_151	1	1	2218.jpg	49.28288	24	999000	240	999000	999	50.29969	716.67	716.67	42	57	0.41	49.28288	1
MRI_faces_151	1	1	1127.jpg	51.28329	12	999000	120	999000	999	52.30008	716.67	716.67	20	14	0.59	51.28329	1
MRI_faces_151	1	1	1255.jpg	53.28362	12	999000	120	999000	999	54.30035	716.67	716.67	21	29	0.55	53.28362	1
MRI_faces_151	1	1	1114.jpg	55.28392	12	999000	120	999000	999	56.30071	716.67	716.67	9	13	0.72	55.28392	1
MRI_faces_151	1	1	2089.jpg	57.28423	12	999000	120	999000	999	58.30111	716.67	716.67	17	42	0.59	57.28423	1
MRI_faces_151	1	1	2110.jpg	60.28476	24	999000	240	999000	999	61.30166	716.67	716.67	54	44	0.26	60.28476	1
MRI_faces_151	1	1	2181.jpg	62.28511	24	999000	240	999000	999	63.30193	716.67	716.67	57	53	0.21	62.28511	1
MRI_faces_151	1	1	2125.jpg	64.28553	24	999000	240	999000	999	65.30228	716.67	716.67	55	47	0.25	64.28553	1
MRI_faces_151	1	1	2248.jpg	68.27715	24	999000	240	999000	999	69.29387	716.67	716.67	49	60	0.36	68.27715	1
MRI_faces_151	1	1	2043.jpg	72.28694	22	992.312	220	716.9262	98	73.30383	716.67	733.33	44	37	0.4	72.28694	1
MRI_faces_151	1	1	2164.jpg	78.27741	24	999000	240	999000	999	79.29394	716.67	733.33	43	52	0.4	78.27741	1
MRI_faces_151	1	1	2194.jpg	80.27729	24	999000	240	999000	999	81.29397	716.67	733.33	58	54	0.18	80.27729	1
MRI_faces_151	1	1	2153.jpg	82.27744	22	1006.806	2200	733.6249	98	83.29645	716.67	683.33	52	50	0.28	82.27744	1
MRI_faces_151	1	1	2024.jpg	84.27742	24	999000	240	999000	999	85.29414	716.67	683.33	51	34	0.35	84.27742	1
MRI_faces_151	1	1	1035.jpg	88.27742	24	999000	240	999000	999	89.29411	716.67	683.33	41	7	0.42	88.27742	1
MRI_faces_151	1	1	1031.jpg	90.27758	11	939.6429	110	716.9773	98	91.29411	733.33	683.33	12	6	0.68	90.27758	1
MRI_faces_151	1	1	2094.jpg	92.27752	24	999000	240	999000	999	93.29414	733.33	683.33	39	43	0.44	92.27752	1
MRI_faces_151	1	1	1262.jpg	94.27765	11	969.5914	110	733.609	98	95.29421	750	683.33	13	30	0.64	94.27765	1
MRI_faces_151	1	1	1052.jpg	98.27758	22	929.667	220	683.604	98	99.2943	750	700	53	9	0.27	98.27758	1
MRI_faces_151	1	1	2155.jpg	102.2777	24	999000	240	999000	999	103.2943	750	700	46	51	0.39	102.2777	1
MRI_faces_151	1	1	1017.jpg	105.2777	22	874.496	220	700.2697	98	106.2944	750	716.67	45	3	0.4	105.2777	1
MRI_faces_151	1	1	2128.jpg	110.2779	12	999000	120	999000	999	111.2944	750	716.67	14	48	0.63	110.2779	1
MRI_faces_151	1	1	2229.jpg	112.2779	12	999000	120	999000	999	113.2945	750	716.67	19	58	0.59	112.2779	1
MRI_faces_151	1	1	1202.jpg	115.2779	12	999000	120	999000	999	116.2946	750	716.67	22	23	0.54	115.2779	1
MRI_faces_151	1	1	2058.jpg	119.2786	11	982.617	110	750.2713	98	120.2953	766.67	716.67	15	40	0.63	119.2786	1
MRI_faces_151	1	1	2209.jpg	122.279	11	1129.197	1100	766.9468	98	123.2959	716.67	716.67	10	55	0.71	122.279	1
MRI_faces_151	1	2	2043.jpg	124.1126	22	997.6213	220	717.0213	98	125.132	716.67	733.34	44	37	0.4	124.1126	1
