subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue	onset	duration
MRI_faces_123	1	11	1191.jpg	2.412079	22	797.7602	22	886.165	98	3.496562	883.32	899.99	45	21	0.32	2.412079	1
MRI_faces_123	1	11	2125.jpg	5.395983	11	511.8647	11	885.6479	98	6.47942	899.99	899.99	15	47	0.69	5.395983	1
MRI_faces_123	1	11	1013.jpg	9.396622	22	539.2069	22	901.723	98	10.49677	899.99	916.65	44	2	0.32	9.396622	1
MRI_faces_123	1	11	1146.jpg	12.39711	12	999000	120	999000	999	13.41389	899.99	916.65	20	17	0.63	12.39711	1
MRI_faces_123	1	11	2212.jpg	16.3978	12	999000	120	999000	999	17.41468	899.99	916.65	16	56	0.67	16.3978	1
MRI_faces_123	1	11	2063.jpg	19.39836	12	999000	120	999000	999	20.41522	899.99	916.65	14	41	0.7	19.39836	1
MRI_faces_123	1	11	2089.jpg	21.3987	11	713.1334	11	900.2665	98	22.49895	916.65	916.65	10	42	0.75	21.3987	1
MRI_faces_123	1	11	2024.jpg	24.39927	24	999000	240	999000	999	25.41605	916.65	916.65	43	34	0.36	24.39927	1
MRI_faces_123	1	11	1052.jpg	27.39973	24	999000	240	999000	999	28.41658	916.65	916.65	55	9	0.2	27.39973	1
MRI_faces_123	1	11	2248.jpg	32.40065	11	1142.176	1100	916.9073	98	33.51233	866.65	916.65	13	60	0.7	32.40065	1
MRI_faces_123	1	11	2181.jpg	34.40104	11	578.7925	11	866.9747	98	35.46231	883.32	916.65	7	53	0.8	34.40104	1
MRI_faces_123	1	11	1204.jpg	36.40134	24	819.5051	24	999000	98	37.41817	883.32	916.65	41	24	0.38	36.40134	1
MRI_faces_123	1	11	2194.jpg	40.40209	22	949.7299	220	916.9699	98	41.5124	883.32	916.65	47	54	0.31	40.40209	1
MRI_faces_123	1	11	1192.jpg	47.40326	24	999000	240	999000	999	48.42017	883.32	916.65	54	22	0.2	47.40326	1
MRI_faces_123	1	11	2010.jpg	49.40361	11	680.2356	11	883.5941	98	50.4872	899.99	916.65	12	32	0.72	49.40361	1
MRI_faces_123	1	11	2094.jpg	51.40398	24	999000	240	999000	999	52.42086	899.99	916.65	58	43	0.13	51.40398	1
MRI_faces_123	1	11	1127.jpg	53.40443	22	707.4058	22	916.9433	98	54.51288	899.99	916.65	50	14	0.27	53.40443	1
MRI_faces_123	1	11	1145.jpg	55.40467	24	999000	240	999000	999	56.42147	899.99	916.65	40	16	0.39	55.40467	1
MRI_faces_123	1	11	1031.jpg	57.40506	12	999000	120	999000	999	58.42187	899.99	916.65	21	6	0.62	57.40506	1
MRI_faces_123	1	11	1173.jpg	60.40559	24	999000	240	999000	999	61.42244	899.99	916.65	42	19	0.36	60.40559	1
MRI_faces_123	1	11	2041.jpg	62.4059	22	568.9303	22	916.9118	98	63.5128	899.99	916.65	52	36	0.24	62.4059	1
MRI_faces_123	1	11	1050.jpg	64.40631	12	999000	120	999000	999	65.42309	899.99	916.65	22	8	0.6	64.40631	1
MRI_faces_123	1	11	2110.jpg	68.39628	24	999000	240	999000	999	69.41283	899.99	916.65	51	44	0.25	68.39628	1
