subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue	onset	duration
MRI_faces_118	2	3	2155.jpg	2.40085	22	840.6004	220	619.0417	98	3.418508	683.34	633.34	49	51	0.29	2.40085	1
MRI_faces_118	2	3	2110.jpg	4.40086	22	836.5957	220	635.0887	98	5.417643	683.34	650	51	44	0.28	4.40086	1
MRI_faces_118	2	3	2039.jpg	7.401582	24	999000	240	999000	999	8.418205	683.34	650	41	35	0.38	7.401582	1
MRI_faces_118	2	3	1146.jpg	10.39525	24	999000	240	999000	999	11.41194	683.34	650	56	17	0.21	10.39525	1
MRI_faces_118	2	3	2043.jpg	12.39534	12	999000	120	999000	999	13.41192	683.34	650	18	37	0.65	12.39534	1
MRI_faces_118	2	3	1216.jpg	16.39539	22	844.0829	220	650.2649	98	17.412	683.34	666.67	46	26	0.33	16.39539	1
MRI_faces_118	2	3	1027.jpg	21.3954	24	999000	240	999000	999	22.41207	683.34	666.67	44	5	0.35	21.3954	1
MRI_faces_118	2	3	2240.jpg	23.39546	12	999000	120	999000	999	24.41214	683.34	666.67	5	59	0.78	23.39546	1
MRI_faces_118	2	3	2194.jpg	26.39564	24	999000	240	999000	999	27.41219	683.34	666.67	39	54	0.38	26.39564	1
MRI_faces_118	2	3	1262.jpg	28.39557	12	999000	120	999000	999	29.41222	683.34	666.67	6	30	0.76	28.39557	1
MRI_faces_118	2	3	2212.jpg	34.39567	12	999000	120	999000	999	35.41227	683.34	666.67	12	56	0.72	34.39567	1
MRI_faces_118	2	3	1073.jpg	37.39566	12	999000	120	999000	999	38.41233	683.34	666.67	21	11	0.61	37.39566	1
MRI_faces_118	2	3	1246.jpg	42.39573	24	999000	240	999000	999	43.41244	683.34	666.67	55	28	0.21	42.39573	1
MRI_faces_118	2	3	1031.jpg	44.39579	12	999000	120	999000	999	45.41247	683.34	666.67	7	6	0.75	44.39579	1
MRI_faces_118	2	3	2125.jpg	46.39585	22	996.5946	220	666.9714	98	47.4124	683.34	683.34	43	47	0.35	46.39585	1
MRI_faces_118	2	3	2118.jpg	50.39579	12	999000	120	999000	999	51.41254	683.34	683.34	15	46	0.7	50.39579	1
MRI_faces_118	2	3	1019.jpg	52.39587	12	999000	120	999000	999	53.41257	683.34	683.34	20	4	0.61	52.39587	1
MRI_faces_118	2	3	1130.jpg	55.39591	24	999000	240	999000	999	56.41252	683.34	683.34	47	15	0.32	55.39591	1
MRI_faces_118	2	3	1183.jpg	58.39597	24	999000	240	999000	999	59.41262	683.34	683.34	45	20	0.35	58.39597	1
MRI_faces_118	2	3	2058.jpg	61.39595	22	1049.508	2200	683.5955	98	62.41283	683.34	633.34	48	40	0.3	61.39595	1
MRI_faces_118	2	3	2010.jpg	63.39598	12	999000	120	999000	999	64.41268	683.34	633.34	10	32	0.72	63.39598	1
MRI_faces_118	2	3	1202.jpg	67.3961	12	999000	120	999000	999	68.41269	683.34	633.34	22	23	0.6	67.3961	1
MRI_faces_118	2	3	1050.jpg	69.39619	22	834.2663	220	633.6066	98	70.41273	683.34	650	54	8	0.25	69.39619	1
MRI_faces_118	2	3	1204.jpg	71.39613	24	999000	240	999000	999	72.41282	683.34	650	42	24	0.37	71.39613	1
MRI_faces_118	2	3	1080.jpg	73.39634	12	999000	120	999000	999	74.41307	683.34	650	3	12	0.82	73.39634	1
MRI_faces_118	2	3	1017.jpg	75.39668	11	962.7665	110	685.6944	98	76.41324	700.01	650	9	3	0.72	75.39668	1
MRI_faces_118	2	3	2229.jpg	79.39732	11	1038.152	1100	700.3542	98	80.41415	650.01	650	14	58	0.7	79.39732	1
MRI_faces_118	2	3	1226.jpg	83.39796	11	927.4926	110	650.2812	98	84.41481	666.67	650	17	27	0.67	83.39796	1
MRI_faces_118	2	3	2006.jpg	87.39875	11	865.7091	110	666.9458	98	88.41548	683.34	650	8	31	0.73	87.39875	1
MRI_faces_118	2	3	2153.jpg	90.39919	12	999000	120	999000	999	91.41602	683.34	650	13	50	0.71	90.39919	1
MRI_faces_118	2	3	2015.jpg	92.39965	11	863.8104	110	683.6376	98	93.4164	700.01	650	11	33	0.72	92.39965	1
MRI_faces_118	2	3	2181.jpg	94.39986	11	947.593	110	700.2876	98	95.4167	716.67	650	16	53	0.68	94.39986	1
MRI_faces_118	2	3	1013.jpg	96.40025	24	390.204	24	999000	98	97.41706	716.67	650	50	2	0.29	96.40025	1
MRI_faces_118	2	3	1114.jpg	98.40066	24	999000	240	999000	999	99.41741	716.67	650	52	13	0.27	98.40066	1
MRI_faces_118	2	3	2209.jpg	102.401	12	999000	120	999000	999	103.4181	716.67	650	4	55	0.8	102.401	1
MRI_faces_118	2	3	2164.jpg	104.4016	24	999000	240	999000	999	105.4185	716.67	650	53	52	0.25	104.4016	1
MRI_faces_118	2	3	1052.jpg	111.3966	24	999000	240	999000	999	112.4132	716.67	650	40	9	0.38	111.3966	1
MRI_faces_118	2	3	2024.jpg	115.3964	24	999000	240	999000	999	116.4134	716.67	650	57	34	0.2	115.3964	1
MRI_faces_118	2	3	1150.jpg	118.3967	24	999000	240	999000	999	119.4134	716.67	650	58	18	0.18	118.3967	1
MRI_faces_118	2	3	2063.jpg	122.3968	12	999000	120	999000	999	123.4134	716.67	650	19	41	0.61	122.3968	1
MRI_faces_118	2	4	2010.jpg	124.1801	12	999000	120	999000	999	125.1968	716.67	650	10	32	0.72	124.1801	1
MRI_faces_118	2	4	1262.jpg	129.1724	12	999000	120	999000	999	130.1894	716.67	650	6	30	0.76	129.1724	1
MRI_faces_118	2	4	2153.jpg	131.173	12	999000	120	999000	999	132.1898	716.67	650	13	50	0.71	131.173	1
MRI_faces_118	2	4	1031.jpg	134.1735	12	999000	120	999000	999	135.1904	716.67	650	7	6	0.75	134.1735	1
MRI_faces_118	2	4	2006.jpg	137.174	11	1141.434	1100	716.9577	98	138.1909	666.67	650	8	31	0.73	137.174	1
MRI_faces_118	2	4	2194.jpg	144.1753	24	999000	240	999000	999	145.192	666.67	650	39	54	0.38	144.1753	1
MRI_faces_118	2	4	2039.jpg	146.1756	24	999000	240	999000	999	147.1925	666.67	650	41	35	0.38	146.1756	1
MRI_faces_118	2	4	2181.jpg	150.1763	11	872.127	110	666.9341	98	151.1931	683.34	650	16	53	0.68	150.1763	1
MRI_faces_118	2	4	2063.jpg	152.1767	12	999000	120	999000	999	153.1935	683.34	650	19	41	0.61	152.1767	1
MRI_faces_118	2	4	1146.jpg	157.1776	24	999000	240	999000	999	158.1943	683.34	650	56	17	0.21	157.1776	1
MRI_faces_118	2	4	2110.jpg	161.1639	22	837.5505	220	650.2803	98	162.1806	683.34	666.67	51	44	0.28	161.1639	1
MRI_faces_118	2	4	1013.jpg	163.164	24	999000	240	999000	999	164.1806	683.34	666.67	50	2	0.29	163.164	1
MRI_faces_118	2	4	1050.jpg	166.1641	22	896.38	220	666.9248	98	167.1807	683.34	683.33	54	8	0.25	166.1641	1
MRI_faces_118	2	4	1130.jpg	169.1641	24	999000	240	999000	999	170.1808	683.34	683.33	47	15	0.32	169.1641	1
MRI_faces_118	2	4	2240.jpg	173.1642	12	999000	120	999000	999	174.1808	683.34	683.33	5	59	0.78	173.1642	1
MRI_faces_118	2	4	2164.jpg	177.1643	24	999000	240	999000	999	178.1811	683.34	683.33	53	52	0.25	177.1643	1
MRI_faces_118	2	4	1080.jpg	181.165	12	999000	120	999000	999	182.1819	683.34	683.33	3	12	0.82	181.165	1
MRI_faces_118	2	4	1183.jpg	184.1655	24	999000	240	999000	999	185.1823	683.34	683.33	45	20	0.35	184.1655	1
MRI_faces_118	2	4	1204.jpg	187.1662	24	999000	240	999000	999	188.1828	683.34	683.33	42	24	0.37	187.1662	1
MRI_faces_118	2	4	2125.jpg	190.1666	22	1000.893	2200	683.6043	98	191.1843	683.34	633.33	43	47	0.35	190.1666	1
MRI_faces_118	2	4	2043.jpg	192.1669	12	999000	120	999000	999	193.1839	683.34	633.33	18	37	0.65	192.1669	1
MRI_faces_118	2	4	1114.jpg	195.1675	24	999000	240	999000	999	196.1843	683.34	633.33	52	13	0.27	195.1675	1
MRI_faces_118	2	4	1150.jpg	197.1678	24	999000	240	999000	999	198.1847	683.34	633.33	58	18	0.18	197.1678	1
MRI_faces_118	2	4	1202.jpg	199.1682	12	999000	120	999000	999	200.185	683.34	633.33	22	23	0.6	199.1682	1
MRI_faces_118	2	4	1226.jpg	201.1685	11	926.9003	110	683.595	98	202.1853	700	633.33	17	27	0.67	201.1685	1
MRI_faces_118	2	4	1027.jpg	204.169	24	999000	240	999000	999	205.1859	700	633.33	44	5	0.35	204.169	1
MRI_faces_118	2	4	1216.jpg	208.1697	22	910.7072	220	633.5953	98	209.1865	700	650	46	26	0.33	208.1697	1
MRI_faces_118	2	4	2024.jpg	210.17	24	999000	240	999000	999	211.1871	700	650	57	34	0.2	210.17	1
MRI_faces_118	2	4	1073.jpg	212.1705	12	999000	120	999000	999	213.1872	700	650	21	11	0.61	212.1705	1
MRI_faces_118	2	4	1017.jpg	216.1714	11	876.0943	110	700.2624	98	217.188	716.67	650	9	3	0.72	216.1714	1
MRI_faces_118	2	4	2212.jpg	218.1715	12	999000	120	999000	999	219.1882	716.67	650	12	56	0.72	218.1715	1
MRI_faces_118	2	4	2155.jpg	220.1719	22	848.5721	220	650.2716	98	221.1887	716.67	666.67	49	51	0.29	220.1719	1
MRI_faces_118	2	4	1246.jpg	224.1727	24	999000	240	999000	999	225.1893	716.67	666.67	55	28	0.21	224.1727	1
MRI_faces_118	2	4	2118.jpg	228.1732	12	999000	120	999000	999	229.19	716.67	666.67	15	46	0.7	228.1732	1
MRI_faces_118	2	4	2229.jpg	230.1736	11	900.8333	110	716.9442	98	231.1904	733.34	666.67	14	58	0.7	230.1736	1
MRI_faces_118	2	4	1019.jpg	232.1739	12	999000	120	999000	999	233.1909	733.34	666.67	20	4	0.61	232.1739	1
MRI_faces_118	2	4	2058.jpg	234.1744	22	855.0932	220	666.9361	98	235.1912	733.34	683.33	48	40	0.3	234.1744	1
MRI_faces_118	2	4	2209.jpg	236.1746	12	999000	120	999000	999	237.1914	733.34	683.33	4	55	0.8	236.1746	1
MRI_faces_118	2	4	2015.jpg	242.1757	11	953.773	110	733.5972	98	243.1926	750	683.33	11	33	0.72	242.1757	1
MRI_faces_118	2	4	1052.jpg	244.176	24	999000	240	999000	999	245.1928	750	683.33	40	9	0.38	244.176	1
