subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	onset	duration
MRI_faces_107	1	1	2	1	1	2.013357	1204.jpg	2194.jpg	43	52	0	b	2	0	1169.97	0.32	0.22	3.695103	2.013357	1.16997
MRI_faces_107	1	1	2	1	2	9.012645	1246.jpg	1183.jpg	54	45	0	y	2	1	929.67	0.21	0.31	10.44644	9.012645	0.92967
MRI_faces_107	1	1	2	1	3	22.01492	2041.jpg	2248.jpg	14	13	0	y	1	1	943.43	0.7	0.71	23.46545	22.01492	0.94343
MRI_faces_107	1	1	2	1	4	26.01557	1017.jpg	1191.jpg	48	44	0	y	2	1	940.75	0.23	0.31	27.46613	26.01557	0.94075
MRI_faces_107	1	1	2	1	5	31.01652	2024.jpg	2041.jpg	12	14	1	y	1	0	895.8	0.77	0.7	32.41701	31.01652	0.8958
MRI_faces_107	1	1	2	1	6	34.01699	2212.jpg	2153.jpg	11	7	0	y	1	1	821.32	0.78	0.83	35.34449	34.01699	0.82132
MRI_faces_107	1	1	2	1	7	39.01792	2194.jpg	1145.jpg	52	49	1	y	2	0	860.4	0.22	0.23	40.38505	39.01792	0.8604
MRI_faces_107	1	1	2	1	8	43.01856	2041.jpg	2153.jpg	14	7	0	y	1	1	746.76	0.7	0.83	44.26906	43.01856	0.74676
MRI_faces_107	1	1	2	1	9	52.02016	1052.jpg	1246.jpg	53	54	1	b	2	1	1115.17	0.22	0.21	53.63735	52.02016	1.11517
MRI_faces_107	1	1	2	1	10	57.02104	2164.jpg	1246.jpg	47	54	1	y	2	0	742.28	0.24	0.21	58.26162	57.02104	0.74228
MRI_faces_107	1	1	2	1	11	61.02169	2128.jpg	1262.jpg	18	16	1	y	1	0	968.6	0.64	0.66	62.49484	61.02169	0.9686
MRI_faces_107	1	1	2	1	12	68.02296	2153.jpg	2181.jpg	7	9	1	b	1	1	629.36	0.83	0.81	69.14505	68.02296	0.62936
MRI_faces_107	1	1	2	1	13	72.02373	2194.jpg	1216.jpg	52	46	1	y	2	0	944.59	0.22	0.25	73.46174	72.02373	0.94459
MRI_faces_107	1	1	2	1	14	78.02466	1052.jpg	1204.jpg	53	43	1	y	2	0	745.67	0.22	0.32	79.26173	78.02466	0.74567
MRI_faces_107	1	1	2	1	15	83.02555	2248.jpg	2212.jpg	13	11	1	b	1	1	792.77	0.71	0.78	84.31192	83.02555	0.79277
MRI_faces_107	1	1	2	1	16	87.0263	2181.jpg	2045.jpg	9	15	0	b	1	0	638.02	0.81	0.66	88.16193	87.0263	0.63802
MRI_faces_107	1	1	2	1	17	90.02674	1191.jpg	1204.jpg	44	43	1	b	2	1	952.62	0.31	0.32	91.47859	90.02674	0.95262
MRI_faces_107	1	1	2	1	18	93.01181	1052.jpg	1145.jpg	53	49	1	b	2	1	744.51	0.22	0.23	94.26202	93.01181	0.74451
MRI_faces_107	1	1	2	1	19	97.01193	2153.jpg	2015.jpg	7	8	1	b	1	1	675.4	0.83	0.82	98.1954	97.01193	0.6754
MRI_faces_107	1	1	2	1	20	110.016	1226.jpg	1246.jpg	50	54	1	y	2	0	825.35	0.22	0.21	111.3474	110.016	0.82535
MRI_faces_107	1	1	2	1	21	114.0152	1017.jpg	2194.jpg	48	52	0	y	2	1	842.14	0.23	0.22	115.3648	114.0152	0.84214
MRI_faces_107	1	1	2	1	22	117.0148	1145.jpg	1226.jpg	49	50	0	b	2	0	564.47	0.23	0.22	118.0818	117.0148	0.56447
MRI_faces_107	1	1	2	1	23	122.0157	2045.jpg	2041.jpg	15	14	1	y	1	0	634.59	0.66	0.7	123.1493	122.0157	0.63459
MRI_faces_107	1	1	2	1	24	125.0163	1145.jpg	2164.jpg	49	47	0	b	2	0	843.05	0.23	0.24	126.3667	125.0163	0.84305
MRI_faces_107	1	1	2	1	25	129.0169	2125.jpg	1114.jpg	10	17	1	b	1	1	737.37	0.79	0.64	130.2626	129.0169	0.73737
MRI_faces_107	1	1	2	1	26	135.018	2164.jpg	1150.jpg	47	51	1	y	2	0	911.29	0.24	0.22	136.4351	135.018	0.91129
MRI_faces_107	1	1	2	1	27	138.0184	2024.jpg	2212.jpg	12	11	1	b	1	1	615.91	0.77	0.78	139.1354	138.0184	0.61591
MRI_faces_107	1	1	2	1	28	142.0191	2212.jpg	2128.jpg	11	18	0	b	1	0	836.19	0.78	0.64	143.3625	142.0191	0.83619
MRI_faces_107	1	1	2	1	29	147.0201	2024.jpg	1114.jpg	12	17	1	b	1	1	613.26	0.77	0.64	148.1372	147.0201	0.61326
MRI_faces_107	1	1	2	1	30	151.0207	1192.jpg	2010.jpg	55	5	0	y	4	1	603.61	0.18	0.85	152.1294	151.0207	0.60361
MRI_faces_107	1	1	2	1	31	163.0228	1114.jpg	2248.jpg	17	13	0	b	1	0	931.49	0.64	0.71	164.4566	163.0228	0.93149
MRI_faces_107	1	1	2	1	32	169.0239	1114.jpg	2153.jpg	17	7	0	y	1	1	774.44	0.64	0.83	170.2963	169.0239	0.77444
MRI_faces_107	1	1	2	1	33	172.0244	1017.jpg	1226.jpg	48	50	0	y	2	1	843.89	0.23	0.22	173.363	172.0244	0.84389
MRI_faces_107	1	1	2	1	34	176.0251	1145.jpg	1191.jpg	49	44	0	x	2	999	999000	0.23	0.31	178.0256	176.0251	999
MRI_faces_107	1	1	2	1	35	179.0256	2181.jpg	2248.jpg	9	13	0	b	1	0	604.69	0.81	0.71	180.1464	179.0256	0.60469
MRI_faces_107	1	1	2	1	36	182.0262	1017.jpg	2164.jpg	48	47	0	y	2	1	591.15	0.23	0.24	183.1131	182.0262	0.59115
MRI_faces_107	1	1	2	1	37	185.0267	1192.jpg	2039.jpg	55	6	0	y	4	1	477.6	0.18	0.84	185.9976	185.0267	0.4776
MRI_faces_107	1	1	2	1	38	188.0272	2125.jpg	2015.jpg	10	8	1	b	1	1	553.15	0.79	0.82	189.0798	188.0272	0.55315
