subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	onset	duration
MRI_faces_113	1	1	2	2	1	2.032678	2209.jpg	1050.jpg	50	51	1	b	2	1	1429.21	0.24	0.24	3.958809	2.032678	1.42921
MRI_faces_113	1	1	2	2	2	9.032811	1050.jpg	2155.jpg	51	53	0	b	2	0	1171.08	0.24	0.23	10.69957	9.032811	1.17108
MRI_faces_113	1	1	2	2	3	22.03296	1127.jpg	2094.jpg	56	6	0	y	4	1	942.93	0.15	0.81	23.47785	22.03296	0.94293
MRI_faces_113	1	1	2	2	4	26.0331	1226.jpg	2209.jpg	46	50	0	b	2	0	948.79	0.29	0.24	27.48317	26.0331	0.94879
MRI_faces_113	1	1	2	2	5	31.03314	1031.jpg	1073.jpg	14	12	0	y	1	1	803.77	0.72	0.74	32.3332	31.03314	0.80377
MRI_faces_113	1	1	2	2	6	34.03313	2039.jpg	1191.jpg	45	43	1	y	2	0	869.76	0.33	0.35	35.39991	34.03313	0.86976
MRI_faces_113	1	1	2	2	7	39.03319	2041.jpg	2045.jpg	9	7	0	b	1	0	920.68	0.78	0.8	40.45002	39.03319	0.92068
MRI_faces_113	1	1	2	2	8	43.0332	2155.jpg	2218.jpg	53	48	1	y	2	0	1093.72	0.23	0.26	44.61681	43.0332	1.09372
MRI_faces_113	1	1	2	2	9	52.03333	2015.jpg	2118.jpg	11	10	0	b	1	0	1047.56	0.75	0.78	53.56665	52.03333	1.04756
MRI_faces_113	1	1	2	2	10	57.03362	1191.jpg	2155.jpg	43	53	0	b	2	0	969.26	0.35	0.23	58.50057	57.03362	0.96926
MRI_faces_113	1	1	2	2	11	61.03424	2118.jpg	1031.jpg	10	14	1	y	1	0	1157.62	0.78	0.72	62.68471	61.03424	1.15762
MRI_faces_113	1	1	2	2	12	68.03363	2045.jpg	1255.jpg	7	17	1	y	1	0	965.26	0.8	0.67	69.48591	68.03363	0.96526
MRI_faces_113	1	1	2	2	13	72.03373	2089.jpg	1073.jpg	8	12	0	y	1	1	1068.15	0.79	0.74	73.60048	72.03373	1.06815
MRI_faces_113	1	1	2	2	14	78.03371	2024.jpg	1226.jpg	47	46	1	y	2	0	982.16	0.28	0.29	79.51727	78.03371	0.98216
MRI_faces_113	1	1	2	2	15	83.03393	2006.jpg	1173.jpg	5	55	1	b	4	1	946.97	0.81	0.19	84.47185	83.03393	0.94697
