subjectID	order	run	before_or_after	session	itemName	bidInd	isMale	onsettime	fixationTime	onset	duration
"MRI_faces_121	"	1	1	"after	"	2	"1262.jpg	"	18	1	2.033315	4.025536	2.033315	2
"MRI_faces_121	"	1	1	"after	"	2	"2006.jpg	"	4	0	5.025587	7.025972	5.025587	2
"MRI_faces_121	"	1	1	"after	"	2	"2043.jpg	"	15	0	9.026333	11.026711	9.026333	2
"MRI_faces_121	"	1	1	"after	"	2	"1052.jpg	"	16	1	13.027073	15.027351	13.027073	2
"MRI_faces_121	"	1	1	"after	"	2	"2063.jpg	"	42	0	16.027625	18.016856	16.027625	2
"MRI_faces_121	"	1	1	"after	"	2	"2229.jpg	"	12	0	21.016941	23.017033	21.016941	2
"MRI_faces_121	"	1	1	"after	"	2	"1130.jpg	"	39	1	27.01701	29.017035	27.01701	2
"MRI_faces_121	"	1	1	"after	"	2	"1202.jpg	"	19	1	30.01701	32.01705	30.01701	2
"MRI_faces_121	"	1	1	"after	"	2	"2110.jpg	"	11	0	34.017093	36.017204	34.017093	2
"MRI_faces_121	"	1	1	"after	"	2	"2153.jpg	"	6	0	37.017187	39.017141	37.017187	2
"MRI_faces_121	"	1	1	"after	"	2	"2058.jpg	"	52	0	44.017301	46.017259	44.017301	2
"MRI_faces_121	"	1	1	"after	"	2	"2194.jpg	"	49	0	48.017298	50.017316	48.017298	2
"MRI_faces_121	"	1	1	"after	"	2	"1150.jpg	"	55	1	54.017485	56.021535	54.017485	2
"MRI_faces_121	"	1	1	"after	"	2	"2045.jpg	"	46	0	57.018022	59.018403	57.018022	2
"MRI_faces_121	"	1	1	"after	"	2	"1191.jpg	"	9	1	60.02076	62.022096	60.02076	2
"MRI_faces_121	"	1	1	"after	"	2	"1031.jpg	"	7	1	65.019443	67.01978	65.019443	2
"MRI_faces_121	"	1	1	"after	"	2	"2112.jpg	"	50	0	68.020663	70.022232	68.020663	2
"MRI_faces_121	"	1	1	"after	"	2	"1255.jpg	"	13	1	72.021526	74.021592	72.021526	2
"MRI_faces_121	"	1	1	"after	"	2	"1246.jpg	"	43	1	76.021404	78.021757	76.021404	2
"MRI_faces_121	"	1	1	"after	"	2	"2212.jpg	"	40	0	80.022034	82.022456	80.022034	2
"MRI_faces_121	"	1	1	"after	"	2	"2015.jpg	"	48	0	83.022628	85.022888	83.022628	2
"MRI_faces_121	"	1	1	"after	"	2	"2155.jpg	"	47	0	88.023469	90.023859	88.023469	2
"MRI_faces_121	"	1	1	"after	"	2	"1204.jpg	"	56	1	91.024021	93.024316	91.024021	2
"MRI_faces_121	"	1	1	"after	"	2	"2240.jpg	"	58	0	94.024512	96.02482	94.024512	2
"MRI_faces_121	"	1	1	"after	"	2	"1050.jpg	"	22	1	97.024988	99.025379	97.024988	2
"MRI_faces_121	"	1	1	"after	"	2	"1146.jpg	"	14	1	100.025551	102.02583	100.025551	2
"MRI_faces_121	"	1	1	"after	"	2	"1073.jpg	"	17	1	105.02638	107.026828	105.02638	2
"MRI_faces_121	"	1	1	"after	"	2	"1183.jpg	"	45	1	110.027255	112.018191	110.027255	2
"MRI_faces_121	"	1	1	"after	"	2	"1114.jpg	"	3	1	115.028194	117.018284	115.028194	2
"MRI_faces_121	"	1	1	"after	"	2	"1007.jpg	"	41	1	119.018289	121.018286	119.018289	2
"MRI_faces_121	"	1	1	"after	"	2	"2089.jpg	"	53	0	122.018357	124.018291	122.018357	2
"MRI_faces_121	"	1	1	"after	"	2	"1035.jpg	"	5	1	125.018362	127.018334	125.018362	2
"MRI_faces_121	"	1	1	"after	"	2	"2164.jpg	"	54	0	128.018411	130.018459	128.018411	2
"MRI_faces_121	"	1	1	"after	"	2	"2181.jpg	"	8	0	131.018435	133.018415	131.018435	2
"MRI_faces_121	"	1	1	"after	"	2	"1226.jpg	"	44	1	136.018453	138.018529	136.018453	2
"MRI_faces_121	"	1	1	"after	"	2	"2125.jpg	"	20	0	139.018528	141.018589	139.018528	2
"MRI_faces_121	"	1	1	"after	"	2	"1145.jpg	"	10	1	147.018626	149.01861	147.018626	2
"MRI_faces_121	"	1	1	"after	"	2	"1019.jpg	"	21	1	152.018631	154.018754	152.018631	2
"MRI_faces_121	"	1	1	"after	"	2	"2010.jpg	"	57	0	156.018772	158.018926	156.018772	2
"MRI_faces_121	"	1	1	"after	"	2	"2041.jpg	"	51	0	161.019491	163.01976	161.019491	2
