subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	onset	duration
MRI_faces_133	1	1	3	2	1	2.02789	1192.jpg	2149.jpg	48	53	0	y	2	1	1014.52	0.26	0.21	3.545735	2.02789	1.01452
MRI_faces_133	1	1	3	2	2	5.027911	2218.jpg	2006.jpg	14	15	0	y	1	1	769.47	0.72	0.72	6.299994	5.027911	0.76947
MRI_faces_133	1	1	3	2	3	8.027756	1202.jpg	2240.jpg	11	10	0	y	1	1	757.63	0.73	0.74	9.283903	8.027756	0.75763
MRI_faces_133	1	1	3	2	4	13.02797	1017.jpg	1150.jpg	52	54	1	b	2	1	1100.4	0.22	0.21	14.62827	13.02797	1.1004
MRI_faces_133	1	1	3	2	5	18.02806	1210.jpg	1073.jpg	43	50	0	y	2	1	999.34	0.3	0.23	19.52826	18.02806	0.99934
MRI_faces_133	1	1	3	2	6	25.02821	1073.jpg	1192.jpg	50	48	1	b	2	1	820.2	0.23	0.26	26.34498	25.02821	0.8202
MRI_faces_133	1	1	3	2	7	29.02823	1017.jpg	1191.jpg	52	51	1	b	2	1	942.16	0.22	0.22	30.47105	29.02823	0.94216
MRI_faces_133	1	1	3	2	8	32.02832	1173.jpg	1052.jpg	45	49	1	y	2	0	845.05	0.28	0.23	33.3714	32.02832	0.84505
MRI_faces_133	1	1	3	2	9	39.02838	1192.jpg	1173.jpg	48	45	0	b	2	0	942.02	0.26	0.28	40.47271	39.02838	0.94202
MRI_faces_133	1	1	3	2	10	43.02843	1210.jpg	1017.jpg	43	52	0	b	2	0	1019.96	0.3	0.22	44.54525	43.02843	1.01996
MRI_faces_133	1	1	3	2	11	46.0285	1202.jpg	2194.jpg	11	18	0	y	1	1	663.87	0.73	0.68	47.19056	46.0285	0.66387
MRI_faces_133	1	1	3	2	12	50.02859	1173.jpg	1191.jpg	45	51	1	y	2	0	1129.8	0.28	0.22	51.658	50.02859	1.1298
