subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	onset	duration
MRI_faces_115	1	1	1	1	1	2.0161	2149.jpg	1204.jpg	54	52	0	b	2	0	1152.73	0.19	0.21	3.679291	2.0161	1.15273
MRI_faces_115	1	1	1	1	2	6.016727	2209.jpg	1007.jpg	7	11	1	y	1	0	726.11	0.83	0.73	7.250483	6.016727	0.72611
MRI_faces_115	1	1	1	1	3	9.017424	1050.jpg	1150.jpg	6	56	1	b	4	1	720.45	0.84	0.16	10.24516	9.017424	0.72045
MRI_faces_115	1	1	1	1	4	14.01828	2010.jpg	2039.jpg	8	13	0	y	1	1	668.56	0.77	0.71	15.1951	14.01828	0.66856
MRI_faces_115	1	1	1	1	5	17.01875	1246.jpg	1017.jpg	46	50	0	y	2	1	854.08	0.35	0.22	18.37844	17.01875	0.85408
MRI_faces_115	1	1	1	1	6	20.01935	2149.jpg	1183.jpg	54	45	0	y	2	1	974.52	0.19	0.36	21.49519	20.01935	0.97452
MRI_faces_115	1	1	1	1	7	34.02158	2153.jpg	1052.jpg	12	16	1	b	1	1	784.24	0.72	0.7	35.30543	34.02158	0.78424
MRI_faces_115	1	1	1	1	8	38.02251	1246.jpg	1210.jpg	46	47	0	y	2	1	937.32	0.35	0.33	39.4622	38.02251	0.93732
MRI_faces_115	1	1	1	1	9	42.0232	2043.jpg	1080.jpg	15	9	1	b	1	1	907.62	0.7	0.76	43.42882	42.0232	0.90762
MRI_faces_115	1	1	1	1	10	45.02375	1007.jpg	1216.jpg	11	18	0	y	1	1	1017.09	0.73	0.68	46.54077	45.02375	1.01709
MRI_faces_115	1	1	1	1	11	48.02422	1183.jpg	1191.jpg	45	49	1	b	2	1	787.6	0.36	0.22	49.31221	48.02422	0.7876
MRI_faces_115	1	1	1	1	12	53.02516	1114.jpg	1204.jpg	43	52	0	y	2	1	851.71	0.37	0.21	54.37898	53.02516	0.85171
MRI_faces_115	1	1	1	1	13	56.02558	1216.jpg	2118.jpg	18	14	1	b	1	1	1078.26	0.68	0.71	57.59564	56.02558	1.07826
MRI_faces_115	1	1	1	1	14	66.02736	1191.jpg	1204.jpg	49	52	0	b	2	0	906.48	0.22	0.21	67.42917	66.02736	0.90648
MRI_faces_115	1	1	1	1	15	72.0124	1127.jpg	2149.jpg	53	54	1	y	2	0	930.51	0.21	0.19	73.44599	72.0124	0.93051
MRI_faces_115	1	1	1	1	16	75.01252	2043.jpg	2010.jpg	15	8	1	b	1	1	1028.33	0.7	0.77	76.54603	75.01252	1.02833
MRI_faces_115	1	1	1	1	17	79.01298	1246.jpg	1183.jpg	46	45	0	y	2	1	814.84	0.35	0.36	80.33001	79.01298	0.81484
MRI_faces_115	1	1	1	1	18	84.01517	1204.jpg	1246.jpg	52	46	1	b	2	1	803.68	0.21	0.35	85.33088	84.01517	0.80368
MRI_faces_115	1	1	1	1	19	91.01514	1060.jpg	1145.jpg	44	48	1	y	2	0	825.71	0.37	0.26	92.34877	91.01514	0.82571
MRI_faces_115	1	1	1	1	20	96.01591	1052.jpg	1216.jpg	16	18	0	y	1	1	928.9	0.7	0.68	97.44962	96.01591	0.9289
