subjectID	order	run	before_or_after	session	itemName	bidInd	isMale	onsettime	fixationTime	onset	duration
"MRI_faces_149	"	1	1	"before	"	1	"2053.jpg	"	3	0	2.155458	4.024716	2.155458	2
"MRI_faces_149	"	1	1	"before	"	1	"2039.jpg	"	10	0	5.022652	7.023161	5.022652	2
"MRI_faces_149	"	1	1	"before	"	1	"1080.jpg	"	52	1	9.023376	11.023761	9.023376	2
"MRI_faces_149	"	1	1	"before	"	1	"1130.jpg	"	48	1	13.024112	15.024424	13.024112	2
"MRI_faces_149	"	1	1	"before	"	1	"2153.jpg	"	14	0	16.024602	18.024936	16.024602	2
"MRI_faces_149	"	1	1	"before	"	1	"1191.jpg	"	58	1	21.025467	23.025832	21.025467	2
"MRI_faces_149	"	1	1	"before	"	1	"1216.jpg	"	51	1	27.026559	29.020726	27.026559	2
"MRI_faces_149	"	1	1	"before	"	1	"2164.jpg	"	9	0	30.027098	32.020794	30.027098	2
"MRI_faces_149	"	1	1	"before	"	1	"2125.jpg	"	4	0	34.020765	36.020755	34.020765	2
"MRI_faces_149	"	1	1	"before	"	1	"1007.jpg	"	5	1	37.020812	39.020855	37.020812	2
"MRI_faces_149	"	1	1	"before	"	1	"1145.jpg	"	50	1	44.020847	46.020955	44.020847	2
"MRI_faces_149	"	1	1	"before	"	1	"1210.jpg	"	21	1	48.020909	50.020953	48.020909	2
"MRI_faces_149	"	1	1	"before	"	1	"1262.jpg	"	11	1	54.021038	56.021118	54.021038	2
"MRI_faces_149	"	1	1	"before	"	1	"1035.jpg	"	46	1	57.021075	59.021137	57.021075	2
"MRI_faces_149	"	1	1	"before	"	1	"2212.jpg	"	17	0	60.021078	62.021197	60.021078	2
"MRI_faces_149	"	1	1	"before	"	1	"1204.jpg	"	57	1	65.021225	67.021228	65.021225	2
"MRI_faces_149	"	1	1	"before	"	1	"2041.jpg	"	8	0	68.021295	70.021204	68.021295	2
"MRI_faces_149	"	1	1	"before	"	1	"2218.jpg	"	39	0	72.02142	74.021305	72.02142	2
"MRI_faces_149	"	1	1	"before	"	1	"2063.jpg	"	55	0	76.021343	78.021428	76.021343	2
"MRI_faces_149	"	1	1	"before	"	1	"2058.jpg	"	19	0	80.021463	82.021463	80.021463	2
"MRI_faces_149	"	1	1	"before	"	1	"1192.jpg	"	54	1	83.021448	85.021423	83.021448	2
"MRI_faces_149	"	1	1	"before	"	1	"2112.jpg	"	43	0	88.021494	90.02153	88.021494	2
"MRI_faces_149	"	1	1	"before	"	1	"2043.jpg	"	47	0	91.021499	93.021584	91.021499	2
"MRI_faces_149	"	1	1	"before	"	1	"2248.jpg	"	45	0	94.021596	96.02198	94.021596	2
"MRI_faces_149	"	1	1	"before	"	1	"1183.jpg	"	41	1	97.022148	99.022582	97.022148	2
"MRI_faces_149	"	1	1	"before	"	1	"2110.jpg	"	40	0	100.022716	102.026061	100.022716	2
"MRI_faces_149	"	1	1	"before	"	1	"1127.jpg	"	56	1	105.023493	107.023852	105.023493	2
"MRI_faces_149	"	1	1	"before	"	1	"2128.jpg	"	15	0	110.024935	112.025629	110.024935	2
"MRI_faces_149	"	1	1	"before	"	1	"2089.jpg	"	6	0	115.025212	117.025575	115.025212	2
"MRI_faces_149	"	1	1	"before	"	1	"1146.jpg	"	42	1	119.025898	121.026334	119.025898	2
"MRI_faces_149	"	1	1	"before	"	1	"2006.jpg	"	7	0	122.026432	124.026876	122.026432	2
"MRI_faces_149	"	1	1	"before	"	1	"1052.jpg	"	53	1	125.021995	127.022055	125.021995	2
"MRI_faces_149	"	1	1	"before	"	1	"2240.jpg	"	16	0	128.027511	130.027848	128.027511	2
"MRI_faces_149	"	1	1	"before	"	1	"2094.jpg	"	22	0	131.022155	133.022063	131.022155	2
"MRI_faces_149	"	1	1	"before	"	1	"2209.jpg	"	13	0	136.029018	138.022238	136.029018	2
"MRI_faces_149	"	1	1	"before	"	1	"1031.jpg	"	12	1	139.022195	141.022249	139.022195	2
"MRI_faces_149	"	1	1	"before	"	1	"1017.jpg	"	44	1	147.022297	149.02232	147.022297	2
"MRI_faces_149	"	1	1	"before	"	1	"2118.jpg	"	18	0	152.022384	154.022388	152.022384	2
"MRI_faces_149	"	1	1	"before	"	1	"2045.jpg	"	20	0	156.022453	158.022398	156.022453	2
"MRI_faces_149	"	1	1	"before	"	1	"1202.jpg	"	49	1	161.022419	163.022441	161.022419	2
