subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	onset	duration
MRI_faces_147	1	1	2	2	1	2.031869	1007.jpg	1255.jpg	17	7	0	b	1	0	952.92	0.67	0.81	3.48213	2.031869	0.95292
MRI_faces_147	1	1	2	2	2	5.031926	2209.jpg	2089.jpg	50	46	1	y	2	0	1394.87	0.26	0.3	6.932179	5.031926	1.39487
MRI_faces_147	1	1	2	2	3	8.031966	2209.jpg	1183.jpg	50	43	1	b	2	1	1154.86	0.26	0.33	9.68204	8.031966	1.15486
MRI_faces_147	1	1	2	2	4	13.03204	1183.jpg	2194.jpg	43	53	0	b	2	0	915.76	0.33	0.21	14.44889	13.03204	0.91576
MRI_faces_147	1	1	2	2	5	18.03207	2094.jpg	2209.jpg	49	50	0	b	2	0	922.72	0.27	0.26	19.44889	18.03207	0.92272
MRI_faces_147	1	1	2	2	6	25.03229	1080.jpg	1216.jpg	14	10	0	b	1	0	927.51	0.73	0.76	26.46578	25.03229	0.92751
MRI_faces_147	1	1	2	2	7	29.0322	2110.jpg	2209.jpg	54	50	0	y	2	1	1116.58	0.2	0.26	30.64902	29.0322	1.11658
MRI_faces_147	1	1	2	2	8	32.03229	2181.jpg	1216.jpg	9	10	0	b	1	0	1119.5	0.77	0.76	33.64945	32.03229	1.1195
MRI_faces_147	1	1	2	2	9	39.03356	1073.jpg	2149.jpg	6	55	1	b	4	1	802.24	0.82	0.19	40.33397	39.03356	0.80224
MRI_faces_147	1	1	2	2	10	43.03421	2089.jpg	1226.jpg	46	47	0	b	2	0	999.58	0.3	0.29	44.5348	43.03421	0.99958
MRI_faces_147	1	1	2	2	11	46.03472	1080.jpg	1050.jpg	14	15	0	y	1	1	991.08	0.73	0.7	47.51843	46.03472	0.99108
MRI_faces_147	1	1	2	2	12	50.0355	2125.jpg	2181.jpg	18	9	1	b	1	1	925.3	0.67	0.77	51.45248	50.0355	0.9253
MRI_faces_147	1	1	2	2	13	54.03616	1019.jpg	1050.jpg	11	15	0	b	1	0	956.64	0.74	0.7	55.48659	54.03616	0.95664
