subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue	onset	duration
MRI_faces_106	2	13	2053.jpg	2.396697	12	999000	120	999000	999	3.414061	683.34	750.01	3	39	0.87	2.396697	1
MRI_faces_106	2	13	1080.jpg	7.397341	24	999000	240	999000	999	8.414119	683.34	750.01	52	12	0.2	7.397341	1
MRI_faces_106	2	13	1035.jpg	9.397631	11	952.9564	110	685.1876	98	10.41451	700.01	750.01	16	7	0.72	9.397631	1
MRI_faces_106	2	13	1031.jpg	12.39825	24	999000	240	999000	999	13.41497	700.01	750.01	39	6	0.4	12.39825	1
MRI_faces_106	2	13	2043.jpg	15.39168	24	999000	240	999000	999	16.40838	700.01	750.01	55	37	0.18	15.39168	1
MRI_faces_106	2	13	1204.jpg	22.39174	22	942.8481	220	751.6744	98	23.40844	700.01	766.68	46	24	0.34	22.39174	1
MRI_faces_106	2	13	2041.jpg	24.39182	11	896.7641	110	700.2796	98	25.42516	716.67	766.68	8	36	0.79	24.39182	1
MRI_faces_106	2	13	1246.jpg	28.3919	24	999000	240	999000	999	29.40859	716.67	766.68	41	28	0.36	28.3919	1
MRI_faces_106	2	13	2209.jpg	30.39192	12	999000	120	999000	999	31.40864	716.67	766.68	15	55	0.73	30.39192	1
MRI_faces_106	2	13	2006.jpg	35.39204	12	999000	120	999000	999	36.40873	716.67	766.68	6	31	0.86	35.39204	1
MRI_faces_106	2	13	2010.jpg	39.39206	12	999000	120	999000	999	40.40878	716.67	766.68	4	32	0.87	39.39206	1
MRI_faces_106	2	13	2218.jpg	41.39206	22	963.5229	220	766.9254	98	42.4087	716.67	783.34	43	57	0.36	41.39206	1
MRI_faces_106	2	13	2164.jpg	44.39216	12	999000	120	999000	999	45.40878	716.67	783.34	12	52	0.76	44.39216	1
MRI_faces_106	2	13	2110.jpg	47.39215	24	999000	240	999000	999	48.40886	716.67	783.34	45	44	0.35	47.39215	1
MRI_faces_106	2	13	2024.jpg	51.39225	22	1044.362	2200	783.6164	98	52.4089	716.67	733.34	48	34	0.3	51.39225	1
MRI_faces_106	2	13	2194.jpg	55.3923	12	999000	120	999000	999	56.40901	716.67	733.34	21	54	0.58	55.3923	1
MRI_faces_106	2	13	2125.jpg	59.3923	12	999000	120	999000	999	60.409	716.67	733.34	10	47	0.78	59.3923	1
MRI_faces_106	2	13	1130.jpg	62.39242	24	999000	240	999000	999	63.4091	716.67	733.34	42	15	0.36	62.39242	1
MRI_faces_106	2	13	1183.jpg	65.39269	24	999000	240	999000	999	66.4091	716.67	733.34	50	20	0.26	65.39269	1
MRI_faces_106	2	13	2149.jpg	68.39251	24	999000	240	999000	999	69.40919	716.67	733.34	58	49	0.14	68.39251	1
MRI_faces_106	2	13	2181.jpg	70.3925	11	874.1008	110	716.9344	98	71.40915	733.34	733.34	14	53	0.74	70.3925	1
MRI_faces_106	2	13	2128.jpg	73.39252	24	999000	240	999000	999	74.40928	733.34	733.34	47	48	0.32	73.39252	1
MRI_faces_106	2	13	2155.jpg	75.39261	24	999000	240	999000	999	76.40937	733.34	733.34	56	51	0.17	75.39261	1
