subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	
MRI_faces_102	 1	 2	 01	 1	 1	 2.024336e+00	 2155.jpg	 2125.jpg	 47	 54	 0	 y	 2	 1	 1352.97	 0.32	 0.25	 3.874637e+00	 
MRI_faces_102	 1	 2	 01	 1	 2	 6.013794e+00	 2118.jpg	 2181.jpg	 17	 7	 1	 b	 1	 1	 1267.48	 0.65	 0.81	 7.791277e+00	 
MRI_faces_102	 1	 2	 01	 1	 3	 9.024491e+00	 2089.jpg	 2153.jpg	 14	 13	 1	 y	 1	 0	 1216.79	 0.68	 0.69	 1.074131e+01	 
MRI_faces_102	 1	 2	 01	 1	 4	 1.401523e+01	 2181.jpg	 2112.jpg	 7	 8	 0	 x	 1	 999	 999000.00	 0.81	 0.80	 1.601583e+01	 
MRI_faces_102	 1	 2	 01	 1	 5	 1.701573e+01	 2155.jpg	 2094.jpg	 47	 46	 0	 b	 2	 0	 894.55	 0.32	 0.32	 1.841621e+01	 
MRI_faces_102	 1	 2	 01	 1	 6	 2.001626e+01	 1216.jpg	 2112.jpg	 10	 8	 0	 b	 1	 0	 804.02	 0.76	 0.80	 2.132489e+01	 
MRI_faces_102	 1	 2	 01	 1	 7	 3.401867e+01	 2043.jpg	 2110.jpg	 53	 43	 0	 b	 2	 0	 992.60	 0.25	 0.34	 3.550840e+01	 
MRI_faces_102	 1	 2	 01	 1	 8	 3.801938e+01	 1080.jpg	 2155.jpg	 51	 47	 1	 y	 2	 0	 947.91	 0.28	 0.32	 3.946983e+01	 
MRI_faces_102	 1	 2	 01	 1	 9	 4.202012e+01	 2058.jpg	 1019.jpg	 18	 16	 0	 b	 1	 0	 1252.16	 0.64	 0.66	 4.377517e+01	 
MRI_faces_102	 1	 2	 01	 1	 10	 4.502063e+01	 2058.jpg	 2118.jpg	 18	 17	 0	 y	 1	 1	 1049.64	 0.64	 0.65	 4.657101e+01	 
MRI_faces_102	 1	 2	 01	 1	 11	 4.802104e+01	 2110.jpg	 2229.jpg	 43	 44	 1	 y	 2	 0	 1052.23	 0.34	 0.33	 4.957533e+01	 
MRI_faces_102	 1	 2	 01	 1	 12	 5.302206e+01	 2094.jpg	 1202.jpg	 46	 50	 1	 b	 2	 1	 872.22	 0.32	 0.28	 5.439202e+01	 
MRI_faces_102	 1	 2	 01	 1	 13	 5.602257e+01	 1130.jpg	 2155.jpg	 48	 47	 1	 b	 2	 1	 925.72	 0.31	 0.32	 5.744203e+01	 
MRI_faces_102	 1	 2	 01	 1	 14	 6.602426e+01	 2015.jpg	 2153.jpg	 11	 13	 1	 b	 1	 1	 1148.02	 0.76	 0.69	 6.765875e+01	 
