subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_103	 1	 2	 before	 2	 2155.jpg	 44	 0	 2.154319	 4.025612	
MRI_faces_103	 1	 2	 before	 2	 2045.jpg	 4	 0	 11.025754	 13.025821	
MRI_faces_103	 1	 2	 before	 2	 2110.jpg	 11	 0	 20.025911	 22.025865	
MRI_faces_103	 1	 2	 before	 2	 1183.jpg	 21	 1	 29.025944	 31.026093	
MRI_faces_103	 1	 2	 before	 2	 2015.jpg	 18	 0	 38.027328	 40.027609	
MRI_faces_103	 1	 2	 before	 2	 2043.jpg	 17	 0	 47.026209	 49.026305	
MRI_faces_103	 1	 2	 before	 2	 2094.jpg	 3	 0	 56.026352	 58.026449	
MRI_faces_103	 1	 2	 before	 2	 2240.jpg	 7	 0	 65.026510	 67.026517	
MRI_faces_103	 1	 2	 before	 2	 2248.jpg	 12	 0	 74.026650	 76.026681	
MRI_faces_103	 1	 2	 before	 2	 1216.jpg	 53	 1	 83.026780	 85.026739	
MRI_faces_103	 1	 2	 before	 2	 2218.jpg	 46	 0	 92.026818	 94.026823	
MRI_faces_103	 1	 2	 before	 2	 1145.jpg	 56	 1	 101.026911	 103.026958	
MRI_faces_103	 1	 2	 before	 2	 1204.jpg	 51	 1	 110.027100	 112.026912	
MRI_faces_103	 1	 2	 before	 2	 1050.jpg	 58	 1	 119.026992	 121.027244	
MRI_faces_103	 1	 2	 before	 2	 2194.jpg	 57	 0	 128.027121	 130.027050	
MRI_faces_103	 1	 2	 before	 2	 1127.jpg	 45	 1	 137.027587	 139.027481	
MRI_faces_103	 1	 2	 before	 2	 1052.jpg	 48	 1	 146.029284	 148.029612	
MRI_faces_103	 1	 2	 before	 2	 2039.jpg	 47	 0	 155.027614	 157.027639	
MRI_faces_103	 1	 2	 before	 2	 2128.jpg	 41	 0	 164.027674	 166.027718	
MRI_faces_103	 1	 2	 before	 2	 1226.jpg	 5	 1	 173.027827	 175.027887	
MRI_faces_103	 1	 2	 before	 2	 2058.jpg	 39	 0	 182.027941	 184.027924	
MRI_faces_103	 1	 2	 before	 2	 1114.jpg	 55	 1	 191.020370	 193.020784	
MRI_faces_103	 1	 2	 before	 2	 2181.jpg	 10	 0	 200.028162	 202.028163	
MRI_faces_103	 1	 2	 before	 2	 1191.jpg	 43	 1	 209.028277	 211.028266	
MRI_faces_103	 1	 2	 before	 2	 2209.jpg	 50	 0	 218.028344	 220.028411	
MRI_faces_103	 1	 2	 before	 2	 2024.jpg	 54	 0	 227.028390	 229.028425	
MRI_faces_103	 1	 2	 before	 2	 1027.jpg	 15	 1	 236.028517	 238.028552	
MRI_faces_103	 1	 2	 before	 2	 2063.jpg	 13	 0	 245.028637	 247.028663	
MRI_faces_103	 1	 2	 before	 2	 1031.jpg	 9	 1	 254.028809	 256.017589	
MRI_faces_103	 1	 2	 before	 2	 1173.jpg	 19	 1	 263.016240	 265.016457	
MRI_faces_103	 1	 2	 before	 2	 2164.jpg	 20	 0	 272.028925	 274.029005	
MRI_faces_103	 1	 2	 before	 2	 1202.jpg	 49	 1	 281.019294	 283.019668	
MRI_faces_103	 1	 2	 before	 2	 2125.jpg	 14	 0	 290.029172	 292.023870	
MRI_faces_103	 1	 2	 before	 2	 2153.jpg	 16	 0	 299.022081	 301.022772	
MRI_faces_103	 1	 2	 before	 2	 2006.jpg	 6	 0	 308.029197	 310.030413	
MRI_faces_103	 1	 2	 before	 2	 2149.jpg	 22	 0	 317.025451	 319.025741	
MRI_faces_103	 1	 2	 before	 2	 2053.jpg	 8	 0	 326.030329	 328.030644	
MRI_faces_103	 1	 2	 before	 2	 2212.jpg	 52	 0	 335.012815	 337.012903	
MRI_faces_103	 1	 2	 before	 2	 1150.jpg	 42	 1	 344.015171	 346.014696	
MRI_faces_103	 1	 2	 before	 2	 1262.jpg	 40	 1	 353.014965	 355.015304	
