subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_104	 2	 2	 after	 2	 1080.jpg	 7	 1	 2.129665	 4.029954	
MRI_faces_104	 2	 2	 after	 2	 1150.jpg	 58	 1	 11.031128	 13.031550	
MRI_faces_104	 2	 2	 after	 2	 2149.jpg	 46	 0	 20.032847	 22.023657	
MRI_faces_104	 2	 2	 after	 2	 2194.jpg	 44	 0	 29.024063	 31.024106	
MRI_faces_104	 2	 2	 after	 2	 2118.jpg	 16	 0	 38.024205	 40.024138	
MRI_faces_104	 2	 2	 after	 2	 1035.jpg	 13	 1	 47.024222	 49.024302	
MRI_faces_104	 2	 2	 after	 2	 2058.jpg	 54	 0	 56.024392	 58.024437	
MRI_faces_104	 2	 2	 after	 2	 1127.jpg	 53	 1	 65.024485	 67.024506	
MRI_faces_104	 2	 2	 after	 2	 2039.jpg	 12	 0	 74.027901	 76.028965	
MRI_faces_104	 2	 2	 after	 2	 1183.jpg	 39	 1	 83.026961	 85.027368	
MRI_faces_104	 2	 2	 after	 2	 2053.jpg	 22	 0	 92.028580	 94.028975	
MRI_faces_104	 2	 2	 after	 2	 1114.jpg	 19	 1	 101.030159	 103.030477	
MRI_faces_104	 2	 2	 after	 2	 1204.jpg	 45	 1	 110.031635	 112.032071	
MRI_faces_104	 2	 2	 after	 2	 1007.jpg	 50	 1	 119.025091	 121.025126	
MRI_faces_104	 2	 2	 after	 2	 1031.jpg	 5	 1	 128.025244	 130.025262	
MRI_faces_104	 2	 2	 after	 2	 2041.jpg	 41	 0	 137.025378	 139.025434	
MRI_faces_104	 2	 2	 after	 2	 1060.jpg	 10	 1	 146.025470	 148.025546	
MRI_faces_104	 2	 2	 after	 2	 1073.jpg	 21	 1	 155.025594	 157.025592	
MRI_faces_104	 2	 2	 after	 2	 1130.jpg	 43	 1	 164.025681	 166.025736	
MRI_faces_104	 2	 2	 after	 2	 1216.jpg	 9	 1	 173.025833	 175.026229	
MRI_faces_104	 2	 2	 after	 2	 1202.jpg	 8	 1	 182.029890	 184.029921	
MRI_faces_104	 2	 2	 after	 2	 1050.jpg	 4	 1	 191.028967	 193.029397	
MRI_faces_104	 2	 2	 after	 2	 1192.jpg	 52	 1	 200.030604	 202.030879	
MRI_faces_104	 2	 2	 after	 2	 1226.jpg	 49	 1	 209.032120	 211.032459	
MRI_faces_104	 2	 2	 after	 2	 2209.jpg	 48	 0	 218.033645	 220.034012	
MRI_faces_104	 2	 2	 after	 2	 1146.jpg	 42	 1	 227.026396	 229.026457	
MRI_faces_104	 2	 2	 after	 2	 2089.jpg	 20	 0	 236.026852	 238.028987	
MRI_faces_104	 2	 2	 after	 2	 2112.jpg	 11	 0	 245.026556	 247.026583	
MRI_faces_104	 2	 2	 after	 2	 2240.jpg	 55	 0	 254.027839	 256.028424	
MRI_faces_104	 2	 2	 after	 2	 1052.jpg	 56	 1	 263.026804	 265.026903	
MRI_faces_104	 2	 2	 after	 2	 2212.jpg	 18	 0	 272.029797	 274.030836	
MRI_faces_104	 2	 2	 after	 2	 2181.jpg	 3	 0	 281.027876	 283.028238	
MRI_faces_104	 2	 2	 after	 2	 1145.jpg	 17	 1	 290.030863	 292.031426	
MRI_faces_104	 2	 2	 after	 2	 1027.jpg	 6	 1	 299.030988	 301.031235	
MRI_faces_104	 2	 2	 after	 2	 1246.jpg	 57	 1	 308.033101	 310.033239	
MRI_faces_104	 2	 2	 after	 2	 1173.jpg	 47	 1	 317.027425	 319.027451	
MRI_faces_104	 2	 2	 after	 2	 1019.jpg	 15	 1	 326.028705	 328.028097	
MRI_faces_104	 2	 2	 after	 2	 1210.jpg	 51	 1	 335.027611	 337.027662	
MRI_faces_104	 2	 2	 after	 2	 2015.jpg	 14	 0	 344.028950	 346.029742	
MRI_faces_104	 2	 2	 after	 2	 2125.jpg	 40	 0	 353.027850	 355.027837	
