subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_101	 1	 2	 before	 1	 1060.jpg	 21	 1	 2.028494	 4.028518	
MRI_faces_101	 1	 2	 before	 1	 2089.jpg	 13	 0	 11.028709	 13.028656	
MRI_faces_101	 1	 2	 before	 1	 1202.jpg	 20	 1	 20.028765	 22.028812	
MRI_faces_101	 1	 2	 before	 1	 1035.jpg	 19	 1	 29.029297	 31.029703	
MRI_faces_101	 1	 2	 before	 1	 2041.jpg	 17	 0	 38.029043	 40.029052	
MRI_faces_101	 1	 2	 before	 1	 1017.jpg	 16	 1	 47.029170	 49.029132	
MRI_faces_101	 1	 2	 before	 1	 2118.jpg	 3	 0	 56.029004	 58.029336	
MRI_faces_101	 1	 2	 before	 1	 2155.jpg	 41	 0	 65.029298	 67.029379	
MRI_faces_101	 1	 2	 before	 1	 1127.jpg	 39	 1	 74.029410	 76.029483	
MRI_faces_101	 1	 2	 before	 1	 1183.jpg	 40	 1	 83.029577	 85.029566	
MRI_faces_101	 1	 2	 before	 1	 2053.jpg	 5	 0	 92.029671	 94.029631	
MRI_faces_101	 1	 2	 before	 1	 1027.jpg	 43	 1	 101.029741	 103.029798	
MRI_faces_101	 1	 2	 before	 1	 1146.jpg	 45	 1	 110.029830	 112.029881	
MRI_faces_101	 1	 2	 before	 1	 2218.jpg	 47	 0	 119.029950	 121.030029	
MRI_faces_101	 1	 2	 before	 1	 2006.jpg	 6	 0	 128.030073	 130.030082	
MRI_faces_101	 1	 2	 before	 1	 2058.jpg	 55	 0	 137.031338	 139.030185	
MRI_faces_101	 1	 2	 before	 1	 2110.jpg	 14	 0	 146.030281	 148.030407	
MRI_faces_101	 1	 2	 before	 1	 2181.jpg	 18	 0	 155.030397	 157.030438	
MRI_faces_101	 1	 2	 before	 1	 1204.jpg	 44	 1	 164.030506	 166.030527	
MRI_faces_101	 1	 2	 before	 1	 1031.jpg	 9	 1	 173.030559	 175.030652	
MRI_faces_101	 1	 2	 before	 1	 2229.jpg	 15	 0	 182.030742	 184.030686	
MRI_faces_101	 1	 2	 before	 1	 2209.jpg	 12	 0	 191.030788	 193.030757	
MRI_faces_101	 1	 2	 before	 1	 1210.jpg	 22	 1	 200.030831	 202.030889	
MRI_faces_101	 1	 2	 before	 1	 2063.jpg	 11	 0	 209.030926	 211.027317	
MRI_faces_101	 1	 2	 before	 1	 1130.jpg	 52	 1	 218.031095	 220.031139	
MRI_faces_101	 1	 2	 before	 1	 1262.jpg	 42	 1	 227.031161	 229.031225	
MRI_faces_101	 1	 2	 before	 1	 2045.jpg	 58	 0	 236.031740	 238.032059	
MRI_faces_101	 1	 2	 before	 1	 1013.jpg	 57	 1	 245.031319	 247.031409	
MRI_faces_101	 1	 2	 before	 1	 2194.jpg	 56	 0	 254.031481	 256.031588	
MRI_faces_101	 1	 2	 before	 1	 2024.jpg	 49	 0	 263.031529	 265.020012	
MRI_faces_101	 1	 2	 before	 1	 2043.jpg	 53	 0	 272.031740	 274.031699	
MRI_faces_101	 1	 2	 before	 1	 1246.jpg	 48	 1	 281.031793	 283.023094	
MRI_faces_101	 1	 2	 before	 1	 2094.jpg	 4	 0	 290.031909	 292.031987	
MRI_faces_101	 1	 2	 before	 1	 1150.jpg	 50	 1	 299.025824	 301.026172	
MRI_faces_101	 1	 2	 before	 1	 2010.jpg	 46	 0	 308.032087	 310.032144	
MRI_faces_101	 1	 2	 before	 1	 1173.jpg	 51	 1	 317.028978	 319.029309	
MRI_faces_101	 1	 2	 before	 1	 1052.jpg	 54	 1	 326.032354	 328.032371	
MRI_faces_101	 1	 2	 before	 1	 2212.jpg	 8	 0	 335.015517	 337.015495	
MRI_faces_101	 1	 2	 before	 1	 2240.jpg	 10	 0	 344.032522	 346.032508	
MRI_faces_101	 1	 2	 before	 1	 1080.jpg	 7	 1	 353.018460	 355.018826	
