subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_102	 2	 2	 before	 1	 1183.jpg	 15	 1	 2.131067	 4.031342	
MRI_faces_102	 2	 2	 before	 1	 1226.jpg	 45	 1	 11.032579	 13.032830	
MRI_faces_102	 2	 2	 before	 1	 1210.jpg	 42	 1	 20.027513	 22.027597	
MRI_faces_102	 2	 2	 before	 1	 2039.jpg	 52	 0	 29.027685	 31.027650	
MRI_faces_102	 2	 2	 before	 1	 1019.jpg	 16	 1	 38.027737	 40.027804	
MRI_faces_102	 2	 2	 before	 1	 2112.jpg	 8	 0	 47.027894	 49.027913	
MRI_faces_102	 2	 2	 before	 1	 2110.jpg	 43	 0	 56.027994	 58.028095	
MRI_faces_102	 2	 2	 before	 1	 2155.jpg	 47	 0	 65.028084	 67.028215	
MRI_faces_102	 2	 2	 before	 1	 2041.jpg	 56	 0	 74.028258	 76.028252	
MRI_faces_102	 2	 2	 before	 1	 2218.jpg	 20	 0	 83.028422	 85.028777	
MRI_faces_102	 2	 2	 before	 1	 2181.jpg	 7	 0	 92.031830	 94.032553	
MRI_faces_102	 2	 2	 before	 1	 1127.jpg	 12	 1	 101.031466	 103.031876	
MRI_faces_102	 2	 2	 before	 1	 2240.jpg	 49	 0	 110.033097	 112.033445	
MRI_faces_102	 2	 2	 before	 1	 1145.jpg	 6	 1	 119.028884	 121.028793	
MRI_faces_102	 2	 2	 before	 1	 1146.jpg	 58	 1	 128.028836	 130.028927	
MRI_faces_102	 2	 2	 before	 1	 1204.jpg	 22	 1	 137.029025	 139.028970	
MRI_faces_102	 2	 2	 before	 1	 1130.jpg	 48	 1	 146.029069	 148.029175	
MRI_faces_102	 2	 2	 before	 1	 1173.jpg	 57	 1	 155.029207	 157.029176	
MRI_faces_102	 2	 2	 before	 1	 2209.jpg	 9	 0	 164.029319	 166.029348	
MRI_faces_102	 2	 2	 before	 1	 2229.jpg	 44	 0	 173.029369	 175.029468	
MRI_faces_102	 2	 2	 before	 1	 1114.jpg	 40	 1	 182.029551	 184.029527	
MRI_faces_102	 2	 2	 before	 1	 1013.jpg	 21	 1	 191.030342	 193.030697	
MRI_faces_102	 2	 2	 before	 1	 1216.jpg	 10	 1	 200.033981	 202.034402	
MRI_faces_102	 2	 2	 before	 1	 2089.jpg	 14	 0	 209.033420	 211.029884	
MRI_faces_102	 2	 2	 before	 1	 1246.jpg	 55	 1	 218.035044	 220.035405	
MRI_faces_102	 2	 2	 before	 1	 2094.jpg	 46	 0	 227.029974	 229.030029	
MRI_faces_102	 2	 2	 before	 1	 2118.jpg	 17	 0	 236.030128	 238.030097	
MRI_faces_102	 2	 2	 before	 1	 1202.jpg	 50	 1	 245.030207	 247.030219	
MRI_faces_102	 2	 2	 before	 1	 2125.jpg	 54	 0	 254.030369	 256.030338	
MRI_faces_102	 2	 2	 before	 1	 2153.jpg	 13	 0	 263.030441	 265.030435	
MRI_faces_102	 2	 2	 before	 1	 1073.jpg	 41	 1	 272.030506	 274.030507	
MRI_faces_102	 2	 2	 before	 1	 2006.jpg	 4	 0	 281.030658	 283.030691	
MRI_faces_102	 2	 2	 before	 1	 2010.jpg	 5	 0	 290.030720	 292.031027	
MRI_faces_102	 2	 2	 before	 1	 1050.jpg	 3	 1	 299.032008	 301.032657	
MRI_faces_102	 2	 2	 before	 1	 1060.jpg	 19	 1	 308.034720	 310.035124	
MRI_faces_102	 2	 2	 before	 1	 2015.jpg	 11	 0	 317.030775	 319.031030	
MRI_faces_102	 2	 2	 before	 1	 1080.jpg	 51	 1	 326.031139	 328.030914	
MRI_faces_102	 2	 2	 before	 1	 2058.jpg	 18	 0	 335.031168	 337.031239	
MRI_faces_102	 2	 2	 before	 1	 2043.jpg	 53	 0	 344.031292	 346.031392	
MRI_faces_102	 2	 2	 before	 1	 1017.jpg	 39	 1	 353.031386	 355.031435	
