subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_103	 1	 1	 after	 2	 1150.jpg	 42	 1	 2.164441	 4.031497	
MRI_faces_103	 1	 1	 after	 2	 1262.jpg	 40	 1	 11.032663	 13.032975	
MRI_faces_103	 1	 1	 after	 2	 2094.jpg	 3	 0	 20.025219	 22.025194	
MRI_faces_103	 1	 1	 after	 2	 1114.jpg	 55	 1	 29.025318	 31.025298	
MRI_faces_103	 1	 1	 after	 2	 2006.jpg	 6	 0	 38.025494	 40.025517	
MRI_faces_103	 1	 1	 after	 2	 2212.jpg	 52	 0	 47.025551	 49.025643	
MRI_faces_103	 1	 1	 after	 2	 2155.jpg	 44	 0	 56.025652	 58.025768	
MRI_faces_103	 1	 1	 after	 2	 2024.jpg	 54	 0	 65.025803	 67.025816	
MRI_faces_103	 1	 1	 after	 2	 1173.jpg	 19	 1	 74.029529	 76.030139	
MRI_faces_103	 1	 1	 after	 2	 2128.jpg	 41	 0	 83.028569	 85.028973	
MRI_faces_103	 1	 1	 after	 2	 1183.jpg	 21	 1	 92.030212	 94.030550	
MRI_faces_103	 1	 1	 after	 2	 2063.jpg	 13	 0	 101.031746	 103.032109	
MRI_faces_103	 1	 1	 after	 2	 2110.jpg	 11	 0	 110.033389	 112.033660	
MRI_faces_103	 1	 1	 after	 2	 1052.jpg	 48	 1	 119.026620	 121.026574	
MRI_faces_103	 1	 1	 after	 2	 2164.jpg	 20	 0	 128.026651	 130.026783	
MRI_faces_103	 1	 1	 after	 2	 2218.jpg	 46	 0	 137.026770	 139.026803	
MRI_faces_103	 1	 1	 after	 2	 1050.jpg	 58	 1	 146.026904	 148.026962	
MRI_faces_103	 1	 1	 after	 2	 1027.jpg	 15	 1	 155.026951	 157.026999	
MRI_faces_103	 1	 1	 after	 2	 2181.jpg	 10	 0	 164.027180	 166.027185	
MRI_faces_103	 1	 1	 after	 2	 2194.jpg	 57	 0	 173.027558	 175.027894	
MRI_faces_103	 1	 1	 after	 2	 1226.jpg	 5	 1	 182.030726	 184.031938	
MRI_faces_103	 1	 1	 after	 2	 2039.jpg	 47	 0	 191.030569	 193.031033	
MRI_faces_103	 1	 1	 after	 2	 2125.jpg	 14	 0	 200.032245	 202.032532	
MRI_faces_103	 1	 1	 after	 2	 1191.jpg	 43	 1	 209.033704	 211.027684	
MRI_faces_103	 1	 1	 after	 2	 2045.jpg	 4	 0	 218.027740	 220.027844	
MRI_faces_103	 1	 1	 after	 2	 1204.jpg	 51	 1	 227.027938	 229.027872	
MRI_faces_103	 1	 1	 after	 2	 1216.jpg	 53	 1	 236.027980	 238.028046	
MRI_faces_103	 1	 1	 after	 2	 2153.jpg	 16	 0	 245.028024	 247.028113	
MRI_faces_103	 1	 1	 after	 2	 1202.jpg	 49	 1	 254.028153	 256.028225	
MRI_faces_103	 1	 1	 after	 2	 2149.jpg	 22	 0	 263.028050	 265.028337	
MRI_faces_103	 1	 1	 after	 2	 2209.jpg	 50	 0	 272.028386	 274.028441	
MRI_faces_103	 1	 1	 after	 2	 1127.jpg	 45	 1	 281.029312	 283.029918	
MRI_faces_103	 1	 1	 after	 2	 2043.jpg	 17	 0	 290.032562	 292.032356	
MRI_faces_103	 1	 1	 after	 2	 2248.jpg	 12	 0	 299.032591	 301.032887	
MRI_faces_103	 1	 1	 after	 2	 1145.jpg	 56	 1	 308.034175	 310.034516	
MRI_faces_103	 1	 1	 after	 2	 2015.jpg	 18	 0	 317.028879	 319.028894	
MRI_faces_103	 1	 1	 after	 2	 2240.jpg	 7	 0	 326.029135	 328.029235	
MRI_faces_103	 1	 1	 after	 2	 2053.jpg	 8	 0	 335.029153	 337.029107	
MRI_faces_103	 1	 1	 after	 2	 1031.jpg	 9	 1	 344.029399	 346.030435	
MRI_faces_103	 1	 1	 after	 2	 2058.jpg	 39	 0	 353.029270	 355.029352	
