subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_132	 2	 1	 after	 2	 1080.jpg	 58	 1	 2.147887	 4.014515	
MRI_faces_132	 2	 1	 after	 2	 2045.jpg	 20	 0	 7.014601	 9.014678	
MRI_faces_132	 2	 1	 after	 2	 2128.jpg	 54	 0	 10.014625	 12.014753	
MRI_faces_132	 2	 1	 after	 2	 1146.jpg	 45	 1	 16.014767	 18.015206	
MRI_faces_132	 2	 1	 after	 2	 1145.jpg	 13	 1	 19.015369	 21.015665	
MRI_faces_132	 2	 1	 after	 2	 1019.jpg	 52	 1	 22.015873	 24.016246	
MRI_faces_132	 2	 1	 after	 2	 1127.jpg	 57	 1	 27.016749	 29.017137	
MRI_faces_132	 2	 1	 after	 2	 2039.jpg	 22	 0	 30.017289	 32.017641	
MRI_faces_132	 2	 1	 after	 2	 1246.jpg	 15	 1	 33.017765	 35.018122	
MRI_faces_132	 2	 1	 after	 2	 1027.jpg	 4	 1	 37.018536	 39.018786	
MRI_faces_132	 2	 1	 after	 2	 2125.jpg	 9	 0	 40.019072	 42.019385	
MRI_faces_132	 2	 1	 after	 2	 1255.jpg	 39	 1	 45.019868	 47.015192	
MRI_faces_132	 2	 1	 after	 2	 1073.jpg	 18	 1	 52.015294	 54.015381	
MRI_faces_132	 2	 1	 after	 2	 2112.jpg	 10	 0	 56.015356	 58.015370	
MRI_faces_132	 2	 1	 after	 2	 2015.jpg	 7	 0	 59.015385	 61.015405	
MRI_faces_132	 2	 1	 after	 2	 1017.jpg	 41	 1	 62.015462	 64.023225	
MRI_faces_132	 2	 1	 after	 2	 2248.jpg	 5	 0	 65.015423	 67.015492	
MRI_faces_132	 2	 1	 after	 2	 1204.jpg	 55	 1	 68.015532	 70.015579	
MRI_faces_132	 2	 1	 after	 2	 2110.jpg	 56	 0	 72.015597	 74.015663	
MRI_faces_132	 2	 1	 after	 2	 2155.jpg	 42	 0	 77.015689	 79.015598	
MRI_faces_132	 2	 1	 after	 2	 2212.jpg	 11	 0	 81.015641	 83.015685	
MRI_faces_132	 2	 1	 after	 2	 2194.jpg	 46	 0	 86.015705	 88.015801	
MRI_faces_132	 2	 1	 after	 2	 2058.jpg	 47	 0	 92.015902	 94.015898	
MRI_faces_132	 2	 1	 after	 2	 1191.jpg	 48	 1	 97.015864	 99.016024	
MRI_faces_132	 2	 1	 after	 2	 2240.jpg	 16	 0	 101.016015	 103.015977	
MRI_faces_132	 2	 1	 after	 2	 2041.jpg	 51	 0	 104.015961	 106.016034	
MRI_faces_132	 2	 1	 after	 2	 2043.jpg	 44	 0	 107.016034	 109.016111	
MRI_faces_132	 2	 1	 after	 2	 2089.jpg	 12	 0	 115.016129	 117.016152	
MRI_faces_132	 2	 1	 after	 2	 2181.jpg	 14	 0	 119.016150	 121.016530	
MRI_faces_132	 2	 1	 after	 2	 1183.jpg	 50	 1	 122.016643	 124.016946	
MRI_faces_132	 2	 1	 after	 2	 1216.jpg	 3	 1	 127.017549	 129.017897	
MRI_faces_132	 2	 1	 after	 2	 2024.jpg	 17	 0	 130.018090	 132.018420	
MRI_faces_132	 2	 1	 after	 2	 1226.jpg	 49	 1	 134.018747	 136.019174	
MRI_faces_132	 2	 1	 after	 2	 2063.jpg	 19	 0	 137.019253	 139.019668	
MRI_faces_132	 2	 1	 after	 2	 2218.jpg	 53	 0	 142.016527	 144.016561	
MRI_faces_132	 2	 1	 after	 2	 2229.jpg	 21	 0	 145.016563	 147.016497	
MRI_faces_132	 2	 1	 after	 2	 1060.jpg	 43	 1	 150.016565	 152.016689	
MRI_faces_132	 2	 1	 after	 2	 1210.jpg	 40	 1	 154.016680	 156.016656	
MRI_faces_132	 2	 1	 after	 2	 2010.jpg	 8	 0	 157.016659	 159.016704	
MRI_faces_132	 2	 1	 after	 2	 1007.jpg	 6	 1	 161.016714	 163.016709	
