trial,time,stimulus,RT,KeyPressed,Is correct
1,,Fixation,,,
2,,Fixation,,,
3,,Fixation,,,
4,,Fixation,,,
5,,Fixation,,,
6,,Fixation,,,
7,,Fixation,,,
8,,Fixation,,,
9,,Fixation,,,
10,,Fixation,,,
11,,Fixation,,,
12,,Fixation,,,
13,,Fixation,,,
14,,Fixation,,,
15,,Fixation,,,
16,,Fixation,,,
1,0.0047105,MVI_0917_new.avi,none,none,TRUE
2,1.012,MVI_0917_new.avi,0.51292,b,TRUE
3,2.0017,MVI_0937_new.avi,none,none,TRUE
4,3.0028,MVI_0921_new.avi,none,none,TRUE
5,4.0028,MVI_0922_new.avi,none,none,TRUE
6,5.0019,MVI_0931_new.avi,none,none,TRUE
7,6.0028,MVI_0935_new.avi,none,none,TRUE
8,7.0042,MVI_0934_new.avi,none,none,TRUE
9,8.0028,MVI_0936_new.avi,none,none,TRUE
10,9.0028,MVI_0920_new.avi,none,none,TRUE
11,10.0028,MVI_0929_new.avi,none,none,TRUE
12,11.0028,MVI_0929_new.avi,0.42847,b,TRUE
13,12.0027,MVI_0930_new.avi,none,none,TRUE
14,13.0028,MVI_0919_new.avi,none,none,TRUE
15,14.0027,MVI_0915_new.avi,none,none,TRUE
16,15.0024,MVI_0932_new.avi,none,none,TRUE
1,0.0015517,Fan.avi,none,none,TRUE
2,1.0365,Globe.avi,none,none,TRUE
3,2.0015,Candle.avi,none,none,TRUE
4,3.0015,Candle.avi,0.41386,b,TRUE
5,4.0014,Tennis.avi,none,none,TRUE
6,5.0014,StopWatch.avi,none,none,TRUE
7,6.0015,Water.avi,none,none,TRUE
8,7.0015,Water.avi,0.41705,b,TRUE
9,8.0014,Leaves.avi,none,none,TRUE
10,9.0014,Toilet.avi,none,none,TRUE
11,10.0015,Discs.avi,none,none,TRUE
12,11.0013,Tire.avi,none,none,TRUE
13,12.0011,Flag.avi,none,none,TRUE
14,13.0014,RecPlayer.avi,none,none,TRUE
15,14.0015,Coffee.avi,none,none,TRUE
16,15.0012,Opener.avi,none,none,TRUE
