subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	
MRI_faces_128	 1	 2	 02	 2	 1	 2.032946e+00	 2229.jpg	 1262.jpg	 12	 9	 0	 y	 1	 1	 1337.21	 0.73	 0.75	 3.867744e+00	 
MRI_faces_128	 1	 2	 02	 2	 2	 6.033685e+00	 2041.jpg	 2043.jpg	 52	 54	 0	 x	 2	 999	 999000.00	 0.27	 0.23	 8.034113e+00	 
MRI_faces_128	 1	 2	 02	 2	 3	 1.303128e+01	 1150.jpg	 1173.jpg	 48	 53	 1	 b	 2	 1	 933.64	 0.31	 0.26	 1.446483e+01	 
MRI_faces_128	 1	 2	 02	 2	 4	 1.603137e+01	 1017.jpg	 1262.jpg	 15	 9	 0	 y	 1	 1	 1036.56	 0.69	 0.75	 1.756910e+01	 
MRI_faces_128	 1	 2	 02	 2	 5	 2.103146e+01	 2041.jpg	 1013.jpg	 52	 46	 0	 b	 2	 0	 979.46	 0.27	 0.32	 2.250336e+01	 
MRI_faces_128	 1	 2	 02	 2	 6	 3.103159e+01	 1031.jpg	 1262.jpg	 7	 9	 0	 b	 1	 0	 1190.36	 0.76	 0.75	 3.272175e+01	 
MRI_faces_128	 1	 2	 02	 2	 7	 3.403161e+01	 2112.jpg	 1210.jpg	 14	 10	 1	 y	 1	 0	 859.33	 0.70	 0.74	 3.538887e+01	 
MRI_faces_128	 1	 2	 02	 2	 8	 3.703169e+01	 2164.jpg	 1150.jpg	 44	 48	 0	 b	 2	 0	 895.29	 0.33	 0.31	 3.842274e+01	 
MRI_faces_128	 1	 2	 02	 2	 9	 4.603178e+01	 2149.jpg	 2041.jpg	 43	 52	 1	 b	 2	 1	 1037.17	 0.33	 0.27	 4.756533e+01	 
MRI_faces_128	 1	 2	 02	 2	 10	 4.903187e+01	 1262.jpg	 1114.jpg	 9	 13	 1	 y	 1	 0	 1083.05	 0.75	 0.72	 5.061529e+01	 
MRI_faces_128	 1	 2	 02	 2	 11	 5.903199e+01	 1035.jpg	 1007.jpg	 6	 55	 1	 b	 4	 1	 1099.95	 0.78	 0.23	 6.063220e+01	 
MRI_faces_128	 1	 2	 02	 2	 12	 6.403204e+01	 1210.jpg	 1073.jpg	 10	 16	 0	 y	 1	 1	 1099.90	 0.74	 0.68	 6.563217e+01	 
MRI_faces_128	 1	 2	 02	 2	 13	 6.903217e+01	 1027.jpg	 1114.jpg	 11	 13	 1	 y	 1	 0	 909.78	 0.74	 0.72	 7.043236e+01	 
MRI_faces_128	 1	 2	 02	 2	 14	 7.703229e+01	 1130.jpg	 1216.jpg	 56	 5	 0	 y	 4	 1	 902.64	 0.21	 0.80	 7.843242e+01	 
MRI_faces_128	 1	 2	 02	 2	 15	 8.403233e+01	 1210.jpg	 1262.jpg	 10	 9	 0	 b	 1	 0	 967.62	 0.74	 0.75	 8.549914e+01	 
MRI_faces_128	 1	 2	 02	 2	 16	 8.803240e+01	 1013.jpg	 1173.jpg	 46	 53	 1	 b	 2	 1	 1107.55	 0.32	 0.26	 8.963255e+01	 
MRI_faces_128	 1	 2	 02	 2	 17	 9.103247e+01	 2164.jpg	 1183.jpg	 44	 51	 0	 b	 2	 0	 990.48	 0.33	 0.29	 9.251590e+01	 
MRI_faces_128	 1	 2	 02	 2	 18	 9.603274e+01	 2164.jpg	 2043.jpg	 44	 54	 0	 b	 2	 0	 1035.19	 0.33	 0.23	 9.756647e+01	 
MRI_faces_128	 1	 2	 02	 2	 19	 9.903333e+01	 1255.jpg	 1027.jpg	 18	 11	 0	 b	 1	 0	 967.63	 0.67	 0.74	 1.005004e+02	 
MRI_faces_128	 1	 2	 02	 2	 20	 1.070327e+02	 2229.jpg	 1027.jpg	 12	 11	 0	 y	 1	 1	 871.26	 0.73	 0.74	 1.084018e+02	 
MRI_faces_128	 1	 2	 02	 2	 21	 1.130329e+02	 2006.jpg	 1114.jpg	 17	 13	 1	 b	 1	 1	 735.08	 0.67	 0.72	 1.142694e+02	 
MRI_faces_128	 1	 2	 02	 2	 22	 1.180328e+02	 1150.jpg	 2155.jpg	 48	 45	 1	 y	 2	 0	 1163.11	 0.31	 0.33	 1.196870e+02	 
MRI_faces_128	 1	 2	 02	 2	 23	 1.230329e+02	 1027.jpg	 1017.jpg	 11	 15	 1	 b	 1	 1	 1040.07	 0.74	 0.69	 1.245712e+02	 
MRI_faces_128	 1	 2	 02	 2	 24	 1.260330e+02	 2153.jpg	 1255.jpg	 8	 18	 1	 b	 1	 1	 1189.99	 0.76	 0.67	 1.277218e+02	 
MRI_faces_128	 1	 2	 02	 2	 25	 1.400331e+02	 2229.jpg	 2112.jpg	 12	 14	 0	 y	 1	 1	 1195.84	 0.73	 0.70	 1.417242e+02	 
MRI_faces_128	 1	 2	 02	 2	 26	 1.430244e+02	 2043.jpg	 1204.jpg	 54	 47	 1	 y	 2	 0	 1277.55	 0.23	 0.31	 1.448081e+02	 
MRI_faces_128	 1	 2	 02	 2	 27	 1.470250e+02	 2212.jpg	 2041.jpg	 49	 52	 1	 y	 2	 0	 1145.92	 0.30	 0.27	 1.486755e+02	 
