trial,time,stimulus,RT,KeyPressed,Is correct
1,,Fixation,,,
2,,Fixation,,,
3,,Fixation,,,
4,,Fixation,,,
5,,Fixation,,,
6,,Fixation,,,
7,,Fixation,,,
8,,Fixation,,,
9,,Fixation,,,
10,,Fixation,,,
11,,Fixation,,,
12,,Fixation,,,
13,,Fixation,,,
14,,Fixation,,,
15,,Fixation,,,
16,,Fixation,,,
1,0.0042503,MVI_0917_new.avi,none,none,TRUE
2,1.0105,MVI_0936_new.avi,none,none,TRUE
3,2.0152,MVI_0932_new.avi,none,none,TRUE
4,3.0162,MVI_0929_new.avi,none,none,TRUE
5,4.0029,MVI_0931_new.avi,none,none,TRUE
6,5.0018,MVI_0931_new.avi,0.50674,b,TRUE
7,6.0023,MVI_0919_new.avi,none,none,TRUE
8,7.0042,MVI_0921_new.avi,none,none,TRUE
9,8.0025,MVI_0930_new.avi,none,none,TRUE
10,9.0062,MVI_0934_new.avi,none,none,TRUE
11,10.0029,MVI_0920_new.avi,none,none,TRUE
12,11.0019,MVI_0915_new.avi,none,none,TRUE
13,12.0029,MVI_0915_new.avi,0.54457,b,TRUE
14,13.0027,MVI_0937_new.avi,none,none,TRUE
15,14.0027,MVI_0935_new.avi,none,none,TRUE
16,15.0029,MVI_0922_new.avi,none,none,TRUE
1,0.0015781,Toilet.avi,none,none,TRUE
2,1.0363,Flag.avi,none,none,TRUE
3,2.0006,Water.avi,none,none,TRUE
4,3.0014,Opener.avi,none,none,TRUE
5,4.0014,Opener.avi,0.41274,b,TRUE
6,5.0012,RecPlayer.avi,none,none,TRUE
7,6.0014,Tennis.avi,none,none,TRUE
8,7.0015,Leaves.avi,none,none,TRUE
9,8.0014,Leaves.avi,0.38553,b,TRUE
10,9.0004,Globe.avi,none,none,TRUE
11,10.0014,StopWatch.avi,none,none,TRUE
12,11.0009,Tire.avi,none,none,TRUE
13,12.0008,Fan.avi,none,none,TRUE
14,13.0009,Candle.avi,none,none,TRUE
15,14.0014,Discs.avi,none,none,TRUE
16,15.0014,Coffee.avi,none,none,TRUE
