subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	
MRI_faces_137	 1	 1	 02	 1	 1	 2.021881e+00	 1050.jpg	 1173.jpg	 50	 46	 1	 b	 2	 1	 702.31	 0.24	 0.27	 3.222995e+00	 
MRI_faces_137	 1	 1	 02	 1	 2	 9.021974e+00	 1204.jpg	 1052.jpg	 52	 49	 1	 b	 2	 1	 789.20	 0.24	 0.25	 1.030550e+01	 
MRI_faces_137	 1	 1	 02	 1	 3	 2.202214e+01	 2053.jpg	 2181.jpg	 10	 9	 1	 b	 1	 1	 634.01	 0.76	 0.77	 2.315559e+01	 
MRI_faces_137	 1	 1	 02	 1	 4	 2.602230e+01	 1262.jpg	 2112.jpg	 55	 6	 0	 y	 4	 1	 810.86	 0.20	 0.83	 2.733481e+01	 
MRI_faces_137	 1	 1	 02	 1	 5	 3.102229e+01	 1052.jpg	 1017.jpg	 49	 47	 0	 b	 2	 0	 716.90	 0.25	 0.27	 3.223906e+01	 
MRI_faces_137	 1	 1	 02	 1	 6	 3.402264e+01	 2229.jpg	 2110.jpg	 12	 17	 1	 b	 1	 1	 573.54	 0.72	 0.67	 3.508915e+01	 
MRI_faces_137	 1	 1	 02	 1	 7	 3.902250e+01	 2240.jpg	 2006.jpg	 14	 13	 0	 y	 1	 1	 861.64	 0.70	 0.71	 4.038708e+01	 
MRI_faces_137	 1	 1	 02	 1	 8	 4.302246e+01	 1114.jpg	 2181.jpg	 18	 9	 1	 y	 1	 0	 932.70	 0.66	 0.77	 4.445596e+01	 
MRI_faces_137	 1	 1	 02	 1	 9	 5.202263e+01	 2118.jpg	 1114.jpg	 8	 18	 0	 y	 1	 1	 736.54	 0.78	 0.66	 5.325615e+01	 
MRI_faces_137	 1	 1	 02	 1	 10	 5.702321e+01	 1060.jpg	 1080.jpg	 48	 53	 0	 y	 2	 1	 658.96	 0.26	 0.23	 5.817358e+01	 
MRI_faces_137	 1	 1	 02	 1	 11	 6.102398e+01	 1127.jpg	 1080.jpg	 54	 53	 0	 y	 2	 1	 570.16	 0.21	 0.23	 6.209092e+01	 
MRI_faces_137	 1	 1	 02	 1	 12	 6.802523e+01	 1150.jpg	 1060.jpg	 45	 48	 1	 b	 2	 1	 916.95	 0.31	 0.26	 6.944217e+01	 
MRI_faces_137	 1	 1	 02	 1	 13	 7.202587e+01	 1050.jpg	 1127.jpg	 50	 54	 1	 y	 2	 0	 740.33	 0.24	 0.21	 7.325965e+01	 
MRI_faces_137	 1	 1	 02	 1	 14	 7.802299e+01	 2024.jpg	 2006.jpg	 11	 13	 0	 y	 1	 1	 653.17	 0.73	 0.71	 7.917720e+01	 
MRI_faces_137	 1	 1	 02	 1	 15	 8.302300e+01	 2240.jpg	 2229.jpg	 14	 12	 0	 b	 1	 0	 728.15	 0.70	 0.72	 8.424476e+01	 
MRI_faces_137	 1	 1	 02	 1	 16	 8.702316e+01	 2181.jpg	 2229.jpg	 9	 12	 0	 y	 1	 1	 784.99	 0.77	 0.72	 8.830661e+01	 
MRI_faces_137	 1	 1	 02	 1	 17	 9.002316e+01	 2053.jpg	 2024.jpg	 10	 11	 1	 b	 1	 1	 608.99	 0.76	 0.73	 9.112939e+01	 
MRI_faces_137	 1	 1	 02	 1	 18	 9.302317e+01	 1226.jpg	 1052.jpg	 44	 49	 1	 y	 2	 0	 1056.99	 0.32	 0.25	 9.457997e+01	 
MRI_faces_137	 1	 1	 02	 1	 19	 9.702329e+01	 1173.jpg	 1204.jpg	 46	 52	 0	 y	 2	 1	 739.87	 0.27	 0.24	 9.826397e+01	 
MRI_faces_137	 1	 1	 02	 1	 20	 1.100235e+02	 1204.jpg	 1060.jpg	 52	 48	 1	 b	 2	 1	 1298.69	 0.24	 0.26	 1.118236e+02	 
MRI_faces_137	 1	 1	 02	 1	 21	 1.140235e+02	 2209.jpg	 2024.jpg	 7	 11	 1	 b	 1	 1	 1074.69	 0.81	 0.73	 1.156003e+02	 
MRI_faces_137	 1	 1	 02	 1	 22	 1.170235e+02	 1150.jpg	 1146.jpg	 45	 43	 1	 b	 2	 1	 748.69	 0.31	 0.32	 1.182737e+02	 
MRI_faces_137	 1	 1	 02	 1	 23	 1.220235e+02	 1052.jpg	 1050.jpg	 49	 50	 0	 b	 2	 0	 707.61	 0.25	 0.24	 1.232237e+02	 
MRI_faces_137	 1	 1	 02	 1	 24	 1.250236e+02	 2164.jpg	 2024.jpg	 15	 11	 1	 y	 1	 0	 810.56	 0.69	 0.73	 1.263355e+02	 
MRI_faces_137	 1	 1	 02	 1	 25	 1.290237e+02	 2118.jpg	 2229.jpg	 8	 12	 0	 b	 1	 0	 877.51	 0.78	 0.72	 1.304030e+02	 
MRI_faces_137	 1	 1	 02	 1	 26	 1.350238e+02	 2240.jpg	 2209.jpg	 14	 7	 0	 b	 1	 0	 815.39	 0.70	 0.81	 1.363406e+02	 
MRI_faces_137	 1	 1	 02	 1	 27	 1.380237e+02	 2006.jpg	 2010.jpg	 13	 16	 1	 b	 1	 1	 742.50	 0.71	 0.69	 1.392574e+02	 
MRI_faces_137	 1	 1	 02	 1	 28	 1.420249e+02	 1226.jpg	 1127.jpg	 44	 54	 1	 b	 2	 1	 962.27	 0.32	 0.21	 1.434885e+02	 
MRI_faces_137	 1	 1	 02	 1	 29	 1.470240e+02	 2053.jpg	 2110.jpg	 10	 17	 1	 b	 1	 1	 670.19	 0.76	 0.67	 1.481907e+02	 
MRI_faces_137	 1	 1	 02	 1	 30	 1.510239e+02	 1262.jpg	 2089.jpg	 55	 5	 0	 y	 4	 1	 789.21	 0.20	 0.83	 1.523075e+02	 
MRI_faces_137	 1	 1	 02	 1	 31	 1.630251e+02	 1060.jpg	 1017.jpg	 48	 47	 0	 y	 2	 1	 868.11	 0.26	 0.27	 1.643921e+02	 
MRI_faces_137	 1	 1	 02	 1	 32	 1.690242e+02	 1080.jpg	 1173.jpg	 53	 46	 1	 b	 2	 1	 585.94	 0.23	 0.27	 1.701099e+02	 
MRI_faces_137	 1	 1	 02	 1	 33	 1.720266e+02	 1050.jpg	 1060.jpg	 50	 48	 1	 y	 2	 0	 893.54	 0.24	 0.26	 1.734104e+02	 
MRI_faces_137	 1	 1	 02	 1	 34	 1.760275e+02	 2010.jpg	 2164.jpg	 16	 15	 0	 b	 1	 0	 623.66	 0.69	 0.69	 1.771443e+02	 
MRI_faces_137	 1	 1	 02	 1	 35	 1.790244e+02	 2118.jpg	 2164.jpg	 8	 15	 0	 b	 1	 0	 726.77	 0.78	 0.69	 1.802449e+02	 
MRI_faces_137	 1	 1	 02	 1	 36	 1.820284e+02	 1146.jpg	 1017.jpg	 43	 47	 0	 y	 2	 1	 945.75	 0.32	 0.27	 1.834621e+02	 
MRI_faces_137	 1	 1	 02	 1	 37	 1.850244e+02	 1226.jpg	 1146.jpg	 44	 43	 1	 b	 2	 1	 597.75	 0.32	 0.32	 1.861126e+02	 
MRI_faces_137	 1	 1	 02	 1	 38	 1.880295e+02	 2010.jpg	 2209.jpg	 16	 7	 0	 y	 1	 1	 1064.68	 0.69	 0.81	 1.895799e+02	 
