subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	
MRI_faces_140	 1	 2	 03	 2	 1	 2.027196e+00	 1007.jpg	 1019.jpg	 46	 45	 1	 y	 2	 0	 962.79	 0.31	 0.32	 3.478457e+00	 
MRI_faces_140	 1	 2	 03	 2	 2	 9.028454e+00	 2118.jpg	 2045.jpg	 8	 7	 1	 y	 1	 0	 835.53	 0.74	 0.77	 1.036219e+01	 
MRI_faces_140	 1	 2	 03	 2	 3	 2.203071e+01	 1031.jpg	 2248.jpg	 10	 11	 0	 y	 1	 1	 768.30	 0.70	 0.70	 2.329794e+01	 
MRI_faces_140	 1	 2	 03	 2	 4	 2.603144e+01	 2089.jpg	 2248.jpg	 15	 11	 0	 y	 1	 1	 1292.54	 0.65	 0.70	 2.781519e+01	 
MRI_faces_140	 1	 2	 03	 2	 5	 3.102769e+01	 2094.jpg	 2248.jpg	 13	 11	 0	 b	 1	 0	 704.31	 0.67	 0.70	 3.223270e+01	 
MRI_faces_140	 1	 2	 03	 2	 6	 3.402775e+01	 1027.jpg	 1150.jpg	 51	 44	 1	 b	 2	 1	 875.24	 0.26	 0.34	 3.539993e+01	 
MRI_faces_140	 1	 2	 03	 2	 7	 3.902776e+01	 1145.jpg	 1130.jpg	 53	 43	 0	 y	 2	 1	 864.23	 0.25	 0.37	 4.038411e+01	 
MRI_faces_140	 1	 2	 03	 2	 8	 4.302789e+01	 2248.jpg	 2045.jpg	 11	 7	 1	 y	 1	 0	 702.10	 0.70	 0.77	 4.422811e+01	 
MRI_faces_140	 1	 2	 03	 2	 9	 5.202802e+01	 1204.jpg	 1191.jpg	 54	 47	 1	 y	 2	 0	 1067.02	 0.23	 0.31	 5.359484e+01	 
MRI_faces_140	 1	 2	 03	 2	 10	 5.702809e+01	 2149.jpg	 1013.jpg	 55	 6	 0	 b	 4	 0	 832.91	 0.21	 0.80	 5.836157e+01	 
MRI_faces_140	 1	 2	 03	 2	 11	 6.102818e+01	 1204.jpg	 1226.jpg	 54	 50	 1	 b	 2	 1	 898.80	 0.23	 0.26	 6.242826e+01	 
MRI_faces_140	 1	 2	 03	 2	 12	 6.802829e+01	 1150.jpg	 1204.jpg	 44	 54	 0	 y	 2	 1	 782.73	 0.34	 0.23	 6.931168e+01	 
MRI_faces_140	 1	 2	 03	 2	 13	 7.202840e+01	 1052.jpg	 1127.jpg	 52	 49	 0	 b	 2	 0	 851.58	 0.25	 0.28	 7.337840e+01	 
MRI_faces_140	 1	 2	 03	 2	 14	 7.802835e+01	 1191.jpg	 1130.jpg	 47	 43	 0	 y	 2	 1	 818.65	 0.31	 0.37	 7.934518e+01	 
MRI_faces_140	 1	 2	 03	 2	 15	 8.302847e+01	 1130.jpg	 1226.jpg	 43	 50	 1	 b	 2	 1	 695.50	 0.37	 0.26	 8.422506e+01	 
MRI_faces_140	 1	 2	 03	 2	 16	 8.702846e+01	 2041.jpg	 2024.jpg	 17	 12	 1	 b	 1	 1	 844.53	 0.64	 0.68	 8.836197e+01	 
MRI_faces_140	 1	 2	 03	 2	 17	 9.002861e+01	 2041.jpg	 2094.jpg	 17	 13	 1	 b	 1	 1	 696.38	 0.64	 0.67	 9.122633e+01	 
MRI_faces_140	 1	 2	 03	 2	 18	 9.302856e+01	 2039.jpg	 2218.jpg	 16	 18	 1	 x	 1	 999	 999000.00	 0.64	 0.64	 9.502875e+01	 
MRI_faces_140	 1	 2	 03	 2	 19	 9.702865e+01	 1255.jpg	 1031.jpg	 9	 10	 1	 y	 1	 0	 898.33	 0.74	 0.70	 9.842875e+01	 
MRI_faces_140	 1	 2	 03	 2	 20	 1.100295e+02	 2024.jpg	 1255.jpg	 12	 9	 0	 b	 1	 0	 747.49	 0.68	 0.74	 1.112629e+02	 
MRI_faces_140	 1	 2	 03	 2	 21	 1.140289e+02	 1130.jpg	 1052.jpg	 43	 52	 1	 y	 2	 0	 690.16	 0.37	 0.25	 1.152139e+02	 
MRI_faces_140	 1	 2	 03	 2	 22	 1.170289e+02	 1204.jpg	 1145.jpg	 54	 53	 1	 y	 2	 0	 665.08	 0.23	 0.25	 1.181811e+02	 
MRI_faces_140	 1	 2	 03	 2	 23	 1.220290e+02	 1007.jpg	 1226.jpg	 46	 50	 1	 b	 2	 1	 559.96	 0.31	 0.26	 1.230818e+02	 
MRI_faces_140	 1	 2	 03	 2	 24	 1.250290e+02	 2045.jpg	 2039.jpg	 7	 16	 0	 b	 1	 0	 800.98	 0.77	 0.64	 1.263292e+02	 
MRI_faces_140	 1	 2	 03	 2	 25	 1.290291e+02	 1031.jpg	 2041.jpg	 10	 17	 0	 b	 1	 0	 727.92	 0.70	 0.64	 1.302499e+02	 
MRI_faces_140	 1	 2	 03	 2	 26	 1.350292e+02	 1150.jpg	 1007.jpg	 44	 46	 0	 y	 2	 1	 764.82	 0.34	 0.31	 1.362841e+02	 
MRI_faces_140	 1	 2	 03	 2	 27	 1.380292e+02	 2118.jpg	 2024.jpg	 8	 12	 1	 b	 1	 1	 709.76	 0.74	 0.68	 1.392348e+02	 
MRI_faces_140	 1	 2	 03	 2	 28	 1.420293e+02	 1019.jpg	 1127.jpg	 45	 49	 0	 y	 2	 1	 818.69	 0.32	 0.28	 1.433460e+02	 
MRI_faces_140	 1	 2	 03	 2	 29	 1.470294e+02	 1226.jpg	 1027.jpg	 50	 51	 0	 y	 2	 1	 1122.60	 0.26	 0.26	 1.486461e+02	 
MRI_faces_140	 1	 2	 03	 2	 30	 1.510294e+02	 1145.jpg	 2155.jpg	 53	 48	 0	 y	 2	 1	 691.59	 0.25	 0.29	 1.522204e+02	 
MRI_faces_140	 1	 2	 03	 2	 31	 1.630296e+02	 2024.jpg	 2039.jpg	 12	 16	 0	 y	 1	 1	 1436.42	 0.68	 0.64	 1.649631e+02	 
MRI_faces_140	 1	 2	 03	 2	 32	 1.690296e+02	 2118.jpg	 1031.jpg	 8	 10	 1	 b	 1	 1	 623.40	 0.74	 0.70	 1.701464e+02	 
MRI_faces_140	 1	 2	 03	 2	 33	 1.720297e+02	 2089.jpg	 1255.jpg	 15	 9	 0	 y	 1	 1	 891.26	 0.65	 0.74	 1.734132e+02	 
MRI_faces_140	 1	 2	 03	 2	 34	 1.760297e+02	 2155.jpg	 1150.jpg	 48	 44	 1	 y	 2	 0	 915.25	 0.29	 0.34	 1.774415e+02	 
MRI_faces_140	 1	 2	 03	 2	 35	 1.790298e+02	 2094.jpg	 2039.jpg	 13	 16	 0	 b	 1	 0	 766.19	 0.67	 0.64	 1.802966e+02	 
MRI_faces_140	 1	 2	 03	 2	 36	 1.820299e+02	 1127.jpg	 1226.jpg	 49	 50	 1	 y	 2	 0	 988.13	 0.28	 0.26	 1.835133e+02	 
MRI_faces_140	 1	 2	 03	 2	 37	 1.850299e+02	 2118.jpg	 2218.jpg	 8	 18	 1	 b	 1	 1	 849.08	 0.74	 0.64	 1.863763e+02	 
MRI_faces_140	 1	 2	 03	 2	 38	 1.880299e+02	 1246.jpg	 2240.jpg	 56	 5	 0	 y	 4	 1	 1344.08	 0.13	 0.81	 1.898634e+02	 
