subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_136	 2	 1	 after	 1	 2155.jpg	 57	 0	 2.150374	 4.017109	
MRI_faces_136	 2	 1	 after	 1	 2043.jpg	 8	 0	 6.017026	 8.017186	
MRI_faces_136	 2	 1	 after	 1	 2015.jpg	 4	 0	 11.017090	 13.017143	
MRI_faces_136	 2	 1	 after	 1	 1191.jpg	 5	 1	 15.017385	 17.017754	
MRI_faces_136	 2	 1	 after	 1	 2229.jpg	 11	 0	 20.020636	 22.021437	
MRI_faces_136	 2	 1	 after	 1	 1050.jpg	 47	 1	 24.021245	 26.021572	
MRI_faces_136	 2	 1	 after	 1	 2010.jpg	 46	 0	 27.019554	 29.019860	
MRI_faces_136	 2	 1	 after	 1	 1216.jpg	 18	 1	 31.017386	 33.017531	
MRI_faces_136	 2	 1	 after	 1	 2039.jpg	 16	 0	 35.017504	 37.017515	
MRI_faces_136	 2	 1	 after	 1	 1073.jpg	 15	 1	 41.017592	 43.017620	
MRI_faces_136	 2	 1	 after	 1	 2194.jpg	 50	 0	 44.022571	 46.022823	
MRI_faces_136	 2	 1	 after	 1	 2118.jpg	 3	 0	 47.017652	 49.017670	
MRI_faces_136	 2	 1	 after	 1	 1192.jpg	 43	 1	 52.017706	 54.017762	
MRI_faces_136	 2	 1	 after	 1	 1017.jpg	 58	 1	 60.017824	 62.017836	
MRI_faces_136	 2	 1	 after	 1	 2128.jpg	 17	 0	 63.017996	 65.017923	
MRI_faces_136	 2	 1	 after	 1	 1146.jpg	 20	 1	 66.017918	 68.017993	
MRI_faces_136	 2	 1	 after	 1	 1052.jpg	 22	 1	 69.017974	 71.018013	
MRI_faces_136	 2	 1	 after	 1	 2094.jpg	 48	 0	 72.018038	 74.018047	
MRI_faces_136	 2	 1	 after	 1	 1035.jpg	 6	 1	 75.018069	 77.018056	
MRI_faces_136	 2	 1	 after	 1	 2045.jpg	 54	 0	 79.018133	 81.018133	
MRI_faces_136	 2	 1	 after	 1	 2209.jpg	 10	 0	 82.018147	 84.018254	
MRI_faces_136	 2	 1	 after	 1	 1183.jpg	 21	 1	 85.018192	 87.018267	
MRI_faces_136	 2	 1	 after	 1	 1246.jpg	 41	 1	 90.018232	 92.018364	
MRI_faces_136	 2	 1	 after	 1	 2058.jpg	 42	 0	 95.018271	 97.018387	
MRI_faces_136	 2	 1	 after	 1	 1150.jpg	 52	 1	 102.018461	 104.018476	
MRI_faces_136	 2	 1	 after	 1	 1210.jpg	 40	 1	 105.018395	 107.018488	
MRI_faces_136	 2	 1	 after	 1	 2149.jpg	 51	 0	 108.018545	 110.018650	
MRI_faces_136	 2	 1	 after	 1	 2063.jpg	 13	 0	 111.018554	 113.018598	
MRI_faces_136	 2	 1	 after	 1	 2218.jpg	 39	 0	 116.018594	 118.018787	
MRI_faces_136	 2	 1	 after	 1	 2181.jpg	 12	 0	 119.018928	 121.019235	
MRI_faces_136	 2	 1	 after	 1	 1202.jpg	 14	 1	 122.022125	 124.022685	
MRI_faces_136	 2	 1	 after	 1	 2248.jpg	 7	 0	 125.019911	 127.020359	
MRI_faces_136	 2	 1	 after	 1	 1060.jpg	 53	 1	 130.022270	 132.021141	
MRI_faces_136	 2	 1	 after	 1	 1262.jpg	 44	 1	 135.018804	 137.018875	
MRI_faces_136	 2	 1	 after	 1	 2153.jpg	 19	 0	 139.018874	 141.018918	
MRI_faces_136	 2	 1	 after	 1	 1127.jpg	 49	 1	 145.018985	 147.018939	
MRI_faces_136	 2	 1	 after	 1	 2041.jpg	 45	 0	 148.023893	 150.019006	
MRI_faces_136	 2	 1	 after	 1	 2110.jpg	 56	 0	 152.019028	 154.019133	
MRI_faces_136	 2	 1	 after	 1	 2212.jpg	 9	 0	 157.019071	 159.019151	
MRI_faces_136	 2	 1	 after	 1	 2240.jpg	 55	 0	 161.019165	 163.019206	
