subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	
MRI_faces_136	 1	 2	 04	 2	 1	 2.024139e+00	 2181.jpg	 2039.jpg	 12	 16	 0	 y	 1	 1	 962.25	 0.69	 0.65	 3.492028e+00	 
MRI_faces_136	 1	 2	 04	 2	 2	 5.024293e+00	 1192.jpg	 2194.jpg	 43	 50	 1	 y	 2	 0	 916.06	 0.38	 0.30	 6.441047e+00	 
MRI_faces_136	 1	 2	 04	 2	 3	 8.024201e+00	 2128.jpg	 1216.jpg	 17	 18	 1	 y	 1	 0	 1216.17	 0.65	 0.61	 9.741110e+00	 
MRI_faces_136	 1	 2	 04	 2	 4	 1.302434e+01	 2128.jpg	 2209.jpg	 17	 10	 1	 y	 1	 0	 1182.01	 0.65	 0.73	 1.470785e+01	 
MRI_faces_136	 1	 2	 04	 2	 5	 1.802436e+01	 2041.jpg	 1192.jpg	 45	 43	 0	 y	 2	 1	 907.00	 0.36	 0.38	 1.943256e+01	 
MRI_faces_136	 1	 2	 04	 2	 6	 2.502449e+01	 1202.jpg	 2063.jpg	 14	 13	 1	 b	 1	 1	 960.86	 0.67	 0.68	 2.648389e+01	 
MRI_faces_136	 1	 2	 04	 2	 7	 2.902457e+01	 2094.jpg	 1150.jpg	 48	 52	 1	 y	 2	 0	 1100.80	 0.34	 0.27	 3.062475e+01	 
MRI_faces_136	 1	 2	 04	 2	 8	 3.202465e+01	 2045.jpg	 2041.jpg	 54	 45	 1	 b	 2	 1	 1185.73	 0.25	 0.36	 3.370813e+01	 
MRI_faces_136	 1	 2	 04	 2	 9	 3.902474e+01	 1192.jpg	 1050.jpg	 43	 47	 1	 y	 2	 0	 825.64	 0.38	 0.34	 4.035300e+01	 
MRI_faces_136	 1	 2	 04	 2	 10	 4.302480e+01	 2181.jpg	 1202.jpg	 12	 14	 0	 y	 1	 1	 1071.57	 0.69	 0.67	 4.459162e+01	 
MRI_faces_136	 1	 2	 04	 2	 11	 4.602484e+01	 2128.jpg	 2248.jpg	 17	 7	 1	 b	 1	 1	 1027.53	 0.65	 0.80	 4.755427e+01	 
MRI_faces_136	 1	 2	 04	 2	 12	 5.002488e+01	 2209.jpg	 2039.jpg	 10	 16	 0	 b	 1	 0	 945.49	 0.73	 0.65	 5.147498e+01	 
MRI_faces_136	 1	 2	 04	 2	 13	 5.402500e+01	 2128.jpg	 2063.jpg	 17	 13	 1	 b	 1	 1	 948.37	 0.65	 0.68	 5.547504e+01	 
MRI_faces_136	 1	 2	 04	 2	 14	 5.902499e+01	 2043.jpg	 2209.jpg	 8	 10	 1	 b	 1	 1	 926.38	 0.79	 0.73	 6.045644e+01	 
MRI_faces_136	 1	 2	 04	 2	 15	 6.302508e+01	 2010.jpg	 1150.jpg	 46	 52	 1	 y	 2	 0	 884.23	 0.35	 0.27	 6.440856e+01	 
MRI_faces_136	 1	 2	 04	 2	 16	 6.702515e+01	 2039.jpg	 2063.jpg	 16	 13	 1	 y	 1	 0	 1179.20	 0.65	 0.68	 6.870865e+01	 
MRI_faces_136	 1	 2	 04	 2	 17	 7.002516e+01	 1073.jpg	 2043.jpg	 15	 8	 0	 b	 1	 0	 935.20	 0.66	 0.79	 7.145860e+01	 
MRI_faces_136	 1	 2	 04	 2	 18	 8.002646e+01	 2094.jpg	 2194.jpg	 48	 50	 1	 b	 2	 1	 1054.90	 0.34	 0.30	 8.157682e+01	 
MRI_faces_136	 1	 2	 04	 2	 19	 8.402922e+01	 2194.jpg	 2010.jpg	 50	 46	 0	 y	 2	 1	 1123.14	 0.30	 0.35	 8.564428e+01	 
MRI_faces_136	 1	 2	 04	 2	 20	 8.702775e+01	 2094.jpg	 1050.jpg	 48	 47	 1	 b	 2	 1	 1207.61	 0.34	 0.34	 8.872809e+01	 
MRI_faces_136	 1	 2	 04	 2	 21	 9.002825e+01	 2010.jpg	 1050.jpg	 46	 47	 1	 b	 2	 1	 1170.10	 0.35	 0.34	 9.169532e+01	 
MRI_faces_136	 1	 2	 04	 2	 22	 9.402892e+01	 1262.jpg	 1127.jpg	 44	 49	 0	 b	 2	 0	 1161.45	 0.37	 0.31	 9.567937e+01	 
MRI_faces_136	 1	 2	 04	 2	 23	 1.000256e+02	 1150.jpg	 1127.jpg	 52	 49	 0	 b	 2	 0	 878.80	 0.27	 0.31	 1.014091e+02	 
MRI_faces_136	 1	 2	 04	 2	 24	 1.030257e+02	 1202.jpg	 2209.jpg	 14	 10	 1	 b	 1	 1	 838.66	 0.67	 0.73	 1.043644e+02	 
MRI_faces_136	 1	 2	 04	 2	 25	 1.060257e+02	 1035.jpg	 2240.jpg	 6	 55	 1	 b	 4	 1	 850.65	 0.81	 0.23	 1.073758e+02	 
MRI_faces_136	 1	 2	 04	 2	 26	 1.100258e+02	 1150.jpg	 2045.jpg	 52	 54	 0	 b	 2	 0	 847.55	 0.27	 0.25	 1.113759e+02	 
