subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_107	 1	 1	 before	 1	 2043.jpg	 42	 0	 2.028761	 4.028770	
MRI_faces_107	 1	 1	 before	 1	 2194.jpg	 52	 0	 8.028857	 10.028933	
MRI_faces_107	 1	 1	 before	 1	 2229.jpg	 3	 0	 11.028905	 13.028887	
MRI_faces_107	 1	 1	 before	 1	 2248.jpg	 13	 0	 15.028974	 17.029003	
MRI_faces_107	 1	 1	 before	 1	 2045.jpg	 15	 0	 19.029039	 21.028985	
MRI_faces_107	 1	 1	 before	 1	 2212.jpg	 11	 0	 27.029163	 29.029196	
MRI_faces_107	 1	 1	 before	 1	 2010.jpg	 5	 0	 30.029389	 32.033247	
MRI_faces_107	 1	 1	 before	 1	 1204.jpg	 43	 1	 35.030286	 37.030587	
MRI_faces_107	 1	 1	 before	 1	 1226.jpg	 50	 1	 38.032792	 40.033998	
MRI_faces_107	 1	 1	 before	 1	 1246.jpg	 54	 1	 44.029409	 46.029494	
MRI_faces_107	 1	 1	 before	 1	 1173.jpg	 58	 1	 49.029392	 51.029419	
MRI_faces_107	 1	 1	 before	 1	 1210.jpg	 39	 1	 52.029500	 54.029568	
MRI_faces_107	 1	 1	 before	 1	 1052.jpg	 53	 1	 56.029582	 58.029624	
MRI_faces_107	 1	 1	 before	 1	 1013.jpg	 41	 1	 60.029670	 62.029642	
MRI_faces_107	 1	 1	 before	 1	 1192.jpg	 55	 1	 65.029702	 67.029779	
MRI_faces_107	 1	 1	 before	 1	 2024.jpg	 12	 0	 70.029819	 72.029715	
MRI_faces_107	 1	 1	 before	 1	 2041.jpg	 14	 0	 75.029784	 77.029804	
MRI_faces_107	 1	 1	 before	 1	 1073.jpg	 21	 1	 79.029888	 81.029884	
MRI_faces_107	 1	 1	 before	 1	 1127.jpg	 56	 1	 83.029944	 85.029882	
MRI_faces_107	 1	 1	 before	 1	 1183.jpg	 45	 1	 87.029903	 89.029959	
MRI_faces_107	 1	 1	 before	 1	 2181.jpg	 9	 0	 90.030027	 92.030043	
MRI_faces_107	 1	 1	 before	 1	 2094.jpg	 20	 0	 94.030057	 96.030037	
MRI_faces_107	 1	 1	 before	 1	 1017.jpg	 48	 1	 97.030071	 99.030146	
MRI_faces_107	 1	 1	 before	 1	 2149.jpg	 40	 0	 100.030142	 102.030244	
MRI_faces_107	 1	 1	 before	 1	 1145.jpg	 49	 1	 103.030182	 105.030237	
MRI_faces_107	 1	 1	 before	 1	 1150.jpg	 51	 1	 107.030258	 109.030200	
MRI_faces_107	 1	 1	 before	 1	 2125.jpg	 10	 0	 112.030279	 114.030236	
MRI_faces_107	 1	 1	 before	 1	 1216.jpg	 46	 1	 115.030249	 117.030372	
MRI_faces_107	 1	 1	 before	 1	 2128.jpg	 18	 0	 118.030372	 120.030317	
MRI_faces_107	 1	 1	 before	 1	 1146.jpg	 57	 1	 123.030372	 125.030401	
MRI_faces_107	 1	 1	 before	 1	 2112.jpg	 4	 0	 126.030463	 128.030481	
MRI_faces_107	 1	 1	 before	 1	 2015.jpg	 8	 0	 129.030468	 131.030441	
MRI_faces_107	 1	 1	 before	 1	 2164.jpg	 47	 0	 134.030793	 136.031110	
MRI_faces_107	 1	 1	 before	 1	 2039.jpg	 6	 0	 139.031648	 141.030653	
MRI_faces_107	 1	 1	 before	 1	 2153.jpg	 7	 0	 142.030600	 144.030709	
MRI_faces_107	 1	 1	 before	 1	 1262.jpg	 16	 1	 145.030696	 147.030741	
MRI_faces_107	 1	 1	 before	 1	 1027.jpg	 19	 1	 148.030668	 150.030717	
MRI_faces_107	 1	 1	 before	 1	 2118.jpg	 22	 0	 151.030707	 153.030752	
MRI_faces_107	 1	 1	 before	 1	 1191.jpg	 44	 1	 158.030866	 160.030803	
MRI_faces_107	 1	 1	 before	 1	 1114.jpg	 17	 1	 161.030860	 163.030841	
