subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_126	 2	 1	 after	 1	 1031.jpg	 14	 1	 2.152943	 4.019611	
MRI_faces_126	 2	 1	 after	 1	 2112.jpg	 8	 0	 8.019671	 10.019690	
MRI_faces_126	 2	 1	 after	 1	 2058.jpg	 53	 0	 11.019714	 13.019756	
MRI_faces_126	 2	 1	 after	 1	 1013.jpg	 42	 1	 15.019718	 17.019854	
MRI_faces_126	 2	 1	 after	 1	 2063.jpg	 5	 0	 19.019844	 21.019895	
MRI_faces_126	 2	 1	 after	 1	 1226.jpg	 56	 1	 27.020003	 29.020091	
MRI_faces_126	 2	 1	 after	 1	 2039.jpg	 46	 0	 30.020009	 32.020061	
MRI_faces_126	 2	 1	 after	 1	 1216.jpg	 13	 1	 35.020003	 37.020130	
MRI_faces_126	 2	 1	 after	 1	 1255.jpg	 47	 1	 38.020090	 40.020152	
MRI_faces_126	 2	 1	 after	 1	 2181.jpg	 3	 0	 44.020216	 46.020268	
MRI_faces_126	 2	 1	 after	 1	 1183.jpg	 48	 1	 49.020235	 51.020245	
MRI_faces_126	 2	 1	 after	 1	 2155.jpg	 39	 0	 52.020352	 54.020465	
MRI_faces_126	 2	 1	 after	 1	 1027.jpg	 16	 1	 56.020328	 58.020466	
MRI_faces_126	 2	 1	 after	 1	 1050.jpg	 20	 1	 60.020431	 62.020427	
MRI_faces_126	 2	 1	 after	 1	 2045.jpg	 57	 0	 65.020523	 67.020525	
MRI_faces_126	 2	 1	 after	 1	 2248.jpg	 19	 0	 70.020676	 72.024560	
MRI_faces_126	 2	 1	 after	 1	 2089.jpg	 21	 0	 75.021407	 77.021904	
MRI_faces_126	 2	 1	 after	 1	 2125.jpg	 6	 0	 79.022186	 81.022529	
MRI_faces_126	 2	 1	 after	 1	 2015.jpg	 22	 0	 83.022858	 85.023228	
MRI_faces_126	 2	 1	 after	 1	 1173.jpg	 43	 1	 87.023530	 89.023936	
MRI_faces_126	 2	 1	 after	 1	 1019.jpg	 55	 1	 90.024065	 92.024518	
MRI_faces_126	 2	 1	 after	 1	 2110.jpg	 54	 0	 94.024754	 96.025189	
MRI_faces_126	 2	 1	 after	 1	 1035.jpg	 9	 1	 97.025241	 99.020909	
MRI_faces_126	 2	 1	 after	 1	 1073.jpg	 15	 1	 100.025785	 102.026215	
MRI_faces_126	 2	 1	 after	 1	 2209.jpg	 10	 0	 103.021029	 105.021054	
MRI_faces_126	 2	 1	 after	 1	 2153.jpg	 7	 0	 107.021058	 109.021073	
MRI_faces_126	 2	 1	 after	 1	 2218.jpg	 40	 0	 112.021122	 114.021131	
MRI_faces_126	 2	 1	 after	 1	 2229.jpg	 4	 0	 115.021104	 117.021145	
MRI_faces_126	 2	 1	 after	 1	 2164.jpg	 45	 0	 118.021212	 120.021269	
MRI_faces_126	 2	 1	 after	 1	 2053.jpg	 11	 0	 123.021205	 125.021273	
MRI_faces_126	 2	 1	 after	 1	 1007.jpg	 18	 1	 126.021368	 128.021421	
MRI_faces_126	 2	 1	 after	 1	 1080.jpg	 58	 1	 129.021332	 131.021356	
MRI_faces_126	 2	 1	 after	 1	 1127.jpg	 52	 1	 134.021400	 136.021392	
MRI_faces_126	 2	 1	 after	 1	 1150.jpg	 51	 1	 139.021404	 141.021508	
MRI_faces_126	 2	 1	 after	 1	 1052.jpg	 41	 1	 142.021477	 144.021497	
MRI_faces_126	 2	 1	 after	 1	 1191.jpg	 50	 1	 145.021488	 147.021587	
MRI_faces_126	 2	 1	 after	 1	 2094.jpg	 12	 0	 148.021583	 150.021636	
MRI_faces_126	 2	 1	 after	 1	 1210.jpg	 17	 1	 151.021562	 153.021576	
MRI_faces_126	 2	 1	 after	 1	 1246.jpg	 44	 1	 158.021686	 160.021716	
MRI_faces_126	 2	 1	 after	 1	 1204.jpg	 49	 1	 161.021690	 163.021784	
