""	"time"	"x"	"y"	"pupil"	"V1"	"phase"	"trial"	"scan"	"session"	"isgoitem"	"ishvitem"	"isprobeitem"	"event"	"eventnumber"	"valid"	"looking"
"1"	4431416	917.4	614.2	3686	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"2"	4431420	917	614.5	3691	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"3"	4431424	917	614.1	3689	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"4"	4431428	917.6	613.2	3687	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"5"	4431432	917.6	614.1	3694	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"6"	4431436	916.8	615	3699	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"7"	4431440	917.2	614.2	3704	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"8"	4431444	917.9	612.9	3709	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"9"	4431448	917.9	611.9	3710	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"10"	4431452	918.6	612	3714	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"11"	4431456	919.9	613.3	3720	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"12"	4431460	919.3	613.2	3721	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"13"	4431464	918.6	615.2	3720	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"14"	4431468	918.6	617.8	3723	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"15"	4431472	918.5	618.3	3728	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"16"	4431476	919.1	617.1	3725	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"17"	4431480	919.8	615.4	3727	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"18"	4431484	919.7	615.3	3728	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"19"	4431488	918.5	614.7	3724	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"20"	4431492	918.4	614.6	3733	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"21"	4431496	918.7	615.8	3743	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"22"	4431500	919.6	617.7	3742	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"23"	4431504	920.2	618.1	3745	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"24"	4431508	920.1	617.2	3749	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"25"	4431512	920.3	616.1	3751	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"26"	4431516	920.7	615.4	3752	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"27"	4431520	920.5	615.5	3754	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"28"	4431524	921	616.3	3752	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"29"	4431528	920.9	617.1	3754	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"30"	4431532	921.1	618	3758	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"31"	4431536	921.9	618.4	3763	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"32"	4431540	922.3	618.4	3766	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"33"	4431544	922.7	618.4	3768	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"34"	4431548	923.6	617.9	3774	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"35"	4431552	923.3	617.9	3774	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"36"	4431556	922.6	618.3	3767	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"37"	4431560	922.4	618.7	3776	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"38"	4431564	922.2	618.9	3778	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"39"	4431568	922	619.9	3778	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"40"	4431572	922.1	620.7	3778	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"41"	4431576	924.6	622	3779	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"42"	4431580	925.3	621.4	3782	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"43"	4431584	924.8	621	3782	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"44"	4431588	925.8	622.1	3785	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"45"	4431592	926.3	623.2	3790	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"46"	4431596	926.1	624.2	3787	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"47"	4431600	925.5	625	3787	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"48"	4431604	925.5	625.4	3791	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"49"	4431608	925.3	626.2	3794	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"50"	4431612	924.8	627.1	3795	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"51"	4431616	924.5	627.8	3794	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"52"	4431620	924.7	627.8	3797	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"53"	4431624	924.5	627.6	3807	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"54"	4431628	924.5	628	3801	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"55"	4431632	925.2	630.1	3803	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"56"	4431636	925.1	630.4	3805	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"57"	4431640	924.4	629.5	3811	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"58"	4431644	924	630.8	3812	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"59"	4431648	924.4	631.6	3811	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"60"	4431652	925.5	632.9	3810	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"61"	4431656	925.6	634.4	3812	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"62"	4431660	924.7	635.1	3816	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"63"	4431664	925.7	636.1	3818	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"64"	4431668	927.2	637.1	3818	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"65"	4431672	926.8	638.8	3819	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"66"	4431676	926.9	638.7	3821	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"67"	4431680	927.1	636.8	3819	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"68"	4431684	927.9	636.8	3826	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"69"	4431688	928.3	637.9	3835	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"70"	4431692	927.9	638.9	3835	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"71"	4431696	928.2	640.2	3835	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"72"	4431700	928.9	641.4	3834	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"73"	4431704	929.5	641.5	3837	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"74"	4431708	929.1	641	3843	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"75"	4431712	928.7	640.2	3846	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"76"	4431716	929.3	639.5	3849	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"77"	4431720	929.8	639.3	3854	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"78"	4431724	930.5	640.4	3861	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"79"	4431728	930.8	641.7	3856	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"80"	4431732	930.6	643.4	3853	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"81"	4431736	930.3	644.5	3861	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"82"	4431740	929.7	643.6	3870	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"83"	4431744	930.3	643.7	3871	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"84"	4431748	931.4	644.1	3871	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"85"	4431752	931.4	644.6	3867	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"86"	4431756	931.2	645.5	3871	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
