""	"time"	"x"	"y"	"pupil"	"V1"	"phase"	"trial"	"scan"	"session"	"isgoitem"	"ishvitem"	"isprobeitem"	"event"	"eventnumber"	"valid"	"looking"
"1"	7031493	972.4	532.3	1653	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"2"	7031497	972.1	533.5	1655	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"3"	7031501	971	533.4	1659	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"4"	7031505	970.7	532.2	1656	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"5"	7031509	969.8	531.1	1652	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"6"	7031513	969.3	530.2	1651	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"7"	7031517	969.7	530.2	1647	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"8"	7031521	968.8	530.8	1643	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"9"	7031525	969	532.5	1642	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"10"	7031529	968.1	532.4	1638	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"11"	7031533	967	531.2	1637	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"12"	7031537	966.6	530.4	1636	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"13"	7031541	968	531.9	1634	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"14"	7031545	968.2	532.2	1631	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"15"	7031549	966.7	531.2	1634	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"16"	7031553	965.2	530.1	1635	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"17"	7031557	964.9	530	1633	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"18"	7031561	964.3	529.9	1633	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"19"	7031565	964.6	531.2	1634	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"20"	7031569	966	531.9	1632	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"21"	7031573	966.3	530.7	1629	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"22"	7031577	965.3	531.2	1628	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"23"	7031581	964.7	532.4	1629	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"24"	7031585	964.8	532.7	1630	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"25"	7031589	965.5	532	1627	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"26"	7031593	965.6	530.2	1617	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"27"	7031597	964.3	528	1613	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"28"	7031601	965.1	528.6	1617	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"29"	7031605	966.3	528.9	1617	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"30"	7031609	966.6	527.7	1610	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"31"	7031613	966.4	527	1605	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"32"	7031617	966.3	526.3	1606	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"33"	7031621	967.3	526.6	1602	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"34"	7031625	967.6	526.4	1594	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"35"	7031629	966.9	525.8	1588	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"36"	7031633	965.9	523.6	1590	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"37"	7031637	966.2	522.6	1590	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"38"	7031641	967	524.6	1582	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"39"	7031645	967.2	524.7	1575	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"40"	7031649	966.2	523.5	1571	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"41"	7031653	966.6	523.8	1568	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"42"	7031657	967.1	526.4	1565	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"43"	7031661	968	527.6	1564	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"44"	7031665	968.3	528	1563	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"45"	7031669	966.1	525	1563	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"46"	7031673	964.5	522.9	1557	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"47"	7031677	966.6	525.1	1546	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"48"	7031681	969.3	526.5	1543	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"49"	7031685	966.8	523.9	1539	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"50"	7031689	966	523.8	1535	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"51"	7031693	966.9	525	1534	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"52"	7031697	968.6	526	1533	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"53"	7031701	968	525.4	1527	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"54"	7031705	968.5	525.5	1522	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"55"	7031709	967.9	525	1520	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"56"	7031713	966	523	1515	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"57"	7031717	966.5	523.8	1514	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"58"	7031721	966.9	525.1	1513	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"59"	7031725	967	525	1508	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"60"	7031729	967.2	524.3	1506	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"61"	7031733	968.1	522.7	1500	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"62"	7031737	968.1	521	1495	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"63"	7031741	968.5	519.8	1489	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"64"	7031745	969.9	521.3	1489	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"65"	7031749	970.2	522.6	1489	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"66"	7031753	968.2	520.4	1487	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"67"	7031757	968.1	519.3	1480	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"68"	7031761	971.3	522.5	1474	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"69"	7031765	972.5	525.3	1472	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"70"	7031769	971.7	521.8	1471	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"71"	7031773	970.7	518.8	1470	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"72"	7031777	970	517.7	1470	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"73"	7031781	970	517.4	1467	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"74"	7031785	971.2	519.3	1468	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"75"	7031789	972.6	523.8	1467	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
