""	"time"	"x"	"y"	"pupil"	"V1"	"phase"	"trial"	"scan"	"session"	"isgoitem"	"ishvitem"	"isprobeitem"	"event"	"eventnumber"	"valid"	"looking"
"1"	2912148	834.1	626.2	3986	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"2"	2912152	832.4	629.6	3983	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"3"	2912156	833.1	630.3	3981	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"4"	2912160	835.6	627.6	3984	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"5"	2912164	837.2	626.5	3988	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"6"	2912168	837.1	627.5	3988	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"7"	2912172	836.6	627.2	3986	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"8"	2912176	835.6	628.4	3987	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"9"	2912180	834	630	3992	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"10"	2912184	834.3	630.6	3994	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"11"	2912188	835.6	630.7	3989	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"12"	2912192	835.6	630.8	3977	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"13"	2912196	834.9	631.6	3984	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"14"	2912200	837.2	631.1	3982	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"15"	2912204	838.7	634.1	3982	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"16"	2912208	837.1	633.7	3985	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"17"	2912212	835.8	632.7	3989	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"18"	2912216	836.5	633.3	3989	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"19"	2912220	837.7	634.4	3987	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"20"	2912224	838	634.4	3987	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"21"	2912228	837.4	633.7	3986	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"22"	2912232	838	635.3	3985	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"23"	2912236	840	636.2	3987	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"24"	2912240	840	632.7	3988	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"25"	2912244	839.2	632.4	3986	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"26"	2912248	838.3	636.6	3982	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"27"	2912252	837.1	637.5	3992	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"28"	2912256	837.6	638.1	3995	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"29"	2912260	838.6	637.6	3988	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"30"	2912264	838.8	637.6	3983	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"31"	2912268	840.2	637.7	3984	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"32"	2912272	840.1	637.9	3984	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"33"	2912276	838.9	639.3	3986	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"34"	2912280	838.6	639.2	3989	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"35"	2912284	838.3	638.7	3988	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"36"	2912288	839.3	639	3984	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"37"	2912292	840.4	637.5	3982	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"38"	2912296	841.8	636.8	3982	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"39"	2912300	843.9	639.8	3985	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"40"	2912304	842	639.8	3987	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"41"	2912308	838.9	641.1	3987	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"42"	2912312	839.8	638.3	3990	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"43"	2912316	840.4	639.2	3992	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"44"	2912320	838.8	642.4	3988	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"45"	2912324	838.5	643.1	3985	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"46"	2912328	837.9	643.9	3986	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"47"	2912332	838.1	643.4	3985	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"48"	2912336	839.3	643.8	3987	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"49"	2912340	841.1	642.6	3998	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"50"	2912344	840	644.4	4000	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"51"	2912348	839.6	645	3993	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"52"	2912352	842.5	642.9	3994	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"53"	2912356	843.3	644.9	3998	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"54"	2912360	841	645.3	3999	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"55"	2912364	838.5	644.9	4001	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"56"	2912368	839.5	646.7	3997	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"57"	2912372	840.8	647.6	3996	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"58"	2912376	840.8	646.9	3995	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"59"	2912380	840.6	647.7	3997	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"60"	2912384	839.6	648.2	3999	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"61"	2912388	840.9	647.3	3994	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"62"	2912392	840.7	648.6	3993	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"63"	2912396	840.8	649.2	3997	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
