""	"time"	"x"	"y"	"pupil"	"V1"	"phase"	"trial"	"scan"	"session"	"isgoitem"	"ishvitem"	"isprobeitem"	"event"	"eventnumber"	"valid"	"looking"
"1"	2775886	962.4	590.7	2858	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"2"	2775890	962.7	589.2	2859	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"3"	2775894	963.6	589.4	2861	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"4"	2775898	964.6	590.7	2865	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"5"	2775902	964.4	593	2868	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"6"	2775906	963.9	592	2868	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"7"	2775910	964.1	592.8	2867	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"8"	2775914	965.2	594.9	2865	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"9"	2775918	965.2	593.8	2864	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"10"	2775922	965.2	592.7	2865	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"11"	2775926	966.2	592	2864	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"12"	2775930	965	593.6	2861	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"13"	2775934	965.9	593.1	2861	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"14"	2775938	966.8	592.8	2866	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"15"	2775942	967.1	592.8	2866	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"16"	2775946	967	592.4	2864	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"17"	2775950	966.4	591.7	2865	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"18"	2775954	966.3	590.9	2867	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"19"	2775958	965.6	591.6	2868	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"20"	2775962	967.6	592.8	2866	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"21"	2775966	969.9	592.4	2864	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"22"	2775970	970.2	591.9	2862	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"23"	2775974	969	590.8	2861	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"24"	2775978	968.2	590.1	2860	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"25"	2775982	968.9	590.5	2858	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"26"	2775986	968.8	589.9	2852	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"27"	2775990	967.9	589.3	2848	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"28"	2775994	968.2	590.7	2849	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"29"	2775998	970.7	593	2849	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"30"	2776002	972.1	594.1	2846	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"31"	2776006	971.2	593.1	2846	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"32"	2776010	968.8	592.5	2845	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"33"	2776014	970.4	593.3	2843	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"34"	2776018	972.7	594.1	2837	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"35"	2776022	972.3	595.4	2830	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"36"	2776026	972.5	595.3	2831	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"37"	2776030	972	595.3	2832	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"38"	2776034	970.6	594.6	2829	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"39"	2776038	969.5	594.1	2828	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"40"	2776042	970.1	594.2	2828	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"41"	2776046	971.5	593.6	2825	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"42"	2776050	974	593.4	2819	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"43"	2776054	974.9	592.7	2812	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"44"	2776058	974.8	593	2811	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"45"	2776062	975	594.1	2812	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"46"	2776066	974.9	593.8	2811	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"47"	2776070	974.5	593.4	2808	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"48"	2776074	974.3	594.8	2805	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"49"	2776078	974.7	594.2	2803	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"50"	2776082	974.1	594.5	2800	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"51"	2776086	975	594.8	2797	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
