""	"time"	"x"	"y"	"pupil"	"V1"	"phase"	"trial"	"scan"	"session"	"isgoitem"	"ishvitem"	"isprobeitem"	"event"	"eventnumber"	"valid"	"looking"
"1"	2920391	932.5	571.5	2271	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"2"	2920395	930.7	572.8	2272	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"3"	2920399	930.1	569	2274	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"4"	2920403	932.8	568.6	2275	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"5"	2920407	935.3	571.6	2275	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"6"	2920411	934.5	571.8	2279	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"7"	2920415	931.8	570.5	2284	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"8"	2920419	930.2	571.7	2288	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"9"	2920423	932.5	568.6	2291	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"10"	2920427	933.9	567.3	2292	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"11"	2920431	933.8	567.8	2290	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"12"	2920435	933.4	569.9	2294	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"13"	2920439	934.2	572	2297	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"14"	2920443	934.6	572.3	2295	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"15"	2920447	931.4	570.2	2301	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"16"	2920451	931.5	570.6	2302	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"17"	2920455	932.6	572.2	2294	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"18"	2920459	934.5	571.3	2299	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
"19"	2920463	936.8	570.4	2304	127	NA	NA	2	1	NA	NA	NA	"fixation"	1	TRUE	NA
