subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_138	 2	 1	 after	 2	 1210.jpg	 22	 1	 2.155311	 4.021898	
MRI_faces_138	 2	 1	 after	 2	 1183.jpg	 42	 1	 7.022026	 9.022043	
MRI_faces_138	 2	 1	 after	 2	 1216.jpg	 45	 1	 10.022021	 12.022052	
MRI_faces_138	 2	 1	 after	 2	 2053.jpg	 12	 0	 16.022107	 18.022141	
MRI_faces_138	 2	 1	 after	 2	 1150.jpg	 44	 1	 19.022186	 21.022198	
MRI_faces_138	 2	 1	 after	 2	 1007.jpg	 50	 1	 22.022211	 24.022273	
MRI_faces_138	 2	 1	 after	 2	 1255.jpg	 58	 1	 27.022274	 29.022395	
MRI_faces_138	 2	 1	 after	 2	 2164.jpg	 20	 0	 30.022537	 32.022879	
MRI_faces_138	 2	 1	 after	 2	 1027.jpg	 52	 1	 33.023074	 35.023368	
MRI_faces_138	 2	 1	 after	 2	 2212.jpg	 6	 0	 37.023786	 39.024137	
MRI_faces_138	 2	 1	 after	 2	 2058.jpg	 47	 0	 40.025820	 42.026514	
MRI_faces_138	 2	 1	 after	 2	 2125.jpg	 9	 0	 45.025251	 47.025545	
MRI_faces_138	 2	 1	 after	 2	 2153.jpg	 4	 0	 52.026460	 54.026763	
MRI_faces_138	 2	 1	 after	 2	 1035.jpg	 13	 1	 56.022707	 58.022788	
MRI_faces_138	 2	 1	 after	 2	 1127.jpg	 43	 1	 59.022727	 61.022767	
MRI_faces_138	 2	 1	 after	 2	 1019.jpg	 49	 1	 62.022793	 64.022862	
MRI_faces_138	 2	 1	 after	 2	 2094.jpg	 3	 0	 65.022938	 67.022884	
MRI_faces_138	 2	 1	 after	 2	 2218.jpg	 16	 0	 68.022983	 70.022974	
MRI_faces_138	 2	 1	 after	 2	 1146.jpg	 48	 1	 72.022962	 74.023037	
MRI_faces_138	 2	 1	 after	 2	 1191.jpg	 21	 1	 77.023074	 79.022989	
MRI_faces_138	 2	 1	 after	 2	 2112.jpg	 8	 0	 81.023122	 83.023134	
MRI_faces_138	 2	 1	 after	 2	 1202.jpg	 46	 1	 86.023143	 88.023184	
MRI_faces_138	 2	 1	 after	 2	 1246.jpg	 54	 1	 92.023235	 94.023296	
MRI_faces_138	 2	 1	 after	 2	 1114.jpg	 17	 1	 97.023238	 99.023357	
MRI_faces_138	 2	 1	 after	 2	 2128.jpg	 40	 0	 101.023349	 103.023358	
MRI_faces_138	 2	 1	 after	 2	 1262.jpg	 51	 1	 104.023328	 106.023368	
MRI_faces_138	 2	 1	 after	 2	 2181.jpg	 5	 0	 107.023408	 109.023450	
MRI_faces_138	 2	 1	 after	 2	 1192.jpg	 53	 1	 115.023578	 117.023514	
MRI_faces_138	 2	 1	 after	 2	 1031.jpg	 10	 1	 119.023605	 121.023644	
MRI_faces_138	 2	 1	 after	 2	 2039.jpg	 15	 0	 122.023615	 124.023648	
MRI_faces_138	 2	 1	 after	 2	 2041.jpg	 41	 0	 127.023665	 129.023740	
MRI_faces_138	 2	 1	 after	 2	 2149.jpg	 57	 0	 130.023765	 132.023743	
MRI_faces_138	 2	 1	 after	 2	 2089.jpg	 14	 0	 134.024091	 136.024414	
MRI_faces_138	 2	 1	 after	 2	 2015.jpg	 18	 0	 137.024616	 139.024956	
MRI_faces_138	 2	 1	 after	 2	 2006.jpg	 7	 0	 142.027774	 144.028457	
MRI_faces_138	 2	 1	 after	 2	 2155.jpg	 19	 0	 145.025899	 147.026240	
MRI_faces_138	 2	 1	 after	 2	 1013.jpg	 56	 1	 150.027615	 152.028005	
MRI_faces_138	 2	 1	 after	 2	 1173.jpg	 55	 1	 154.027433	 156.027869	
MRI_faces_138	 2	 1	 after	 2	 2063.jpg	 11	 0	 157.024111	 159.024066	
MRI_faces_138	 2	 1	 after	 2	 2110.jpg	 39	 0	 161.024144	 163.024225	
