subjectID	order	run	before_or_after	session(visit)	itemName	bidInd	isMale?	onsettime	fixationTime
MRI_faces_123	 1	 1	 after	 2	 2063.jpg	 14	 0	 2.023986	 4.017597	
MRI_faces_123	 1	 1	 after	 2	 2212.jpg	 16	 0	 6.017710	 8.017698	
MRI_faces_123	 1	 1	 after	 2	 1145.jpg	 40	 1	 11.017786	 13.017729	
MRI_faces_123	 1	 1	 after	 2	 1052.jpg	 55	 1	 15.017867	 17.017886	
MRI_faces_123	 1	 1	 after	 2	 2045.jpg	 4	 0	 20.017821	 22.017869	
MRI_faces_123	 1	 1	 after	 2	 1060.jpg	 57	 1	 24.017884	 26.018010	
MRI_faces_123	 1	 1	 after	 2	 1192.jpg	 54	 1	 27.018025	 29.017983	
MRI_faces_123	 1	 1	 after	 2	 2041.jpg	 52	 0	 31.018070	 33.018081	
MRI_faces_123	 1	 1	 after	 2	 1114.jpg	 8	 1	 35.018134	 37.018166	
MRI_faces_123	 1	 1	 after	 2	 2110.jpg	 51	 0	 41.018168	 43.018265	
MRI_faces_123	 1	 1	 after	 2	 2194.jpg	 47	 0	 44.018228	 46.018190	
MRI_faces_123	 1	 1	 after	 2	 1013.jpg	 44	 1	 47.018247	 49.018341	
MRI_faces_123	 1	 1	 after	 2	 1146.jpg	 20	 1	 52.019000	 54.019002	
MRI_faces_123	 1	 1	 after	 2	 2024.jpg	 43	 0	 60.019748	 62.018426	
MRI_faces_123	 1	 1	 after	 2	 1173.jpg	 42	 1	 63.018438	 65.018440	
MRI_faces_123	 1	 1	 after	 2	 1204.jpg	 41	 1	 66.018502	 68.018875	
MRI_faces_123	 1	 1	 after	 2	 2058.jpg	 56	 0	 69.019008	 71.019349	
MRI_faces_123	 1	 1	 after	 2	 1031.jpg	 21	 1	 72.019529	 74.018591	
MRI_faces_123	 1	 1	 after	 2	 1202.jpg	 5	 1	 75.019988	 77.020304	
MRI_faces_123	 1	 1	 after	 2	 2248.jpg	 13	 0	 79.018700	 81.018698	
MRI_faces_123	 1	 1	 after	 2	 2181.jpg	 7	 0	 82.018741	 84.018696	
MRI_faces_123	 1	 1	 after	 2	 1262.jpg	 3	 1	 85.018764	 87.018760	
MRI_faces_123	 1	 1	 after	 2	 2094.jpg	 58	 0	 90.018761	 92.018822	
MRI_faces_123	 1	 1	 after	 2	 1080.jpg	 48	 1	 95.018844	 97.018926	
MRI_faces_123	 1	 1	 after	 2	 2118.jpg	 18	 0	 102.018916	 104.018908	
MRI_faces_123	 1	 1	 after	 2	 1255.jpg	 9	 1	 105.019015	 107.018967	
MRI_faces_123	 1	 1	 after	 2	 2229.jpg	 39	 0	 108.018996	 110.019040	
MRI_faces_123	 1	 1	 after	 2	 2089.jpg	 10	 0	 111.019054	 113.019040	
MRI_faces_123	 1	 1	 after	 2	 2043.jpg	 19	 0	 116.019127	 118.019099	
MRI_faces_123	 1	 1	 after	 2	 2125.jpg	 15	 0	 119.019101	 121.019131	
MRI_faces_123	 1	 1	 after	 2	 1127.jpg	 50	 1	 122.019167	 124.019145	
MRI_faces_123	 1	 1	 after	 2	 1191.jpg	 45	 1	 125.019230	 127.019179	
MRI_faces_123	 1	 1	 after	 2	 2053.jpg	 17	 0	 130.019303	 132.019290	
MRI_faces_123	 1	 1	 after	 2	 2155.jpg	 53	 0	 135.019283	 137.019404	
MRI_faces_123	 1	 1	 after	 2	 1073.jpg	 11	 1	 139.019419	 141.019370	
MRI_faces_123	 1	 1	 after	 2	 1246.jpg	 49	 1	 145.019497	 147.019442	
MRI_faces_123	 1	 1	 after	 2	 1050.jpg	 22	 1	 148.019519	 150.019572	
MRI_faces_123	 1	 1	 after	 2	 2153.jpg	 6	 0	 152.019582	 154.019515	
MRI_faces_123	 1	 1	 after	 2	 2218.jpg	 46	 0	 157.019548	 159.019614	
MRI_faces_123	 1	 1	 after	 2	 2010.jpg	 12	 0	 161.019605	 163.019652	
